step,time_code,dt,phi_min_before,phi_max_before,phi_mean_before,phi_min_after,phi_max_after,phi_mean_after,dphi_min,dphi_max,dphi_mean,dphi_abs_mean,dphi_abs_max,dphi_l2,dphi_nonzero_fraction_abs_gt_1e-12,dphi_nonzero_fraction_abs_gt_1e-8,dphi_nonzero_fraction_abs_gt_1e-5,eta_min_before,eta_max_before,eta_mean_before,eta_min_after,eta_max_after,eta_mean_after,deta_min,deta_max,deta_mean,deta_abs_mean,deta_abs_max,deta_l2,deta_nonzero_fraction_abs_gt_1e-12,deta_nonzero_fraction_abs_gt_1e-8,deta_nonzero_fraction_abs_gt_1e-5,deta_abs_mean_over_dphi_abs_mean,deta_abs_max_over_dphi_abs_max,deta_l2_over_dphi_l2,xB_min_before,xB_max_before,xB_mean_before,xB_min_after,xB_max_after,xB_mean_after,dxB_min,dxB_max,dxB_abs_mean,dxB_abs_max,Y_min_before,Y_max_before,Y_mean_before,Y_min_after,Y_max_after,Y_mean_after,dY_abs_mean,dY_abs_max,xBtot_mean_before,xBtot_mean_after,xBtot_delta,xBtot_rel_delta,xB_clip_low_count,xB_clip_high_count,phi_out_of_bounds_count,eta_out_of_bounds_count,nan_inf_flag,eta_far_field_mean,eta_far_field_max,phi_far_field_mean,phi_far_field_max,eta_max_minus_far,phi_max_minus_far,S_phi_W,S_phi_grad,S_phi_total,S_eta_W,S_eta_grad,S_eta_total,gp_L_eta,L_phi
363,3.6300000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733279024e-01,5.7744786948e-03,-1.0000000000e-06,9.9733292978e-01,5.7743711622e-03,-2.7573592340e-05,5.8055188756e-07,-1.0753253124e-07,1.1231533251e-07,2.7573592340e-05,1.1636866185e-06,9.9133300781e-01,1.1195656105e-01,4.1888201678e-03,0.0000000000e+00,1.0000000000e+00,6.2993263312e-03,0.0000000000e+00,1.0000000000e+00,6.3019530648e-03,-1.3017600227e-04,6.2460055361e-04,2.6267335593e-06,3.0357086167e-06,6.2460055361e-04,3.3309582366e-05,9.1049194336e-01,7.4906864873e-01,1.8090142144e-02,2.7028443480e+01,2.2652128381e+01,2.8624186131e+01,3.2631214576e-03,5.3021689522e-02,2.9355332578e-02,3.2715443901e-03,5.2707137227e-02,2.9354475540e-02,-3.1455229586e-04,1.7122577078e-04,1.0669147653e-06,3.1455229586e-04,-5.7218025823e+00,-2.8825751234e+00,-3.5060834012e+00,-5.7192162074e+00,-2.8888574209e+00,-3.5061193209e+00,5.7114239496e-05,8.4147352309e-03,3.4871962021e-02,3.4872005482e-02,4.3461513721e-08,1.2463168461e-06,0,0,337553,0,0,5.2111895445e-05,4.4233644963e-03,4.7656925450e-07,8.4797964191e-05,9.9994788810e-01,9.9733245321e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
364,3.6400000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733292978e-01,5.7743711622e-03,-1.0000000000e-06,9.9733305297e-01,5.7742636804e-03,-2.7503479962e-05,5.8140566894e-07,-1.0748185230e-07,1.1225594208e-07,2.7503479962e-05,1.1610062886e-06,9.9111599392e-01,1.1154966001e-01,4.1888201678e-03,0.0000000000e+00,1.0000000000e+00,6.3019530648e-03,0.0000000000e+00,1.0000000000e+00,6.3045804952e-03,-1.2861282698e-04,6.2389322055e-04,2.6274304713e-06,3.0373534374e-06,6.2389322055e-04,3.3270834338e-05,9.1100735135e-01,7.4608470775e-01,1.8415662977e-02,2.7057395635e+01,2.2684155656e+01,2.8656894166e+01,3.2715443901e-03,5.2707137227e-02,2.9354475540e-02,3.2801270394e-03,5.2391711288e-02,2.9353618880e-02,-3.1542593902e-04,1.7203220528e-04,1.0659846050e-06,3.1542593902e-04,-5.7192162074e+00,-2.8888574209e+00,-3.5061193209e+00,-5.7165876074e+00,-2.8951928220e+00,-3.5061552844e+00,5.7073828565e-05,8.3659883106e-03,3.4872005482e-02,3.4872049288e-02,4.3805601736e-08,1.2561824630e-06,0,0,337577,0,0,5.2190782779e-05,4.4250433690e-03,4.7702600373e-07,8.4804429183e-05,9.9994780922e-01,9.9733257594e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
365,3.6500000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733305297e-01,5.7742636804e-03,-1.0000000000e-06,9.9733315945e-01,5.7741562470e-03,-2.7432541967e-05,5.8196042920e-07,-1.0743342816e-07,1.1219992804e-07,2.7432541967e-05,1.1583683090e-06,9.9157714844e-01,1.1119701244e-01,4.2430736400e-03,0.0000000000e+00,1.0000000000e+00,6.3045804952e-03,0.0000000000e+00,1.0000000000e+00,6.3072084303e-03,-1.2704105397e-04,6.2317490139e-04,2.6279351125e-06,3.0388503802e-06,6.2317490139e-04,3.3231427727e-05,9.1077677409e-01,7.4268256293e-01,1.8442789714e-02,2.7084245357e+01,2.2716629839e+01,2.8688136121e+01,3.2801270394e-03,5.2391711288e-02,2.9353618880e-02,3.2888698855e-03,5.2075537827e-02,2.9352762592e-02,-3.1617346074e-04,1.7280292823e-04,1.0650155188e-06,3.1617346074e-04,-5.7165876074e+00,-2.8951928220e+00,-3.5061552844e+00,-5.7139169830e+00,-2.9015795028e+00,-3.5061912920e+00,5.7030571873e-05,8.3159162825e-03,3.4872049288e-02,3.4872093381e-02,4.4093365348e-08,1.2644328695e-06,0,0,337433,0,0,5.2269553297e-05,4.4266211395e-03,4.7747738206e-07,8.4877579841e-05,9.9994773045e-01,9.9733268197e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
366,3.6600000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733315945e-01,5.7741562470e-03,-1.0000000000e-06,9.9733324887e-01,5.7740488579e-03,-2.7360769191e-05,5.8239683819e-07,-1.0738901262e-07,1.1214859822e-07,2.7360769191e-05,1.1557730020e-06,9.9024793837e-01,1.1103425203e-01,4.2430736400e-03,0.0000000000e+00,1.0000000000e+00,6.3072084303e-03,0.0000000000e+00,1.0000000000e+00,6.3098370039e-03,-1.2546067770e-04,6.2244270534e-04,2.6285735581e-06,3.0401665502e-06,6.2244270534e-04,3.3191354447e-05,9.1066826714e-01,7.3922390408e-01,1.8605550130e-02,2.7108377620e+01,2.2749459308e+01,2.8717883519e+01,3.2888698855e-03,5.2075537827e-02,2.9352762592e-02,3.2977734379e-03,5.1758740787e-02,2.9351906672e-02,-3.1679703966e-04,1.7353723356e-04,1.0640088953e-06,3.1679703966e-04,-5.7139169830e+00,-2.9015795028e+00,-3.5061912920e+00,-5.7112045309e+00,-2.9080156407e+00,-3.5062273439e+00,5.6984655281e-05,8.2645371327e-03,3.4872093381e-02,3.4872137707e-02,4.4326052225e-08,1.2711038520e-06,0,0,337769,0,0,5.2348214724e-05,4.4280966305e-03,4.7792140977e-07,8.4946308036e-05,9.9994765179e-01,9.9733277095e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
367,3.6700000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733324887e-01,5.7740488579e-03,-1.0000000000e-06,9.9733332090e-01,5.7739415097e-03,-2.7288156302e-05,5.8279571331e-07,-1.0734828708e-07,1.1210058568e-07,2.7288156302e-05,1.1532206159e-06,9.9004900897e-01,1.1089861834e-01,4.2973271123e-03,0.0000000000e+00,1.0000000000e+00,6.3098370039e-03,0.0000000000e+00,1.0000000000e+00,6.3124663153e-03,-1.2389927575e-04,6.2167891003e-04,2.6293113981e-06,3.0417285151e-06,6.2167891003e-04,3.3150659552e-05,9.1047837999e-01,7.3607720269e-01,1.8659803602e-02,2.7133921705e+01,2.2782004880e+01,2.8746155848e+01,3.2977734379e-03,5.1758740787e-02,2.9351906672e-02,3.3068382351e-03,5.1441441775e-02,2.9351051117e-02,-3.1729901241e-04,1.7423442998e-04,1.0629642600e-06,3.1729901241e-04,-5.7112045309e+00,-2.9080156407e+00,-3.5062273439e+00,-5.7084504442e+00,-2.9144994174e+00,-3.5062634404e+00,5.6936043551e-05,8.2118701915e-03,3.4872137707e-02,3.4872182210e-02,4.4503350304e-08,1.2761864695e-06,0,0,337481,0,0,5.2426949773e-05,4.4294714182e-03,4.7835641485e-07,8.5010567628e-05,9.9994757305e-01,9.9733284254e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
368,3.6800000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733332090e-01,5.7739415097e-03,-1.0000000000e-06,9.9733337516e-01,5.7738341993e-03,-2.7214706653e-05,5.8313357980e-07,-1.0731031324e-07,1.1205435537e-07,2.7214706653e-05,1.1507113112e-06,9.9097244828e-01,1.1073585793e-01,4.2973271123e-03,0.0000000000e+00,1.0000000000e+00,6.3124663153e-03,0.0000000000e+00,1.0000000000e+00,6.3150961142e-03,-1.2233098137e-04,6.2089996423e-04,2.6297988664e-06,3.0439816204e-06,6.2089996423e-04,3.3109377397e-05,9.1002626772e-01,7.3319272642e-01,1.8723099320e-02,2.7165223612e+01,2.2814868892e+01,2.8772965968e+01,3.3068382351e-03,5.1441441775e-02,2.9351051117e-02,3.3160648425e-03,5.1123760078e-02,2.9350195923e-02,-3.1768169726e-04,1.7489383491e-04,1.0619422861e-06,3.1768169726e-04,-5.7084504442e+00,-2.9144994174e+00,-3.5062634404e+00,-5.7056549123e+00,-2.9210290178e+00,-3.5062995814e+00,5.6893033344e-05,8.1579358103e-03,3.4872182210e-02,3.4872226837e-02,4.4626502133e-08,1.2797163614e-06,0,0,337145,0,0,5.2505757265e-05,4.4307656252e-03,4.7878179781e-07,8.5070327705e-05,9.9994749424e-01,9.9733289638e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
369,3.6900000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733337516e-01,5.7738341993e-03,-1.0000000000e-06,9.9733341134e-01,5.7737269243e-03,-2.7140436368e-05,5.8498748579e-07,-1.0727499560e-07,1.1201093262e-07,2.7140436368e-05,1.1482452511e-06,9.9090350116e-01,1.1023401331e-01,4.2973271123e-03,0.0000000000e+00,1.0000000000e+00,6.3150961142e-03,0.0000000000e+00,1.0000000000e+00,6.3177262925e-03,-1.2074174521e-04,6.2011128650e-04,2.6301783811e-06,3.0460695785e-06,6.2011128650e-04,3.3067537119e-05,9.0998105650e-01,7.3243769893e-01,1.9048620153e-02,2.7194395290e+01,2.2848243046e+01,2.8798322559e+01,3.3160648425e-03,5.1123760078e-02,2.9350195923e-02,3.3254538534e-03,5.0805812637e-02,2.9349341085e-02,-3.1794744026e-04,1.7551478829e-04,1.0609243904e-06,3.1794744026e-04,-5.7056549123e+00,-2.9210290178e+00,-3.5062995814e+00,-5.7028181214e+00,-2.9276026308e+00,-3.5063357673e+00,5.6849040150e-05,8.1027539631e-03,3.4872226837e-02,3.4872271535e-02,4.4698092713e-08,1.2817676635e-06,0,0,337145,0,0,5.2584686296e-05,4.4319713636e-03,4.7919704549e-07,8.5125602235e-05,9.9994741531e-01,9.9733293214e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
370,3.7000000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733341134e-01,5.7737269243e-03,-1.0000000000e-06,9.9733342911e-01,5.7736196828e-03,-2.7065344564e-05,6.1789501715e-07,-1.0724157977e-07,1.1197053918e-07,2.7065344564e-05,1.1458225946e-06,9.9064579716e-01,1.1020688657e-01,4.2973271123e-03,0.0000000000e+00,1.0000000000e+00,6.3177262925e-03,0.0000000000e+00,1.0000000000e+00,6.3203566521e-03,-1.1913783372e-04,6.1931049687e-04,2.6303595113e-06,3.0479441037e-06,6.1931049687e-04,3.3025153896e-05,9.0942043728e-01,7.3093894676e-01,1.9347014251e-02,2.7220946921e+01,2.2882047387e+01,2.8822222614e+01,3.3254538534e-03,5.0805812637e-02,2.9349341085e-02,3.3350058884e-03,5.0487713965e-02,2.9348486600e-02,-3.1809867192e-04,1.7609664252e-04,1.0598632624e-06,3.1809867192e-04,-5.7028181214e+00,-2.9276026308e+00,-3.5063357673e+00,-5.6999402546e+00,-2.9342184508e+00,-3.5063719978e+00,5.6801318605e-05,8.0463449797e-03,3.4872271535e-02,3.4872316254e-02,4.4718690077e-08,1.2823566722e-06,0,0,336803,0,0,5.2663741326e-05,4.4330785934e-03,4.7960178722e-07,8.5176380360e-05,9.9994733626e-01,9.9733294951e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
371,3.7100000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733342911e-01,5.7736196828e-03,-1.0000000000e-06,9.9733342830e-01,5.7735124719e-03,-2.6989375515e-05,6.4995294657e-07,-1.0721082126e-07,1.1193364898e-07,2.6989375515e-05,1.1434434954e-06,9.9095775463e-01,1.1011759440e-01,4.2973271123e-03,0.0000000000e+00,1.0000000000e+00,6.3203566521e-03,0.0000000000e+00,1.0000000000e+00,6.3229870325e-03,-1.1752331853e-04,6.1849964394e-04,2.6303804469e-06,3.0497233764e-06,6.1849964394e-04,3.2982245575e-05,9.0939331055e-01,7.2871681496e-01,1.9428394459e-02,2.7245813964e+01,2.2916411816e+01,2.8844665877e+01,3.3350058884e-03,5.0487713965e-02,2.9348486600e-02,3.3447215942e-03,5.0169576086e-02,2.9347632465e-02,-3.1813787904e-04,1.7663876159e-04,1.0587603172e-06,3.1813787904e-04,-5.6999402546e+00,-2.9342184508e+00,-3.5063719978e+00,-5.6970214916e+00,-2.9408746786e+00,-3.5064082731e+00,5.6749928678e-05,7.9887295827e-03,3.4872316254e-02,3.4872360943e-02,4.4689262749e-08,1.2815111684e-06,0,0,336851,0,0,5.2742913279e-05,4.4340843915e-03,4.7999526750e-07,8.5222041007e-05,9.9994725709e-01,9.9733294830e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
372,3.7200000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733342830e-01,5.7735124719e-03,-1.0000000000e-06,9.9733340864e-01,5.7734052893e-03,-2.6912564846e-05,6.8115122198e-07,-1.0718264983e-07,1.1189873078e-07,2.6912564846e-05,1.1411080485e-06,9.9140082465e-01,1.0995596427e-01,4.3515805845e-03,0.0000000000e+00,1.0000000000e+00,6.3229870325e-03,0.0000000000e+00,1.0000000000e+00,6.3256173188e-03,-1.1589953916e-04,6.1767414242e-04,2.6302862834e-06,3.0513488972e-06,6.1767414242e-04,3.2938829505e-05,9.0876261393e-01,7.2643138744e-01,1.9482647931e-02,2.7268842782e+01,2.2951143675e+01,2.8865653474e+01,3.3447215942e-03,5.0169576086e-02,2.9347632465e-02,3.3546016439e-03,4.9851508501e-02,2.9346778677e-02,-3.1806758493e-04,1.7714052665e-04,1.0576608600e-06,3.1806758493e-04,-5.6970214916e+00,-2.9408746786e+00,-3.5064082731e+00,-5.6940620097e+00,-2.9475695225e+00,-3.5064445930e+00,5.6701986641e-05,7.9605430867e-03,3.4872360943e-02,3.4872405554e-02,4.4610706254e-08,1.2792568397e-06,0,0,336971,0,0,5.2822224505e-05,4.4349819065e-03,4.8037718301e-07,8.5262357400e-05,9.9994717778e-01,9.9733292827e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
373,3.7300000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733340864e-01,5.7734052893e-03,-1.0000000000e-06,9.9733336984e-01,5.7732981342e-03,-2.6834944582e-05,7.1148805314e-07,-1.0715508804e-07,1.1186478174e-07,2.6834944582e-05,1.1388160695e-06,9.9112955729e-01,1.0968469690e-01,4.3515805845e-03,0.0000000000e+00,1.0000000000e+00,6.3256173188e-03,0.0000000000e+00,1.0000000000e+00,6.3282475886e-03,-1.1426508188e-04,6.1683717956e-04,2.6302697916e-06,3.0528116613e-06,6.1683717956e-04,3.2894922753e-05,9.0857272678e-01,7.2485125506e-01,1.9726788556e-02,2.7290194588e+01,2.2986340727e+01,2.8885193696e+01,3.3546016439e-03,4.9851508501e-02,2.9346778677e-02,3.3646467376e-03,4.9533618170e-02,2.9345925232e-02,-3.1789033174e-04,1.7760133291e-04,1.0565282167e-06,3.1789033174e-04,-5.6940620097e+00,-2.9475695225e+00,-3.5064445930e+00,-5.6910619829e+00,-2.9543011984e+00,-3.5064809574e+00,5.6651064785e-05,7.9486744473e-03,3.4872405554e-02,3.4872450038e-02,4.4483904789e-08,1.2756190484e-06,0,0,336707,0,0,5.2901821220e-05,4.4357653038e-03,4.8074703504e-07,8.5297438904e-05,9.9994709818e-01,9.9733288909e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
374,3.7400000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733336984e-01,5.7732981342e-03,-1.0000000000e-06,9.9733331907e-01,5.7731910102e-03,-2.6755935321e-05,7.4095202218e-07,-1.0712399252e-07,1.1182688287e-07,2.6755935321e-05,1.1365675744e-06,9.9089219835e-01,1.0971860532e-01,4.3515805845e-03,0.0000000000e+00,1.0000000000e+00,6.3282475886e-03,0.0000000000e+00,1.0000000000e+00,6.3308776898e-03,-1.1262639553e-04,6.1599129113e-04,2.6301011767e-06,3.0546212610e-06,6.1599129113e-04,3.2850555148e-05,9.0792168511e-01,7.2165708189e-01,1.9781042028e-02,2.7315625569e+01,2.3022603537e+01,2.8903301386e+01,3.3646467376e-03,4.9533618170e-02,2.9345925232e-02,3.3748575983e-03,4.9216009450e-02,2.9345072128e-02,-3.1760871965e-04,1.7802059930e-04,1.0553579546e-06,3.1760871965e-04,-5.6910619829e+00,-2.9543011984e+00,-3.5064809574e+00,-5.6880215834e+00,-2.9610679316e+00,-3.5065173661e+00,5.6596595644e-05,7.9351278318e-03,3.4872450038e-02,3.4872494347e-02,4.4309670065e-08,1.2706210782e-06,0,0,336347,0,0,5.2981636925e-05,4.4364354785e-03,4.8110457416e-07,8.5325620515e-05,9.9994701836e-01,9.9733283797e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
375,3.7500000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733331907e-01,5.7731910102e-03,-1.0000000000e-06,9.9733326710e-01,5.7730839115e-03,-2.6674411287e-05,7.6957921347e-07,-1.0709874878e-07,1.1179185745e-07,2.6674411287e-05,1.1343632073e-06,9.9082438151e-01,1.0933204933e-01,4.3515805845e-03,0.0000000000e+00,1.0000000000e+00,6.3308776898e-03,0.0000000000e+00,1.0000000000e+00,6.3335077775e-03,-1.1098194668e-04,6.1513420131e-04,2.6300877065e-06,3.0560740245e-06,6.1513420131e-04,3.2805705757e-05,9.0784030490e-01,7.1992097078e-01,1.9726788556e-02,2.7337179059e+01,2.3060835146e+01,2.8919931065e+01,3.3748575983e-03,4.9216009450e-02,2.9345072128e-02,3.3852349698e-03,4.8898784074e-02,2.9344219362e-02,-3.1722537585e-04,1.7839776142e-04,1.0541592934e-06,3.1722537585e-04,-5.6880215834e+00,-2.9610679316e+00,-3.5065173661e+00,-5.6849409822e+00,-2.9678679573e+00,-3.5065538190e+00,5.6540560551e-05,7.9199177892e-03,3.4872494347e-02,3.4872538437e-02,4.4089525170e-08,1.2643066117e-06,0,0,336011,0,0,5.3061649504e-05,4.4369933838e-03,4.8144975213e-07,8.5347394277e-05,9.9994693835e-01,9.9733278565e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
376,3.7600000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733326710e-01,5.7730839115e-03,-1.0000000000e-06,9.9733320274e-01,5.7729768349e-03,-2.6593264847e-05,7.9730844693e-07,-1.0707658103e-07,1.1176285085e-07,2.6593264847e-05,1.1322029697e-06,9.9177833840e-01,1.0950837312e-01,4.3515805845e-03,0.0000000000e+00,1.0000000000e+00,6.3335077775e-03,0.0000000000e+00,1.0000000000e+00,6.3361378289e-03,-1.0945140366e-04,6.1424545063e-04,2.6300514079e-06,3.0576335290e-06,6.1424545063e-04,3.2760437332e-05,9.0735202365e-01,7.1751347295e-01,1.9726788556e-02,2.7358227763e+01,2.3097782621e+01,2.8935127543e+01,3.3852349698e-03,4.8898784074e-02,2.9344219362e-02,3.3957796209e-03,4.8582041118e-02,2.9343366931e-02,-3.1674295575e-04,1.7873222952e-04,1.0529611707e-06,3.1674295575e-04,-5.6849409822e+00,-2.9678679573e+00,-3.5065538190e+00,-5.6818203480e+00,-2.9746995218e+00,-3.5065903157e+00,5.6487676076e-05,7.9030596231e-03,3.4872538437e-02,3.4872582260e-02,4.3823228137e-08,1.2566687170e-06,0,0,335891,0,0,5.3141820011e-05,4.4374426281e-03,4.8178350863e-07,8.5363846405e-05,9.9994685818e-01,9.9733272096e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
377,3.7700000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733320274e-01,5.7729768349e-03,-1.0000000000e-06,9.9733312118e-01,5.7728697778e-03,-2.6511849293e-05,8.2413360336e-07,-1.0705704833e-07,1.1173778116e-07,2.6511849293e-05,1.1300866266e-06,9.9226209852e-01,1.0945411965e-01,4.3515805845e-03,0.0000000000e+00,1.0000000000e+00,6.3361378289e-03,0.0000000000e+00,1.0000000000e+00,6.3387676997e-03,-1.0820106626e-04,6.1335222795e-04,2.6298708148e-06,3.0594213764e-06,6.1335222795e-04,3.2714775390e-05,9.0752382632e-01,7.1503363715e-01,1.9916675709e-02,2.7380366288e+01,2.3135022426e+01,2.8948909419e+01,3.3957796209e-03,4.8582041118e-02,2.9343366931e-02,3.4064923435e-03,4.8265876974e-02,2.9342514832e-02,-3.1616414413e-04,1.7902348723e-04,1.0517246011e-06,3.1616414413e-04,-5.6818203480e+00,-2.9746995218e+00,-3.5065903157e+00,-5.6786598477e+00,-2.9815608831e+00,-3.5066268560e+00,5.6431731959e-05,7.8845697200e-03,3.4872582260e-02,3.4872625773e-02,4.3512858525e-08,1.2477670337e-06,0,0,336311,0,0,5.3222269671e-05,4.4377773626e-03,4.8210589620e-07,8.5378190311e-05,9.9994677773e-01,9.9733263908e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
378,3.7800000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733312118e-01,5.7728697778e-03,-1.0000000000e-06,9.9733302052e-01,5.7727627385e-03,-2.6429796709e-05,8.5004716732e-07,-1.0703934992e-07,1.1171557871e-07,2.6429796709e-05,1.1280140884e-06,9.9173312717e-01,1.0931848597e-01,4.3515805845e-03,0.0000000000e+00,1.0000000000e+00,6.3387676997e-03,0.0000000000e+00,1.0000000000e+00,6.3413974638e-03,-1.0695565497e-04,6.1245045882e-04,2.6297641233e-06,3.0611424101e-06,6.1245045882e-04,3.2668745148e-05,9.0732489692e-01,7.1257640697e-01,1.9889548973e-02,2.7401213380e+01,2.3172726811e+01,2.8961291783e+01,3.4064923435e-03,4.8265876974e-02,2.9342514832e-02,3.4173739479e-03,4.7950385235e-02,2.9341663065e-02,-3.1549173916e-04,1.7927104504e-04,1.0504558604e-06,3.1549173916e-04,-5.6786598477e+00,-2.9815608831e+00,-3.5066268560e+00,-5.6754596478e+00,-2.9884503144e+00,-3.5066634395e+00,5.6372325337e-05,7.8644655704e-03,3.4872625773e-02,3.4872668933e-02,4.3159802829e-08,1.2376413268e-06,0,0,336351,0,0,5.3303207786e-05,4.4379947064e-03,4.8241794781e-07,8.5390376117e-05,9.9994669679e-01,9.9733253811e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
379,3.7900000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733302052e-01,5.7727627385e-03,-1.0000000000e-06,9.9733289936e-01,5.7726557163e-03,-2.6347080038e-05,8.7506436697e-07,-1.0702214264e-07,1.1169672907e-07,2.6347080038e-05,1.1259852356e-06,9.9215811270e-01,1.0907434534e-01,4.3787073206e-03,0.0000000000e+00,1.0000000000e+00,6.3413974638e-03,0.0000000000e+00,1.0000000000e+00,6.3440269948e-03,-1.0570808112e-04,6.1152792885e-04,2.6295309774e-06,3.0630253020e-06,6.1152792885e-04,3.2622374130e-05,9.0726386176e-01,7.1002423322e-01,1.9943802445e-02,2.7422694715e+01,2.3210463094e+01,2.8972292975e+01,3.4173739479e-03,4.7950385235e-02,2.9341663065e-02,3.4284252661e-03,4.7635656786e-02,2.9340811625e-02,-3.1472844889e-04,1.7947442736e-04,1.0492394421e-06,3.1472844889e-04,-5.6754596478e+00,-2.9884503144e+00,-3.5066634395e+00,-5.6722199135e+00,-2.9953661021e+00,-3.5067000658e+00,5.6311664898e-05,7.8427643048e-03,3.4872668933e-02,3.4872711698e-02,4.2764825556e-08,1.2263135247e-06,0,0,336567,0,0,5.3384582811e-05,4.4380934033e-03,4.8272111530e-07,8.5400574985e-05,9.9994661542e-01,9.9733241664e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
380,3.8000000000e-02,1.0000000000e-04,-1.0000000000e-06,9.9733289936e-01,5.7726557163e-03,-1.0000000000e-06,9.9733275615e-01,5.7725487105e-03,-2.6263544297e-05,8.9916795742e-07,-1.0700588254e-07,1.1167702030e-07,2.6263544297e-05,1.1240000411e-06,9.9019594546e-01,1.0891158492e-01,4.3787073206e-03,0.0000000000e+00,1.0000000000e+00,6.3440269948e-03,0.0000000000e+00,1.0000000000e+00,6.3466564768e-03,-1.0445249502e-04,6.1059667641e-04,2.6294819842e-06,3.0645547551e-06,6.1059667641e-04,3.2575646115e-05,9.0745374891e-01,7.0460566768e-01,1.9889548973e-02,2.7441229600e+01,2.3248829995e+01,2.8981890501e+01,3.4284252661e-03,4.7635656786e-02,2.9340811625e-02,3.4396471522e-03,4.7321779811e-02,2.9339960512e-02,-3.1387697555e-04,1.7963317521e-04,1.0480100052e-06,3.1387697555e-04,-5.6722199135e+00,-2.9953661021e+00,-3.5067000658e+00,-5.6689408086e+00,-3.0023065467e+00,-3.5067367344e+00,5.6252465554e-05,7.8194835336e-03,3.4872711698e-02,3.4872754027e-02,4.2329617804e-08,1.2138321267e-06,0,0,336879,0,0,5.3466361087e-05,4.4380744557e-03,4.8301733098e-07,8.5409143314e-05,9.9994653364e-01,9.9733227313e-01,1.4325577825e-04,1.9087351104e-02,1.9230606882e-02,3.1307195074e-07,9.6003323390e-05,9.6316395340e-05,4.7495061735e-03,1.4325577825e+00
