member_id,host_id,host_family,host_status,background_model,AQ_case_id,age_h,temperature_K,ensemble_mean_kappa_upper_W_mK,replicate_min_W_mK,replicate_max_W_mK,experiment_W_mK,endpoint_gate_pass
H-P2_PBTE_303K_ANGULAR_MEAN__lower_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_prolate_AR2,48.0,573.15,0.990450802169588,0.990111291005616,0.9907220271004626,1.03,False
H-P2_PBTE_303K_ANGULAR_MEAN__lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B1_constant,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B1_constant,lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound,6.0,573.15,0.9125291066383993,0.9125273905187872,0.9125303662452335,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B1_constant,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B1_constant,lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound,48.0,573.15,0.9114132455392937,0.9101453823997943,0.9124268268587968,1.03,False
H-P2_PBTE_303K_ANGULAR_MEAN__lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound,6.0,573.15,1.1500909940223427,1.15009031583952,1.1500914917983094,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,lower_1sigma__single_APT_37to6_large_Lover2_sphere_bound,48.0,573.15,1.1496492550074364,1.149146947931495,1.1500505709853068,1.03,True
H-P2_PBTE_303K_ANGULAR_MEAN__central__zero_particle_scattering_limit__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,central__zero_particle_scattering_limit,6.0,573.15,0.8555239723329066,0.8555236619263944,0.8555242001665591,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__central__zero_particle_scattering_limit__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,central__zero_particle_scattering_limit,48.0,573.15,0.8553216859431015,0.8550916117073166,0.8555054700885328,1.03,False
H-P2_PBTE_303K_ANGULAR_MEAN__central__all_small_at_reported_max__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,central__all_small_at_reported_max,6.0,573.15,0.8564119420522894,0.856411630786061,0.8564121705169607,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__central__all_small_at_reported_max__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,central__all_small_at_reported_max,48.0,573.15,0.8562090957040581,0.8559783847446003,0.8563933885646986,1.03,False
H-P2_PBTE_303K_ANGULAR_MEAN__central__single_APT_37to6_prolate_AR10__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,central__single_APT_37to6_prolate_AR10,6.0,573.15,0.8606043693301952,0.8606040539855759,0.8606046007883439,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__central__single_APT_37to6_prolate_AR10__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,central__single_APT_37to6_prolate_AR10,48.0,573.15,0.8603988666234325,0.8601651351512516,0.8605855727510399,1.03,False
H-P2_PBTE_303K_ANGULAR_MEAN__central__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,central__single_APT_37to6_prolate_AR5,6.0,573.15,0.8866728969434384,0.8866725555185475,0.8866731475441137,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__central__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,central__single_APT_37to6_prolate_AR5,48.0,573.15,0.8864504081399812,0.886197362313818,0.8866525458586694,1.03,False
H-P2_PBTE_303K_ANGULAR_MEAN__central__single_APT_37to6_prolate_AR2__B1_constant,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B1_constant,central__single_APT_37to6_prolate_AR2,6.0,573.15,0.9052927073746565,0.9052910097087146,0.9052939534367614,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__central__single_APT_37to6_prolate_AR2__B1_constant,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B1_constant,central__single_APT_37to6_prolate_AR2,48.0,573.15,0.9041888374014371,0.9029345947695613,0.9051915273854373,1.03,False
H-P2_PBTE_303K_ANGULAR_MEAN__central__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,central__single_APT_37to6_prolate_AR2,6.0,573.15,1.0533470595090766,1.0533465209972057,1.0533474547686439,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__central__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,central__single_APT_37to6_prolate_AR2,48.0,573.15,1.052996238970277,1.0525972871462619,1.0533149612729706,1.03,True
H-P2_PBTE_303K_ANGULAR_MEAN__central__single_APT_37to6_large_Lover2_sphere_bound__B1_constant,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B1_constant,central__single_APT_37to6_large_Lover2_sphere_bound,6.0,573.15,0.9314931058973425,0.931491341295701,0.9314944010892909,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__central__single_APT_37to6_large_Lover2_sphere_bound__B1_constant,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B1_constant,central__single_APT_37to6_large_Lover2_sphere_bound,48.0,573.15,0.930345741938501,0.9290420955564752,0.9313879367186945,1.03,False
H-P2_PBTE_303K_ANGULAR_MEAN__central__single_APT_37to6_large_Lover2_sphere_bound__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,central__single_APT_37to6_large_Lover2_sphere_bound,6.0,573.15,1.2403156459656237,1.2403148196258598,1.2403162524865887,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__central__single_APT_37to6_large_Lover2_sphere_bound__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,central__single_APT_37to6_large_Lover2_sphere_bound,48.0,573.15,1.2397774840666667,1.2391655743933199,1.2402663924320452,1.03,True
H-P2_PBTE_303K_ANGULAR_MEAN__upper_1sigma__zero_particle_scattering_limit__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,upper_1sigma__zero_particle_scattering_limit,6.0,573.15,0.8555239723329066,0.8555236619263944,0.8555242001665591,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__upper_1sigma__zero_particle_scattering_limit__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,upper_1sigma__zero_particle_scattering_limit,48.0,573.15,0.8553216859431015,0.8550916117073166,0.8555054700885328,1.03,False
H-P2_PBTE_303K_ANGULAR_MEAN__upper_1sigma__all_small_at_reported_max__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,upper_1sigma__all_small_at_reported_max,6.0,573.15,0.8567837051085889,0.8567833934820007,0.8567839338377586,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__upper_1sigma__all_small_at_reported_max__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,upper_1sigma__all_small_at_reported_max,48.0,573.15,0.8565806240479189,0.8563496461992537,0.856765130141835,1.03,False
H-P2_PBTE_303K_ANGULAR_MEAN__upper_1sigma__single_APT_37to6_prolate_AR10__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,upper_1sigma__single_APT_37to6_prolate_AR10,6.0,573.15,0.8627330706639674,0.8627327532363039,0.8627333036510391,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__upper_1sigma__single_APT_37to6_prolate_AR10__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,upper_1sigma__single_APT_37to6_prolate_AR10,48.0,573.15,0.8625262112287952,0.862290937042818,0.8627141499254892,1.03,False
H-P2_PBTE_303K_ANGULAR_MEAN__upper_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,upper_1sigma__single_APT_37to6_prolate_AR5,6.0,573.15,0.8992370185369344,0.8992366640954943,0.8992372786915614,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__upper_1sigma__single_APT_37to6_prolate_AR5__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,upper_1sigma__single_APT_37to6_prolate_AR5,48.0,573.15,0.8990060524492925,0.8987433675774084,0.8992158916071575,1.03,False
H-P2_PBTE_303K_ANGULAR_MEAN__upper_1sigma__single_APT_37to6_prolate_AR2__B1_constant,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B1_constant,upper_1sigma__single_APT_37to6_prolate_AR2,6.0,573.15,0.9129136263748093,0.9129119092738824,0.9129148867019143,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__upper_1sigma__single_APT_37to6_prolate_AR2__B1_constant,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B1_constant,upper_1sigma__single_APT_37to6_prolate_AR2,48.0,573.15,0.9117971276244669,0.9105285401899788,0.9128112881114343,1.03,False
H-P2_PBTE_303K_ANGULAR_MEAN__upper_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,upper_1sigma__single_APT_37to6_prolate_AR2,6.0,573.15,1.1030977593063722,1.1030971513778076,1.1030982055167577,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__upper_1sigma__single_APT_37to6_prolate_AR2__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,upper_1sigma__single_APT_37to6_prolate_AR2,48.0,573.15,1.102701749682626,1.1022514260825584,1.1030615236186112,1.03,True
H-P2_PBTE_303K_ANGULAR_MEAN__upper_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B1_constant,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B1_constant,upper_1sigma__single_APT_37to6_large_Lover2_sphere_bound,6.0,573.15,0.9514839885212854,0.9514821726398479,0.9514853213518695,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__upper_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B1_constant,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B1_constant,upper_1sigma__single_APT_37to6_large_Lover2_sphere_bound,48.0,573.15,0.9503033046591106,0.9489618115663749,0.9513757632085562,1.03,False
H-P2_PBTE_303K_ANGULAR_MEAN__upper_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,upper_1sigma__single_APT_37to6_large_Lover2_sphere_bound,6.0,573.15,1.3101056129401412,1.3101046593980015,1.3101063128257706,0.85,True
H-P2_PBTE_303K_ANGULAR_MEAN__upper_1sigma__single_APT_37to6_large_Lover2_sphere_bound__B4_omega4,H-P2_PBTE_303K_ANGULAR_MEAN,H-P2,PROVISIONAL_HOST_ENVELOPE,B4_omega4,upper_1sigma__single_APT_37to6_large_Lover2_sphere_bound,48.0,573.15,1.3094846793545607,1.3087786912082653,1.3100487779165513,1.03,True
