age_h,step,xB_matrix,xBtot,phase
16.8517417802,39424,6.7674756163000e-03,3.0000000000000e-02,12-48h
16.9222076359,39680,6.7635396284000e-03,3.0000000000000e-02,12-48h
16.9926734916,39936,6.7525067679000e-03,3.0000000000000e-02,12-48h
17.0631393473,40192,6.7468647979000e-03,3.0000000000000e-02,12-48h
17.1336052031,40448,6.7444903814000e-03,3.0000000000000e-02,12-48h
17.2040710588,40704,6.7445459802000e-03,3.0000000000000e-02,12-48h
17.2745369145,40960,6.7453531597000e-03,3.0000000000000e-02,12-48h
17.3450027702,41216,6.7467306323000e-03,3.0000000000000e-02,12-48h
17.4154686259,41472,6.7486680180000e-03,3.0000000000000e-02,12-48h
17.4859344816,41728,6.7514518345000e-03,3.0000000000000e-02,12-48h
17.5564003374,41984,6.7569190480000e-03,3.0000000000000e-02,12-48h
17.6268661931,42240,6.7403003427000e-03,3.0000000000000e-02,12-48h
17.6973320488,42496,6.7255818751000e-03,3.0000000000000e-02,12-48h
17.7677979045,42752,6.7206181761000e-03,3.0000000000000e-02,12-48h
17.8382637602,43008,6.7179510311000e-03,3.0000000000000e-02,12-48h
17.9087296159,43264,6.7165912652000e-03,3.0000000000000e-02,12-48h
17.9791954716,43520,6.7162469505000e-03,3.0000000000000e-02,12-48h
18.0496613274,43776,6.7163351911000e-03,3.0000000000000e-02,12-48h
18.1201271831,44032,6.7166412245000e-03,3.0000000000000e-02,12-48h
18.1905930388,44288,6.7170881439000e-03,3.0000000000000e-02,12-48h
18.2610588945,44544,6.7176555255000e-03,3.0000000000000e-02,12-48h
18.3315247502,44800,6.7183418502000e-03,3.0000000000000e-02,12-48h
18.4019906059,45056,6.7191507904000e-03,3.0000000000000e-02,12-48h
18.4724564617,45312,6.7200813591000e-03,3.0000000000000e-02,12-48h
18.5429223174,45568,6.7211373657000e-03,3.0000000000000e-02,12-48h
18.6133881731,45824,6.7223327321000e-03,3.0000000000000e-02,12-48h
18.6838540288,46080,6.7236874081000e-03,3.0000000000000e-02,12-48h
18.7543198845,46336,6.7252273629000e-03,3.0000000000000e-02,12-48h
18.8247857402,46592,6.7269903293000e-03,3.0000000000000e-02,12-48h
18.8952515959,46848,6.7290321623000e-03,3.0000000000000e-02,12-48h
18.9657174517,47104,6.7314258197000e-03,3.0000000000000e-02,12-48h
19.0361833074,47360,6.7343224104000e-03,3.0000000000000e-02,12-48h
19.1066491631,47616,6.7380569527000e-03,3.0000000000000e-02,12-48h
19.1771150188,47872,6.7438390940000e-03,3.0000000000000e-02,12-48h
19.2475808745,48128,6.7347965384000e-03,3.0000000000000e-02,12-48h
19.3180467302,48384,6.7300348149000e-03,3.0000000000000e-02,12-48h
19.3885125860,48640,6.7241235006000e-03,3.0000000000000e-02,12-48h
19.4589784417,48896,6.7054724369000e-03,3.0000000000000e-02,12-48h
19.5294442974,49152,6.6975773499000e-03,3.0000000000000e-02,12-48h
19.5999101531,49408,6.6941059899000e-03,3.0000000000000e-02,12-48h
19.6703760088,49664,6.6942581742000e-03,3.0000000000000e-02,12-48h
19.7408418645,49920,6.6962095003000e-03,3.0000000000000e-02,12-48h
19.8113077202,50176,6.6998523251000e-03,3.0000000000000e-02,12-48h
19.8817735760,50432,6.7069875328000e-03,3.0000000000000e-02,12-48h
19.9522394317,50688,6.6920964338000e-03,3.0000000000000e-02,12-48h
20.0227052874,50944,6.6759897282000e-03,3.0000000000000e-02,12-48h
20.0931711431,51200,6.6729322418000e-03,3.0000000000000e-02,12-48h
20.1636369988,51456,6.6517826415000e-03,3.0000000000000e-02,12-48h
20.2341028545,51712,6.6360396017000e-03,3.0000000000000e-02,12-48h
20.3045687103,51968,6.6285545431000e-03,3.0000000000000e-02,12-48h
20.3750345660,52224,6.6251395208000e-03,3.0000000000000e-02,12-48h
20.4455004217,52480,6.6241249930000e-03,3.0000000000000e-02,12-48h
20.5159662774,52736,6.6245515816000e-03,3.0000000000000e-02,12-48h
20.5864321331,52992,6.6261541790000e-03,3.0000000000000e-02,12-48h
20.6568979888,53248,6.6296866336000e-03,3.0000000000000e-02,12-48h
20.7273638446,53504,6.6189631185000e-03,3.0000000000000e-02,12-48h
20.7978297003,53760,6.6029190774000e-03,3.0000000000000e-02,12-48h
20.8682955560,54016,6.5937971163000e-03,3.0000000000000e-02,12-48h
20.9387614117,54272,6.5895124762000e-03,3.0000000000000e-02,12-48h
21.0092272674,54528,6.5871258343000e-03,3.0000000000000e-02,12-48h
21.0796931231,54784,6.5859855994000e-03,3.0000000000000e-02,12-48h
21.1501589788,55040,6.5856269900000e-03,3.0000000000000e-02,12-48h
21.2206248346,55296,6.5855724123000e-03,3.0000000000000e-02,12-48h
21.2910906903,55552,6.5857167237000e-03,3.0000000000000e-02,12-48h
21.3615565460,55808,6.5859532697000e-03,3.0000000000000e-02,12-48h
21.4320224017,56064,6.5862473782000e-03,3.0000000000000e-02,12-48h
21.5024882574,56320,6.5865947276000e-03,3.0000000000000e-02,12-48h
21.5729541131,56576,6.5869941504000e-03,3.0000000000000e-02,12-48h
21.6434199689,56832,6.5874389826000e-03,3.0000000000000e-02,12-48h
21.7138858246,57088,6.5879224943000e-03,3.0000000000000e-02,12-48h
21.7843516803,57344,6.5884447177000e-03,3.0000000000000e-02,12-48h
21.8548175360,57600,6.5890115496000e-03,3.0000000000000e-02,12-48h
21.9252833917,57856,6.5896297222000e-03,3.0000000000000e-02,12-48h
21.9957492474,58112,6.5903050663000e-03,3.0000000000000e-02,12-48h
22.0662151031,58368,6.5910451553000e-03,3.0000000000000e-02,12-48h
22.1366809589,58624,6.5918587073000e-03,3.0000000000000e-02,12-48h
22.2071468146,58880,6.5927549009000e-03,3.0000000000000e-02,12-48h
22.2776126703,59136,6.5937517228000e-03,3.0000000000000e-02,12-48h
22.3480785260,59392,6.5948799141000e-03,3.0000000000000e-02,12-48h
22.4185443817,59648,6.5961776710000e-03,3.0000000000000e-02,12-48h
22.4890102374,59904,6.5977012181000e-03,3.0000000000000e-02,12-48h
22.5594760932,60160,6.5995553252000e-03,3.0000000000000e-02,12-48h
22.6299419489,60416,6.6019497896000e-03,3.0000000000000e-02,12-48h
22.7004078046,60672,6.6055111429000e-03,3.0000000000000e-02,12-48h
22.7708736603,60928,6.6075255016000e-03,3.0000000000000e-02,12-48h
22.8413395160,61184,6.5851733231000e-03,3.0000000000000e-02,12-48h
22.9118053717,61440,6.5747160368000e-03,3.0000000000000e-02,12-48h
22.9822712274,61696,6.5687324068000e-03,3.0000000000000e-02,12-48h
23.0527370832,61952,6.5657086744000e-03,3.0000000000000e-02,12-48h
23.1232029389,62208,6.5643058195000e-03,3.0000000000000e-02,12-48h
23.1936687946,62464,6.5638370599000e-03,3.0000000000000e-02,12-48h
23.2641346503,62720,6.5640070596000e-03,3.0000000000000e-02,12-48h
23.3346005060,62976,6.5645183840000e-03,3.0000000000000e-02,12-48h
23.4050663617,63232,6.5652377193000e-03,3.0000000000000e-02,12-48h
23.4755322175,63488,6.5661339447000e-03,3.0000000000000e-02,12-48h
23.5459980732,63744,6.5672156745000e-03,3.0000000000000e-02,12-48h
23.6164639289,64000,6.5685428973000e-03,3.0000000000000e-02,12-48h
23.6869297846,64256,6.5701975082000e-03,3.0000000000000e-02,12-48h
23.7573956403,64512,6.5723440864000e-03,3.0000000000000e-02,12-48h
23.8278614960,64768,6.5754271790000e-03,3.0000000000000e-02,12-48h
23.8983273518,65024,6.5814832375000e-03,3.0000000000000e-02,12-48h
23.9687932075,65280,6.5634593856000e-03,3.0000000000000e-02,12-48h
24.0392590632,65536,6.5437026510000e-03,3.0000000000000e-02,12-48h
24.1097249189,65792,6.5319111709000e-03,3.0000000000000e-02,12-48h
24.1801907746,66048,6.5258457548000e-03,3.0000000000000e-02,12-48h
24.2506566303,66304,6.5225487180000e-03,3.0000000000000e-02,12-48h
24.3211224860,66560,6.5205668923000e-03,3.0000000000000e-02,12-48h
24.3915883418,66816,6.5195241293000e-03,3.0000000000000e-02,12-48h
24.4620541975,67072,6.5190061654000e-03,3.0000000000000e-02,12-48h
24.5325200532,67328,6.5187677513000e-03,3.0000000000000e-02,12-48h
24.6029859089,67584,6.5186634311000e-03,3.0000000000000e-02,12-48h
24.6734517646,67840,6.5186167728000e-03,3.0000000000000e-02,12-48h
24.7439176203,68096,6.5186152819000e-03,3.0000000000000e-02,12-48h
24.8143834761,68352,6.5186535292000e-03,3.0000000000000e-02,12-48h
24.8848493318,68608,6.5187216054000e-03,3.0000000000000e-02,12-48h
24.9553151875,68864,6.5188065933000e-03,3.0000000000000e-02,12-48h
25.0257810432,69120,6.5188981594000e-03,3.0000000000000e-02,12-48h
25.0962468989,69376,6.5189925618000e-03,3.0000000000000e-02,12-48h
25.1667127546,69632,6.5190907353000e-03,3.0000000000000e-02,12-48h
25.2371786103,69888,6.5191946802000e-03,3.0000000000000e-02,12-48h
25.3076444661,70144,6.5193053267000e-03,3.0000000000000e-02,12-48h
25.3781103218,70400,6.5194224397000e-03,3.0000000000000e-02,12-48h
25.4485761775,70656,6.5195453508000e-03,3.0000000000000e-02,12-48h
25.5190420332,70912,6.5196734328000e-03,3.0000000000000e-02,12-48h
25.5895078889,71168,6.5198061929000e-03,3.0000000000000e-02,12-48h
25.6599737446,71424,6.5199433469000e-03,3.0000000000000e-02,12-48h
25.7304396004,71680,6.5200850322000e-03,3.0000000000000e-02,12-48h
25.8009054561,71936,6.5202319018000e-03,3.0000000000000e-02,12-48h
25.8713713118,72192,6.5203848697000e-03,3.0000000000000e-02,12-48h
25.9418371675,72448,6.5205446870000e-03,3.0000000000000e-02,12-48h
26.0123030232,72704,6.5207116666000e-03,3.0000000000000e-02,12-48h
26.0827688789,72960,6.5208857870000e-03,3.0000000000000e-02,12-48h
26.1532347346,73216,6.5210670065000e-03,3.0000000000000e-02,12-48h
26.2237005904,73472,6.5212555572000e-03,3.0000000000000e-02,12-48h
26.2941664461,73728,6.5214520153000e-03,3.0000000000000e-02,12-48h
26.3646323018,73984,6.5216570748000e-03,3.0000000000000e-02,12-48h
26.4350981575,74240,6.5218713592000e-03,3.0000000000000e-02,12-48h
26.5055640132,74496,6.5220952652000e-03,3.0000000000000e-02,12-48h
26.5760298689,74752,6.5223290279000e-03,3.0000000000000e-02,12-48h
26.6464957247,75008,6.5225729851000e-03,3.0000000000000e-02,12-48h
26.7169615804,75264,6.5228277275000e-03,3.0000000000000e-02,12-48h
26.7874274361,75520,6.5230940845000e-03,3.0000000000000e-02,12-48h
26.8578932918,75776,6.5233729558000e-03,3.0000000000000e-02,12-48h
26.9283591475,76032,6.5236654162000e-03,3.0000000000000e-02,12-48h
26.9988250032,76288,6.5239732501000e-03,3.0000000000000e-02,12-48h
27.0692908590,76544,6.5242993768000e-03,3.0000000000000e-02,12-48h
27.1397567147,76800,6.5246471102000e-03,3.0000000000000e-02,12-48h
27.2102225704,77056,6.5250181940000e-03,3.0000000000000e-02,12-48h
27.2806884261,77312,6.5254117061000e-03,3.0000000000000e-02,12-48h
27.3511542818,77568,6.5258262029000e-03,3.0000000000000e-02,12-48h
27.4216201375,77824,6.5262634014000e-03,3.0000000000000e-02,12-48h
27.4920859932,78080,6.5267288907000e-03,3.0000000000000e-02,12-48h
27.5625518490,78336,6.5272293218000e-03,3.0000000000000e-02,12-48h
27.6330177047,78592,6.5277707712000e-03,3.0000000000000e-02,12-48h
27.7034835604,78848,6.5283589797000e-03,3.0000000000000e-02,12-48h
27.7739494161,79104,6.5289987143000e-03,3.0000000000000e-02,12-48h
27.8444152718,79360,6.5296971024000e-03,3.0000000000000e-02,12-48h
27.9148811275,79616,6.5304688429000e-03,3.0000000000000e-02,12-48h
27.9853469833,79872,6.5313304434000e-03,3.0000000000000e-02,12-48h
28.0558128390,80128,6.5323015676000e-03,3.0000000000000e-02,12-48h
28.1262786947,80384,6.5334080155000e-03,3.0000000000000e-02,12-48h
28.1967445504,80640,6.5347017465000e-03,3.0000000000000e-02,12-48h
28.2672104061,80896,6.5362730878000e-03,3.0000000000000e-02,12-48h
28.3376762618,81152,6.5382491670000e-03,3.0000000000000e-02,12-48h
28.4081421175,81408,6.5409586202000e-03,3.0000000000000e-02,12-48h
28.4786079733,81664,6.5455150838000e-03,3.0000000000000e-02,12-48h
28.5490738290,81920,6.5368777721000e-03,3.0000000000000e-02,12-48h
28.6195396847,82176,6.5124159495000e-03,3.0000000000000e-02,12-48h
28.6900055404,82432,6.4974763899000e-03,3.0000000000000e-02,12-48h
28.7604713961,82688,6.4897552582000e-03,3.0000000000000e-02,12-48h
28.8309372518,82944,6.4846305166000e-03,3.0000000000000e-02,12-48h
28.9014031076,83200,6.4817141929000e-03,3.0000000000000e-02,12-48h
28.9718689633,83456,6.4800546245000e-03,3.0000000000000e-02,12-48h
29.0423348190,83712,6.4791363504000e-03,3.0000000000000e-02,12-48h
29.1128006747,83968,6.4786965744000e-03,3.0000000000000e-02,12-48h
29.1832665304,84224,6.4785099210000e-03,3.0000000000000e-02,12-48h
29.2537323861,84480,6.4784434873000e-03,3.0000000000000e-02,12-48h
29.3241982418,84736,6.4784495144000e-03,3.0000000000000e-02,12-48h
29.3946640976,84992,6.4785047172000e-03,3.0000000000000e-02,12-48h
29.4651299533,85248,6.4786001231000e-03,3.0000000000000e-02,12-48h
29.5355958090,85504,6.4787263497000e-03,3.0000000000000e-02,12-48h
29.6060616647,85760,6.4788732633000e-03,3.0000000000000e-02,12-48h
29.6765275204,86016,6.4790326670000e-03,3.0000000000000e-02,12-48h
29.7469933761,86272,6.4791990936000e-03,3.0000000000000e-02,12-48h
29.8174592319,86528,6.4793697690000e-03,3.0000000000000e-02,12-48h
29.8879250876,86784,6.4795440209000e-03,3.0000000000000e-02,12-48h
29.9583909433,87040,6.4797227378000e-03,3.0000000000000e-02,12-48h
30.0288567990,87296,6.4799076579000e-03,3.0000000000000e-02,12-48h
30.0993226547,87552,6.4801004329000e-03,3.0000000000000e-02,12-48h
30.1697885104,87808,6.4803017356000e-03,3.0000000000000e-02,12-48h
30.2402543662,88064,6.4805109759000e-03,3.0000000000000e-02,12-48h
30.3107202219,88320,6.4807268845000e-03,3.0000000000000e-02,12-48h
30.3811860776,88576,6.4809486236000e-03,3.0000000000000e-02,12-48h
30.4516519333,88832,6.4811765305000e-03,3.0000000000000e-02,12-48h
30.5221177890,89088,6.4814119164000e-03,3.0000000000000e-02,12-48h
