step,time_code,dt,max_abs_dgbulk_idx,max_abs_dgbulk_i,max_abs_dgbulk_j,max_abs_dgbulk_k,max_abs_dgbulk_value,eta_before,phi_before,xB_before,Y_before,h_eta,hp_eta,mu_PbTe_raw,mu_Ag2Te_raw,gp_mu_reference_raw,drive_raw_formula_value,dgbulk_deta_raw_formula_value,energy_scale,mu_PbTe_dimless,mu_Ag2Te_dimless,gp_mu_reference_dimless,drive_dimless_formula_value,dgbulk_deta_dimless_formula_value,dgbulk_deta_kernel_used,eta_rhs_bulk,eta_rhs_double_well,eta_rhs_elastic,eta_rhs_total,dxB,deta,eta_rhs_bulk_absmax,eta_rhs_double_well_absmax,eta_rhs_elastic_absmax,eta_rhs_total_absmax,phi_rhs_chem_at_loc,phi_rhs_total_at_loc,phi_rhs_dw_at_loc,phi_rhs_elastic_at_loc,phi_chem_rhs_absmax,phi_double_well_absmax,phi_elastic_absmax,phi_rhs_total_absmax,eta_bulk_rhs_absmax_over_phi_chem_rhs_absmax,eta_Ldt_bulk_absmax_over_phi_Ldt_chem_absmax,gp_W_eta_kernel_used,gp_kappa_eta_kernel_used,gp_L_eta,S_eta_W,S_eta_grad,S_eta_total,W_phi,kappa_phi,L_phi,S_phi_W,S_phi_grad,S_phi_total,region_class,is_eta_interface,is_far_field_like,is_phi_nonzero,eta_peak_idx,eta_peak_i,eta_peak_j,eta_peak_k,eta_peak_value
43,4.3000000000e-03,1.0000000000e-04,447024,48,48,48,-1.2651821187e-253,2.4328732120e-127,5.9832246472e-01,3.3170255186e-02,-3.3723688684e+00,0.0000000000e+00,1.7756616197e-252,-1.5282178518e+05,-1.4611635339e+05,-1.5352923284e+05,3.0543487911e+03,-1.7373760151e-249,1.3779024000e+04,-1.1090900573e+01,-1.0604260025e+01,-1.1142242937e+01,2.2166655571e-01,-1.2608846716e-253,-1.2651821187e-253,-1.2651821187e-253,8.6888329001e-127,0.0000000000e+00,8.6888329001e-127,-4.2345652469e-04,-2.4328732120e-127,1.2651821187e-253,8.6888329001e-127,0.0000000000e+00,8.6888329001e-127,-1.1326582241e+00,-1.2271786350e+00,-9.4520410891e-02,0.0000000000e+00,1.2021139468e+00,1.9244997668e-01,0.0000000000e+00,1.2383471665e+00,1.0524643875e-253,1.3141254562e-250,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,2.8412390538e-131
44,4.4000000000e-03,1.0000000000e-04,450768,48,87,48,-5.0859515626e-261,2.8410959093e-131,1.2699059258e-01,3.0221886074e-02,-3.4685009305e+00,0.0000000000e+00,2.4215477897e-260,-1.5281074903e+05,-1.4645386825e+05,-1.5352923284e+05,2.9433920878e+03,-7.0079895753e-257,1.3779024000e+04,-1.1090099635e+01,-1.0628754856e+01,-1.1142242937e+01,2.1361397497e-01,-5.0859840112e-261,-5.0859515626e-261,-5.0859515626e-261,1.0146771105e-130,0.0000000000e+00,1.0146771105e-130,8.6724502167e-05,-2.8410959093e-131,5.0859515626e-261,1.0147282335e-130,0.0000000000e+00,1.0147282335e-130,-2.3198872973e-01,-6.6575496851e-02,1.6541323288e-01,0.0000000000e+00,1.1989750039e+00,1.9245001866e-01,0.0000000000e+00,1.2339325809e+00,4.2419162586e-261,5.2965308896e-258,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,2.2588576030e-134
45,4.5000000000e-03,1.0000000000e-04,447024,48,48,48,-1.0871523046e-267,2.2588576030e-134,5.9707183136e-01,3.2330786170e-02,-3.3988703992e+00,0.0000000000e+00,1.5307313012e-266,-1.5281868989e+05,-1.4620777678e+05,-1.5352923284e+05,3.0243625408e+03,-1.4930654365e-263,1.3779024000e+04,-1.1090675935e+01,-1.0610894994e+01,-1.1142242937e+01,2.1949033116e-01,-1.0835785151e-267,-1.0871523046e-267,-1.0871523046e-267,8.0673485821e-134,0.0000000000e+00,8.0673485821e-134,-4.0057426867e-04,-2.2588576030e-134,1.0871523046e-267,8.0673485821e-134,0.0000000000e+00,8.0673485821e-134,-1.1234423083e+00,-1.2168553313e+00,-9.3413023014e-02,0.0000000000e+00,1.1957957575e+00,1.9245005710e-01,0.0000000000e+00,1.2294796355e+00,9.0914547715e-268,1.1351749562e-264,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,2.6372681499e-138
46,4.6000000000e-03,1.0000000000e-04,450768,48,87,48,-4.3914688794e-275,2.6371051049e-138,1.2702484944e-01,3.0383656479e-02,-3.4629956231e+00,0.0000000000e+00,2.0862970003e-274,-1.5281136652e+05,-1.4643410838e+05,-1.5352923284e+05,2.9499066745e+03,-6.0510551922e-271,1.3779024000e+04,-1.1090144448e+01,-1.0627320802e+01,-1.1142242937e+01,2.1408676511e-01,-4.3914976795e-275,-4.3914688794e-275,-4.3914688794e-275,9.4182325176e-138,0.0000000000e+00,9.4182325176e-138,6.4210928108e-05,-2.6371051049e-138,4.3914688794e-275,9.4188148212e-138,0.0000000000e+00,9.4188148212e-138,-2.3262470781e-01,-6.7188540687e-02,1.6543616713e-01,0.0000000000e+00,1.1926103808e+00,1.9245008068e-01,0.0000000000e+00,1.2250504694e+00,3.6822326469e-275,4.5977001355e-272,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,2.0973881889e-141
47,4.7000000000e-03,1.0000000000e-04,447024,48,48,48,-9.3429466730e-282,2.0973881889e-141,5.9585547299e-01,3.1550993997e-02,-3.4240907350e+00,0.0000000000e+00,1.3197111645e-280,-1.5281578115e+05,-1.4629594088e+05,-1.5352923284e+05,2.9953957845e+03,-1.2832658124e-277,1.3779024000e+04,-1.1090464837e+01,-1.0617293423e+01,-1.1142242937e+01,2.1738809545e-01,-9.3131836655e-282,-9.3429466730e-282,-9.3429466730e-282,7.4906721033e-141,0.0000000000e+00,7.4906721033e-141,-3.5375303176e-04,-2.0973881889e-141,9.3429466730e-282,7.4906721033e-141,0.0000000000e+00,7.4906721033e-141,-1.1145036791e+00,-1.2068361675e+00,-9.2332488468e-02,0.0000000000e+00,1.1894302849e+00,1.9245008963e-01,0.0000000000e+00,1.2207215112e+00,7.8549762790e-282,9.8078608728e-279,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,2.4483355922e-145
48,4.8000000000e-03,1.0000000000e-04,450768,48,87,48,-3.7908089831e-289,2.4481746547e-145,1.2706003125e-01,3.0502308361e-02,-3.4589757290e+00,0.0000000000e+00,1.7980677420e-288,-1.5281181854e+05,-1.4641971232e+05,-1.5352923284e+05,2.9546514849e+03,-5.2233999529e-285,1.3779024000e+04,-1.1090177253e+01,-1.0626276021e+01,-1.1142242937e+01,2.1443111536e-01,-3.7908344981e-289,-3.7908089831e-289,-3.7908089831e-289,8.7434809097e-145,0.0000000000e+00,8.7434809097e-145,4.5795842019e-05,-2.4481746547e-145,3.7908089831e-289,8.7440556865e-145,0.0000000000e+00,8.7440556865e-145,-2.3312042148e-01,-6.7660711802e-02,1.6545970968e-01,0.0000000000e+00,1.1862838629e+00,1.9245008414e-01,0.0000000000e+00,1.2165235488e+00,3.1955327908e-289,3.9899981761e-286,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,1.9476225489e-148
49,4.9000000000e-03,1.0000000000e-04,447024,48,48,48,-8.0359143362e-296,1.9476225489e-148,5.9467115944e-01,3.0871535889e-02,-3.4465625863e+00,0.0000000000e+00,1.1379700779e-294,-1.5281322037e+05,-1.4637543142e+05,-1.5352923284e+05,2.9692386056e+03,-1.1038491664e-291,1.3779024000e+04,-1.1090278990e+01,-1.0623062375e+01,-1.1142242937e+01,2.1548976223e-01,-8.0110838506e-296,-8.0359143362e-296,-8.0359143362e-296,6.9557948175e-148,0.0000000000e+00,6.9557948175e-148,-2.9632504917e-04,-1.9476225489e-148,8.0359143362e-296,6.9557948175e-148,0.0000000000e+00,6.9557948175e-148,-1.1065381492e+00,-1.1978152989e+00,-9.1277149737e-02,0.0000000000e+00,1.1831779833e+00,1.9245006444e-01,0.0000000000e+00,1.2125029555e+00,6.7918051633e-296,8.4803668084e-293,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,2.2732552935e-152
50,5.0000000000e-03,1.0000000000e-04,451056,48,90,48,-3.2728863727e-303,2.2646234736e-152,1.0665631795e-01,3.0677113438e-02,-3.4530808867e+00,0.0000000000e+00,1.5385558431e-302,-1.5281248312e+05,-1.4639865119e+05,-1.5352923284e+05,2.9615909027e+03,-4.5097563853e-299,1.3779024000e+04,-1.1090225484e+01,-1.0624747528e+01,-1.1142242937e+01,2.1493473723e-01,-3.2729142393e-303,-3.2728863727e-303,-3.2728863727e-303,8.0879409771e-152,0.0000000000e+00,8.0879409771e-152,8.6678647692e-05,-2.2646234736e-152,3.2728863727e-303,8.1187689054e-152,0.0000000000e+00,8.1187689054e-152,-1.7244619817e-01,-2.2533877513e-02,1.4991232066e-01,0.0000000000e+00,1.1801543350e+00,1.9245007826e-01,0.0000000000e+00,1.2086865866e+00,2.7732697968e-303,3.4627532106e-300,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,1.8087087800e-155
51,5.1000000000e-03,1.0000000000e-04,447024,48,48,48,-6.9200676912e-310,1.8087087800e-155,5.9351720043e-01,3.0308596249e-02,-3.4655465036e+00,0.0000000000e+00,9.8142823526e-309,-1.5281108018e+05,-1.4644325776e+05,-1.5352923284e+05,2.9468905120e+03,-9.5065810756e-306,1.3779024000e+04,-1.1090123668e+01,-1.0627984809e+01,-1.1142242937e+01,2.1386786988e-01,-6.8993138234e-310,-6.9200676912e-310,-6.9200676912e-310,6.4596742143e-155,0.0000000000e+00,6.4596742143e-155,-2.3735765230e-04,-1.8087087800e-155,6.9200676912e-310,6.4596742143e-155,0.0000000000e+00,6.4596742143e-155,-1.0999377852e+00,-1.1901835793e+00,-9.0245794154e-02,0.0000000000e+00,1.1772271940e+00,1.9245008916e-01,0.0000000000e+00,1.2051004817e+00,5.8782771300e-310,7.3397197159e-307,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,2.1109418468e-159
52,5.2000000000e-03,1.0000000000e-04,59952,6,48,48,-2.8281256293e-317,2.1029357162e-159,1.0671877686e-01,3.0835861940e-02,-3.4477556253e+00,0.0000000000e+00,1.3267011390e-316,-1.5281308525e+05,-1.4637967589e+05,-1.5352923284e+05,2.9678408726e+03,-3.8969155587e-313,1.3779024000e+04,-1.1090269184e+01,-1.0623370413e+01,-1.1142242937e+01,2.1538832305e-01,-2.8281508266e-317,-2.8281256293e-317,-2.8281256293e-317,7.5104847006e-159,0.0000000000e+00,7.5104847006e-159,5.7083619314e-05,-2.1029357162e-159,2.8281256293e-317,7.5390780244e-159,0.0000000000e+00,7.5390780244e-159,-1.7299953635e-01,-2.3033729868e-02,1.4996580649e-01,0.0000000000e+00,1.1743958845e+00,1.9245008684e-01,0.0000000000e+00,1.2017579442e+00,2.4081535261e-317,3.0068633825e-314,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,1.6798384827e-162
53,5.3000000000e-03,1.0000000000e-04,447024,48,48,48,-9.8813129168e-324,1.6798384827e-162,5.9239227038e-01,2.9862085253e-02,-3.4808486175e+00,0.0000000000e+00,1.4821969375e-322,-1.5280937066e+05,-1.4649837190e+05,-1.5352923284e+05,2.9287117470e+03,-1.4469700570e-319,1.3779024000e+04,-1.1089999601e+01,-1.0631984667e+01,-1.1142242937e+01,2.1254856273e-01,-9.8813129168e-324,-9.8813129168e-324,-9.8813129168e-324,5.9994231526e-162,0.0000000000e+00,5.9994231526e-162,-1.8244677451e-04,-1.6798384827e-162,9.8813129168e-324,5.9994231526e-162,0.0000000000e+00,5.9994231526e-162,-1.0948492910e+00,-1.1840867971e+00,-8.9237506138e-02,0.0000000000e+00,1.1716760798e+00,1.9245007112e-01,0.0000000000e+00,1.1986712292e+00,9.8813129168e-324,1.7598618305e-320,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,1.9604091865e-166
54,5.4000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0109249105e-02,2.8374774220e-02,-3.5334696412e+00,0.0000000000e+00,0.0000000000e+00,-1.5280360000e+05,-1.4669084059e+05,-1.5352923284e+05,2.8650986372e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089580801e+01,-1.0645952906e+01,-1.1142242937e+01,2.0793189977e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.0845843604e-04,0.0000000000e+00,0.0000000000e+00,7.0014613803e-166,0.0000000000e+00,7.0014613803e-166,-1.8384917549e-03,1.7770957486e-02,1.9609449241e-02,0.0000000000e+00,1.1690806533e+00,1.9245007500e-01,0.0000000000e+00,1.1958455153e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,1.5602614024e-169
55,5.5000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0135653169e-02,2.8266315784e-02,-3.5374109387e+00,0.0000000000e+00,0.0000000000e+00,-1.5280317460e+05,-1.4670543630e+05,-1.5352923284e+05,2.8602666530e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089549927e+01,-1.0647012176e+01,-1.1142242937e+01,2.0758122295e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.0548155211e-04,0.0000000000e+00,0.0000000000e+00,5.5723621514e-169,0.0000000000e+00,5.5723621514e-169,-1.8448107479e-03,1.7814271801e-02,1.9659082548e-02,0.0000000000e+00,1.1666195264e+00,1.9245008816e-01,0.0000000000e+00,1.1932797714e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,1.8207607865e-173
56,5.6000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0161846910e-02,2.8160834232e-02,-3.5412581679e+00,0.0000000000e+00,0.0000000000e+00,-1.5280276027e+05,-1.4671970742e+05,-1.5352923284e+05,2.8555410747e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089519858e+01,-1.0648047889e+01,-1.1142242937e+01,2.0723826845e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.0112942699e-04,0.0000000000e+00,0.0000000000e+00,6.5027170947e-173,0.0000000000e+00,6.5027170947e-173,-1.8511164297e-03,1.7857195971e-02,1.9708312401e-02,0.0000000000e+00,1.1642996840e+00,1.9245008847e-01,0.0000000000e+00,1.1909702714e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,1.4492864150e-176
57,5.7000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0187836115e-02,2.8059704805e-02,-3.5449598234e+00,0.0000000000e+00,0.0000000000e+00,-1.5280236248e+05,-1.4673346063e+05,-1.5352923284e+05,2.8509860106e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089490989e+01,-1.0649046016e+01,-1.1142242937e+01,2.0690768886e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-9.5349644354e-05,0.0000000000e+00,0.0000000000e+00,5.1760229108e-176,0.0000000000e+00,5.1760229108e-176,-1.8574544736e-03,1.7899695393e-02,1.9757149866e-02,0.0000000000e+00,1.1621253241e+00,1.9245007608e-01,0.0000000000e+00,1.1889112197e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,1.6911784809e-180
58,5.8000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0213626322e-02,2.7964355161e-02,-3.5484618062e+00,0.0000000000e+00,0.0000000000e+00,-1.5280198693e+05,-1.4674649187e+05,-1.5352923284e+05,2.8466691854e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089463733e+01,-1.0649991746e+01,-1.1142242937e+01,2.0659439924e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-8.8101461581e-05,0.0000000000e+00,0.0000000000e+00,6.0399231459e-180,0.0000000000e+00,6.0399231459e-180,-1.8638737203e-03,1.7941731814e-02,1.9805605534e-02,0.0000000000e+00,1.1600996884e+00,1.9245006905e-01,0.0000000000e+00,1.1870885124e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,1.3462775536e-183
59,5.9000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0239222831e-02,2.7876253699e-02,-3.5517079028e+00,0.0000000000e+00,0.0000000000e+00,-1.5280163950e+05,-1.4675858815e+05,-1.5352923284e+05,2.8426613188e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089438519e+01,-1.0650869623e+01,-1.1142242937e+01,2.0630353201e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-7.9356533320e-05,0.0000000000e+00,0.0000000000e+00,4.8081341200e-183,0.0000000000e+00,4.8081341200e-183,-1.8704258148e-03,1.7983263731e-02,1.9853689546e-02,0.0000000000e+00,1.1582289460e+00,1.9245008568e-01,0.0000000000e+00,1.1854864999e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,1.5709129700e-187
60,6.0000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0264630728e-02,2.7796897166e-02,-3.5546403344e+00,0.0000000000e+00,0.0000000000e+00,-1.5280132620e+05,-1.4676952979e+05,-1.5352923284e+05,2.8390353895e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089415781e+01,-1.0651663702e+01,-1.1142242937e+01,2.0604038352e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-6.9100036964e-05,0.0000000000e+00,0.0000000000e+00,5.6104034643e-187,0.0000000000e+00,5.6104034643e-187,-1.8771647554e-03,1.8024246871e-02,1.9901411627e-02,0.0000000000e+00,1.1565036967e+00,1.9245008966e-01,0.0000000000e+00,1.1840906580e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,1.2506492298e-190
61,6.1000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0289854894e-02,2.7727797129e-02,-3.5572003929e+00,0.0000000000e+00,0.0000000000e+00,-1.5280105312e+05,-1.4677909300e+05,-1.5352923284e+05,2.8358657647e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089395963e+01,-1.0652357744e+01,-1.1142242937e+01,2.0581035091e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-5.7332335708e-05,0.0000000000e+00,0.0000000000e+00,4.4666043920e-190,0.0000000000e+00,4.4666043920e-190,-1.8841463376e-03,1.8064634773e-02,1.9948781111e-02,0.0000000000e+00,1.1549201316e+00,1.9245008173e-01,0.0000000000e+00,1.1828905246e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,1.4592760995e-194
62,6.2000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0314900020e-02,2.7670464793e-02,-3.5593291836e+00,0.0000000000e+00,0.0000000000e+00,-1.5280082635e+05,-1.4678705299e+05,-1.5352923284e+05,2.8332271674e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089379506e+01,-1.0652935432e+01,-1.1142242937e+01,2.0561885714e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-4.4071286676e-05,0.0000000000e+00,0.0000000000e+00,5.2117003552e-194,0.0000000000e+00,5.2117003552e-194,-1.8914274732e-03,1.8104379497e-02,1.9995806970e-02,0.0000000000e+00,1.1534733596e+00,1.9245006073e-01,0.0000000000e+00,1.1818540593e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,1.1618616335e-197
63,6.3000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0339770619e-02,2.7626393506e-02,-3.5609684972e+00,0.0000000000e+00,0.0000000000e+00,-1.5280065192e+05,-1.4679318753e+05,-1.5352923284e+05,2.8311934593e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089366846e+01,-1.0653380641e+01,-1.1142242937e+01,2.0547126265e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.9355259821e-05,0.0000000000e+00,0.0000000000e+00,4.1495058340e-197,0.0000000000e+00,4.1495058340e-197,-1.8990653633e-03,1.8143432471e-02,2.0042497834e-02,0.0000000000e+00,1.1521744521e+00,1.9245008077e-01,0.0000000000e+00,1.1809619698e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,1.3556344740e-201
64,6.4000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0364471037e-02,2.7597038247e-02,-3.5620618312e+00,0.0000000000e+00,0.0000000000e+00,-1.5280053568e+05,-1.4679728127e+05,-1.5352923284e+05,2.8298362115e+03,-0.0000000000e+00,1.3779024000e+04,-1.1089358410e+01,-1.0653677740e+01,-1.1142242937e+01,2.0537276163e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.3246877637e-05,0.0000000000e+00,0.0000000000e+00,4.8415516930e-201,0.0000000000e+00,4.8415516930e-201,-1.9071165047e-03,1.8181745510e-02,2.0088862014e-02,0.0000000000e+00,1.1510019445e+00,1.9245008948e-01,0.0000000000e+00,1.1802073946e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,1.0794166053e-204
