step,time_code,dt,max_abs_dgbulk_idx,max_abs_dgbulk_i,max_abs_dgbulk_j,max_abs_dgbulk_k,max_abs_dgbulk_value,eta_before,phi_before,xB_before,Y_before,h_eta,hp_eta,mu_PbTe_raw,mu_Ag2Te_raw,gp_mu_reference_raw,drive_raw_formula_value,dgbulk_deta_raw_formula_value,energy_scale,mu_PbTe_dimless,mu_Ag2Te_dimless,gp_mu_reference_dimless,drive_dimless_formula_value,dgbulk_deta_dimless_formula_value,dgbulk_deta_kernel_used,eta_rhs_bulk,eta_rhs_double_well,eta_rhs_elastic,eta_rhs_total,dxB,deta,eta_rhs_bulk_absmax,eta_rhs_double_well_absmax,eta_rhs_elastic_absmax,eta_rhs_total_absmax,phi_rhs_chem_at_loc,phi_rhs_total_at_loc,phi_rhs_dw_at_loc,phi_rhs_elastic_at_loc,phi_chem_rhs_absmax,phi_double_well_absmax,phi_elastic_absmax,phi_rhs_total_absmax,eta_bulk_rhs_absmax_over_phi_chem_rhs_absmax,eta_Ldt_bulk_absmax_over_phi_Ldt_chem_absmax,gp_W_eta_kernel_used,gp_kappa_eta_kernel_used,gp_L_eta,S_eta_W,S_eta_grad,S_eta_total,W_phi,kappa_phi,L_phi,S_phi_W,S_phi_grad,S_phi_total,region_class,is_eta_interface,is_far_field_like,is_phi_nonzero,eta_peak_idx,eta_peak_i,eta_peak_j,eta_peak_k,eta_peak_value
87,8.7000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0893646912e-02,3.1029806801e-02,-3.4412855988e+00,0.0000000000e+00,0.0000000000e+00,-1.5281381906e+05,-1.4635668672e+05,-1.5352923284e+05,2.9754100999e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090322440e+01,-1.0621701996e+01,-1.1142242937e+01,2.1593765276e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2494087887e-04,0.0000000000e+00,0.0000000000e+00,1.7181243964e-281,0.0000000000e+00,1.7181243964e-281,-2.2159492620e-03,1.8864486367e-02,2.1080435629e-02,0.0000000000e+00,1.1529213794e+00,1.9245008757e-01,0.0000000000e+00,1.1813250188e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,5.6120131742e-286
88,8.8000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0915237618e-02,3.1154747680e-02,-3.4371382537e+00,0.0000000000e+00,0.0000000000e+00,-1.5281429074e+05,-1.4634198827e+05,-1.5352923284e+05,2.9802479723e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090356671e+01,-1.0620635269e+01,-1.1142242937e+01,2.1628875690e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0037211053e-04,0.0000000000e+00,0.0000000000e+00,2.0042904194e-285,0.0000000000e+00,2.0042904194e-285,-2.2283746532e-03,1.8892447981e-02,2.1120822634e-02,0.0000000000e+00,1.1542604263e+00,1.9245007396e-01,0.0000000000e+00,1.1825458481e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,4.4703388247e-289
89,8.9000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0936727749e-02,3.1255119790e-02,-3.4338180997e+00,0.0000000000e+00,0.0000000000e+00,-1.5281466906e+05,-1.4633024280e+05,-1.5352923284e+05,2.9841129783e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090384127e+01,-1.0619782852e+01,-1.1142242937e+01,2.1656925616e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.5594038954e-05,0.0000000000e+00,0.0000000000e+00,1.5965495803e-288,0.0000000000e+00,1.5965495803e-288,-2.2400528500e-03,1.8920963222e-02,2.1161016072e-02,0.0000000000e+00,1.1556614622e+00,1.9245007047e-01,0.0000000000e+00,1.1838975191e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,5.2148713836e-293
90,9.0000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0958118873e-02,3.1330713829e-02,-3.4313243708e+00,0.0000000000e+00,0.0000000000e+00,-1.5281495363e+05,-1.4632143344e+05,-1.5352923284e+05,2.9870112795e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090404780e+01,-1.0619143521e+01,-1.1142242937e+01,2.1677959770e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.1276994249e-05,0.0000000000e+00,0.0000000000e+00,1.8624540656e-292,0.0000000000e+00,1.8624540656e-292,-2.2509797102e-03,1.8950039240e-02,2.1201018950e-02,0.0000000000e+00,1.1571086590e+00,1.9245008593e-01,0.0000000000e+00,1.1853703835e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,4.1540479292e-296
91,9.1000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.0979412506e-02,3.1381990823e-02,-3.4296361351e+00,0.0000000000e+00,0.0000000000e+00,-1.5281514649e+05,-1.4631547568e+05,-1.5352923284e+05,2.9889711344e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090418777e+01,-1.0618711143e+01,-1.1142242937e+01,2.1692183237e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.8005256188e-05,0.0000000000e+00,0.0000000000e+00,1.4835885461e-295,0.0000000000e+00,1.4835885461e-295,-2.2611685578e-03,1.8979665622e-02,2.1240834180e-02,0.0000000000e+00,1.1585848635e+00,1.9245008956e-01,0.0000000000e+00,1.1869512479e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,4.8458738508e-300
92,9.2000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.1000610121e-02,3.1409996080e-02,-3.4287152210e+00,0.0000000000e+00,0.0000000000e+00,-1.5281525177e+05,-1.4631222788e+05,-1.5352923284e+05,2.9900394391e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090426417e+01,-1.0618475436e+01,-1.1142242937e+01,2.1699936361e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.2551479471e-06,0.0000000000e+00,0.0000000000e+00,1.7306692324e-299,0.0000000000e+00,1.7306692324e-299,-2.2706478100e-03,1.9009816779e-02,2.1280464589e-02,0.0000000000e+00,1.1600776500e+00,1.9245008122e-01,0.0000000000e+00,1.1886249572e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,3.8601613066e-303
93,9.3000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.1021713151e-02,3.1416251228e-02,-3.4285096377e+00,0.0000000000e+00,0.0000000000e+00,-1.5281527527e+05,-1.4631150304e+05,-1.5352923284e+05,2.9902778510e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090428123e+01,-1.0618422832e+01,-1.1142242937e+01,2.1701666613e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.3616139516e-05,0.0000000000e+00,0.0000000000e+00,1.3786290381e-302,0.0000000000e+00,1.3786290381e-302,-2.2794581978e-03,1.9040454730e-02,2.1319912927e-02,0.0000000000e+00,1.1615699095e+00,1.9245006094e-01,0.0000000000e+00,1.1903862204e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,450480,48,84,48,4.5030190512e-307
94,9.4000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.1042722997e-02,3.1402635088e-02,-3.4289572001e+00,0.0000000000e+00,0.0000000000e+00,-1.5281522410e+05,-1.4631308113e+05,-1.5352923284e+05,2.9897587848e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090424409e+01,-1.0618537360e+01,-1.1142242937e+01,2.1697899538e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.1371718395e-05,0.0000000000e+00,0.0000000000e+00,1.6082210897e-306,0.0000000000e+00,1.6082210897e-306,-2.2876498047e-03,1.9071532077e-02,2.1359181882e-02,0.0000000000e+00,1.1630367280e+00,1.9245008011e-01,0.0000000000e+00,1.1922046153e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,3.5870874522e-310
95,9.5000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.1063641026e-02,3.1371263370e-02,-3.4299891032e+00,0.0000000000e+00,0.0000000000e+00,-1.5281510616e+05,-1.4631672089e+05,-1.5352923284e+05,2.9885615294e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090415849e+01,-1.0618801513e+01,-1.1142242937e+01,2.1689210567e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-4.6887887532e-05,0.0000000000e+00,0.0000000000e+00,1.2811026615e-309,0.0000000000e+00,1.2811026615e-309,-2.2952791224e-03,1.9102994955e-02,2.1398274078e-02,0.0000000000e+00,1.1644595038e+00,1.9245008934e-01,0.0000000000e+00,1.1940509267e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,443568,48,12,48,4.1844490353e-314
96,9.6000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.1084468580e-02,3.1324375482e-02,-3.4315332392e+00,0.0000000000e+00,0.0000000000e+00,-1.5281492978e+05,-1.4632217087e+05,-1.5352923284e+05,2.9867686787e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090403049e+01,-1.0619197040e+01,-1.1142242937e+01,2.1676199118e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-6.0140982682e-05,0.0000000000e+00,0.0000000000e+00,1.4944460841e-313,0.0000000000e+00,1.4944460841e-313,-2.3024062845e-03,1.9134785806e-02,2.1437192091e-02,0.0000000000e+00,1.1658203773e+00,1.9245008667e-01,0.0000000000e+00,1.1959034147e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,3.3333487596e-317
97,9.7000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.1105206976e-02,3.1264234499e-02,-3.4335171104e+00,0.0000000000e+00,0.0000000000e+00,-1.5281470339e+05,-1.4632917895e+05,-1.5352923284e+05,2.9844630111e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090386619e+01,-1.0619705645e+01,-1.1142242937e+01,2.1659465947e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-7.1190557363e-05,-0.0000000000e+00,0.0000000000e+00,1.1904817069e-316,0.0000000000e+00,1.1904817069e-316,-2.3090925951e-03,1.9166845851e-02,2.1475938446e-02,0.0000000000e+00,1.1671026123e+00,1.9245007201e-01,0.0000000000e+00,1.1977438747e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,87600,9,48,48,3.8882966328e-321
98,9.8000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,-0.0000000000e+00,1.1125857506e-02,3.1193043942e-02,-3.4358702529e+00,-0.0000000000e+00,0.0000000000e+00,-1.5281443514e+05,-1.4633750031e+05,-1.5352923284e+05,2.9817248930e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090367151e+01,-1.0620309559e+01,-1.1142242937e+01,2.1639594307e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-8.0161039785e-05,0.0000000000e+00,0.0000000000e+00,1.3888185305e-320,0.0000000000e+00,1.3888185305e-320,-2.3153984265e-03,1.9199117198e-02,2.1514515624e-02,0.0000000000e+00,1.1682965828e+00,1.9245007186e-01,0.0000000000e+00,1.1995318662e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,447024,48,48,48,4.9406564584e-324
99,9.9000000000e-03,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,-0.0000000000e+00,1.1146421442e-02,3.1112882902e-02,-3.4385261362e+00,-0.0000000000e+00,0.0000000000e+00,-1.5281413278e+05,-1.4634690372e+05,-1.5352923284e+05,2.9786302357e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090345207e+01,-1.0620992003e+01,-1.1142242937e+01,2.1617135116e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-8.7223593578e-05,0.0000000000e+00,0.0000000000e+00,1.9762625834e-323,0.0000000000e+00,1.9762625834e-323,-2.3213815189e-03,1.9231544545e-02,2.1552926064e-02,0.0000000000e+00,1.1694307278e+00,1.9245008666e-01,0.0000000000e+00,1.2012386134e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,0,0,0,0,0.0000000000e+00
100,1.0000000000e-02,1.0000000000e-04,0,0,0,0,-0.0000000000e+00,0.0000000000e+00,1.1166900033e-02,3.1025659309e-02,-3.4414235496e+00,0.0000000000e+00,0.0000000000e+00,-1.5281380339e+05,-1.4635717614e+05,-1.5352923284e+05,2.9752489913e+03,-0.0000000000e+00,1.3779024000e+04,-1.1090321302e+01,-1.0621737515e+01,-1.1142242937e+01,2.1592596045e-01,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-9.2579414403e-05,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.3270956866e-03,1.9264076476e-02,2.1591172162e-02,0.0000000000e+00,1.1704454601e+00,1.9245008960e-01,0.0000000000e+00,1.2028718193e+00,0.0000000000e+00,0.0000000000e+00,1.7857142857e+00,2.2321428571e-01,2.9914688420e+03,5.3419086463e-01,1.9770946907e+02,1.9824365994e+02,1.0000000000e+00,4.5000000000e+00,2.3958248488e+00,2.3958248488e-04,3.1921888688e+00,3.1924284512e+00,far_field,0,1,1,0,0,0,0,0.0000000000e+00
