step,registered_age_h,age_h,radius_bin_left_nm,radius_bin_right_nm,radius_bin_center_nm,count,number_fraction,n_of_R_nm^-4,M6_bin_contribution_nm^3
145320,46,46.00038340853333,28.0,30.0,29.0,0,0.0,0.0,0.0
148953,47,47.00039299374667,0.0,2.0,1.0,0,0.0,0.0,0.0
148953,47,47.00039299374667,2.0,4.0,3.0,0,0.0,0.0,0.0
148953,47,47.00039299374667,4.0,6.0,5.0,0,0.0,0.0,0.0
148953,47,47.00039299374667,6.0,8.0,7.0,1,0.1111111111111111,3.3586494897271006e-08,0.006903826830853355
148953,47,47.00039299374667,8.0,10.0,9.0,0,0.0,0.0,0.0
148953,47,47.00039299374667,10.0,12.0,11.0,0,0.0,0.0,0.0
148953,47,47.00039299374667,12.0,14.0,13.0,1,0.1111111111111111,3.3586494897271006e-08,0.2185940003719928
148953,47,47.00039299374667,14.0,16.0,15.0,0,0.0,0.0,0.0
148953,47,47.00039299374667,16.0,18.0,17.0,0,0.0,0.0,0.0
148953,47,47.00039299374667,18.0,20.0,19.0,1,0.1111111111111111,3.3586494897271006e-08,2.6416687740880533
148953,47,47.00039299374667,20.0,22.0,21.0,2,0.2222222222222222,6.717298979454201e-08,11.449678902228799
148953,47,47.00039299374667,22.0,24.0,23.0,2,0.2222222222222222,6.717298979454201e-08,20.61389432478109
148953,47,47.00039299374667,24.0,26.0,25.0,0,0.0,0.0,0.0
148953,47,47.00039299374667,26.0,28.0,27.0,2,0.2222222222222222,6.717298979454201e-08,45.10738265886726
148953,47,47.00039299374667,28.0,30.0,29.0,0,0.0,0.0,0.0
152600,48,48.00425618044444,0.0,2.0,1.0,0,0.0,0.0,0.0
152600,48,48.00425618044444,2.0,4.0,3.0,0,0.0,0.0,0.0
152600,48,48.00425618044444,4.0,6.0,5.0,0,0.0,0.0,0.0
152600,48,48.00425618044444,6.0,8.0,7.0,0,0.0,0.0,0.0
152600,48,48.00425618044444,8.0,10.0,9.0,0,0.0,0.0,0.0
152600,48,48.00425618044444,10.0,12.0,11.0,1,0.125,3.3586494897271006e-08,0.08034023379038345
152600,48,48.00425618044444,12.0,14.0,13.0,0,0.0,0.0,0.0
152600,48,48.00425618044444,14.0,16.0,15.0,0,0.0,0.0,0.0
152600,48,48.00425618044444,16.0,18.0,17.0,0,0.0,0.0,0.0
152600,48,48.00425618044444,18.0,20.0,19.0,1,0.125,3.3586494897271006e-08,2.506172860295486
152600,48,48.00425618044444,20.0,22.0,21.0,2,0.25,6.717298979454201e-08,11.567028191800361
152600,48,48.00425618044444,22.0,24.0,23.0,2,0.25,6.717298979454201e-08,21.175955463418262
152600,48,48.00425618044444,24.0,26.0,25.0,0,0.0,0.0,0.0
152600,48,48.00425618044444,26.0,28.0,27.0,2,0.25,6.717298979454201e-08,47.48152645822761
152600,48,48.00425618044444,28.0,30.0,29.0,0,0.0,0.0,0.0
