N_6h_m-3,R_6h_eq_median_nm,R_6h_eq_q05_nm,R_6h_eq_q25_nm,R_6h_eq_q75_nm,R_6h_eq_q95_nm,closest_radius_nm,equivalent_mode,matrix_xAg,minimum_absolute_mismatch_W_mK,multiple_root_probability,no_root_probability,reachable_kappa_max_W_mK,reachable_kappa_min_W_mK,root_count,root_sample_count,roots_nm,sample_count,summary_kind,target_identity,target_kappa_W_mK
7.6e+23,,,,,,2.4000000000000004,E2,0.0058,0.00020812520318980177,,,2.404865981616773,0.0021730249972478632,1,,2.40156595,,,T3_TB_SIZE_ENVELOPE_MAX,2.3299325607374404
7.6e+23,,,,,,2.2800000000000002,E2,0.0062,0.0004900021828868617,,,2.3892154846089677,0.0021729686914235013,1,,2.28430756,,,T3_TB_SIZE_ENVELOPE_MAX,2.3299325607374404
7.6e+23,,,,,,2.14,E2,0.0066,0.0005001709886935934,,,2.3739098533588576,0.0021729123899393915,1,,2.14537738,,,T3_TB_SIZE_ENVELOPE_MAX,2.3299325607374404
1.68e+24,,,,,,1.7199999999999993,E1,0.0069,1.2101098449068814e-05,,,2.3626489561500494,0.0009839911077798669,1,,1.72012693,,,T3_TB_SIZE_ENVELOPE_MAX,2.3299325607374404
1.68e+24,,,,,,2.02,E2,0.0058,0.00033695818643142417,,,2.404865980604876,0.0009840228793706002,1,,2.02199032,,,T3_TB_SIZE_ENVELOPE_MAX,2.3299325607374404
1.68e+24,,,,,,1.929999999999999,E2,0.0062,4.9048225224890274e-05,,,2.3892154836195583,0.000984011325711727,1,,1.93033919,,,T3_TB_SIZE_ENVELOPE_MAX,2.3299325607374404
1.68e+24,,,,,,1.8199999999999992,E2,0.0066,0.00010560091830136287,,,2.3739098523910656,0.0009839997724564622,1,,1.82089877,,,T3_TB_SIZE_ENVELOPE_MAX,2.3299325607374404
2.6e+24,,,,,,1.5799999999999992,E1,0.0069,0.00016090743893881765,,,2.3626489551979275,0.0006360077503270821,1,,1.58150845,,,T3_TB_SIZE_ENVELOPE_MAX,2.3299325607374404
2.6e+24,,,,,,1.8499999999999992,E2,0.0058,0.00025400117535490097,,,2.4048659795929788,0.0006360210259298324,1,,1.84868053,,,T3_TB_SIZE_ENVELOPE_MAX,2.3299325607374404
2.6e+24,,,,,,1.7699999999999991,E2,0.0062,0.00033445979341406584,,,2.389215482630149,0.0006360161983425257,1,,1.76795836,,,T3_TB_SIZE_ENVELOPE_MAX,2.3299325607374404
2.6e+24,,,,,,1.6699999999999993,E2,0.0066,0.00014819681850797295,,,2.373909851423273,0.0006360113708642458,1,,1.671121,,,T3_TB_SIZE_ENVELOPE_MAX,2.3299325607374404
,4.215965779999999,1.6784707135,2.114524615,5.6796528775,8.225083398999994,,,,,0.0,0.0,,,,144,,144,aggregate_deterministic_grid,,
