replicate,step,age_h,temperature_K,matrix_xAg_6h_fixed,matrix_xAg_pf,kappa_L_no_dis_fixed_6h_matrix_W_mK,kappa_L_no_dis_pf_time_varying_matrix_W_mK,delta_kappa_PSD_W_mK,delta_kappa_PSD_plus_matrix_W_mK,delta_kappa_matrix_given_PSD_W_mK
A,43596,18.00011501460596,350,0.006203008315588036,0.0066675039481570433,2.0038065254561821,1.9902873954191416,-0.0030415339110194672,-0.016560663948059995,-0.013519130037040528
A,43596,18.00011501460596,400,0.006203008315588036,0.0066675039481570433,1.7855584776365379,1.7747368661822867,-0.002535872300423847,-0.013357483754675048,-0.010821611454251201
A,43596,18.00011501460596,450,0.006203008315588036,0.0066675039481570433,1.6101886434571833,1.6013303952885212,-0.0021408363602803959,-0.010999084528942493,-0.0088582481686620973
A,43596,18.00011501460596,500,0.006203008315588036,0.0066675039481570433,1.4662037343981253,1.4588188872996855,-0.001828420946384357,-0.0092132680448242521,-0.0073848470984398951
A,43596,18.00011501460596,550,0.006203008315588036,0.0066675039481570433,1.3458749492370266,1.3396240412934872,-0.0015780668417335608,-0.0078289747852728908,-0.00625090794353933
A,43596,18.00011501460596,600,0.006203008315588036,0.0066675039481570433,1.2438161874621705,1.2384566041038096,-0.001374857174208266,-0.0067344405325691081,-0.0053595833583608421
A,47229,19.000124599156457,300,0.006203008315588036,0.0066424609369539226,2.2827555280329404,2.2663015152520916,-0.0037164889153649128,-0.020170501696213705,-0.016454012780848792
A,47229,19.000124599156457,350,0.006203008315588036,0.0066424609369539226,2.0037554220887626,1.9909501095533431,-0.0030926372784390033,-0.015897949813858503,-0.0128053125354195
A,47229,19.000124599156457,400,0.006203008315588036,0.0066424609369539226,1.7854969688407101,1.7752480564178881,-0.0025973810962516275,-0.012846293519073626,-0.010248912422821999
A,47229,19.000124599156457,450,0.006203008315588036,0.0066424609369539226,1.6101249276703793,1.601736334055937,-0.002204552147084371,-0.010593145761526701,-0.0083885936144423301
A,47229,19.000124599156457,500,0.006203008315588036,0.0066424609369539226,1.4661415650178662,1.4591488422324659,-0.0018905903266435153,-0.0088833131120438225,-0.0069927227854003071
A,47229,19.000124599156457,550,0.006203008315588036,0.0066424609369539226,1.3458159776692393,1.3398973991330121,-0.0016370384095207857,-0.0075556169457480227,-0.005918578536227237
A,47229,19.000124599156457,600,0.006203008315588036,0.0066424609369539226,1.2437610401718961,1.2386867011380356,-0.0014300044644826038,-0.0065043434983431681,-0.0050743390338605643
A,50862,20.000134183706955,300,0.006203008315588036,0.0065932029847887283,2.2826572921353874,2.2680219640803387,-0.0038147248129178912,-0.018450052867966527,-0.014635328055048635
A,50862,20.000134183706955,350,0.006203008315588036,0.0065932029847887283,2.0036554572222474,1.9922678216607732,-0.0031926021449542041,-0.014580237706428356,-0.011387635561474152
A,50862,20.000134183706955,400,0.006203008315588036,0.0065932029847887283,1.7854024452329804,1.7762896399698467,-0.0026919047039812849,-0.011804709967115024,-0.0091128052631337386
A,50862,20.000134183706955,450,0.006203008315588036,0.0065932029847887283,1.6100381146122276,1.6025803723607035,-0.0022913652052360955,-0.0097491074567601643,-0.0074577422515240688
A,50862,20.000134183706955,500,0.006203008315588036,0.0065932029847887283,1.4660627838831726,1.4598466832887509,-0.0019693714613371327,-0.0081854720557588134,-0.0062161005944216807
A,50862,20.000134183706955,550,0.006203008315588036,0.0065932029847887283,1.3457447896495984,1.3404840118564185,-0.0017082264291616855,-0.0069690042223415904,-0.0052607777931799049
A,50862,20.000134183706955,600,0.006203008315588036,0.0065932029847887283,1.2436967444828897,1.2391867236505274,-0.0014943001534890588,-0.0060043209858513524,-0.0045100208323622937
A,54495,21.000143768257452,300,0.006203008315588036,0.0066076795368715481,2.2828117757227111,2.2676326976528385,-0.003660241225594163,-0.018839319295466783,-0.01517907806987262
A,54495,21.000143768257452,350,0.006203008315588036,0.0066076795368715481,2.0037482391258115,1.9919377520361419,-0.0030998202413901055,-0.014910307331059691,-0.011810487089669586
A,54495,21.000143768257452,400,0.006203008315588036,0.0066076795368715481,1.7854597588386585,1.7760086936383439,-0.0026345910983032184,-0.012085656298617797,-0.009451065200314579
A,54495,21.000143768257452,450,0.006203008315588036,0.0066076795368715481,1.6100739926424421,1.602339491456412,-0.0022554871750215533,-0.0099899883610516937,-0.0077345011860301405
A,54495,21.000143768257452,500,0.006203008315588036,0.0066076795368715481,1.4660851984025283,1.4596384546401704,-0.001946956941981437,-0.008393700704339313,-0.0064467437623578761
A,54495,21.000143768257452,550,0.006203008315588036,0.0066076795368715481,1.3457584918468746,1.3403025400125679,-0.0016945242318855414,-0.0071504760661922351,-0.0054559518343066937
A,54495,21.000143768257452,600,0.006203008315588036,0.0066076795368715481,1.2437046781048746,1.2390273501015177,-0.0014863665315041352,-0.0061636945348610972,-0.004677328003356962
A,58128,22.000153352807946,300,0.006203008315588036,0.0065680375946212417,2.2827960955536106,2.2690857001320581,-0.0036759213946946367,-0.017386316816247138,-0.013710395421552501
A,58128,22.000153352807946,350,0.006203008315588036,0.0065680375946212417,2.0037160322734788,1.9930499081185158,-0.0031320270937227335,-0.013798151248685775,-0.010666124154963041
A,58128,22.000153352807946,400,0.006203008315588036,0.0065680375946212417,1.7854215676191318,1.7768872775756579,-0.0026727823178298582,-0.011207072361303805,-0.0085342900434739466
A,58128,22.000153352807946,450,0.006203008315588036,0.0065680375946212417,1.6100346184822589,1.6030510646227609,-0.0022948613352047342,-0.0092784151947027382,-0.006983553859498004
A,58128,22.000153352807946,500,0.006203008315588036,0.0065680375946212417,1.466046845464458,1.460226492288502,-0.0019853098800517444,-0.0078056630560077167,-0.0058203531759559723
A,58128,22.000153352807946,550,0.006203008315588036,0.0065680375946212417,1.3457221299798456,1.3407966368412558,-0.0017308860989144748,-0.0066563792375042841,-0.0049254931385898093
A,58128,22.000153352807946,600,0.006203008315588036,0.0065680375946212417,1.2436706728521638,1.2394483485991734,-0.0015203717842149356,-0.0057426960372053415,-0.0042223242529904059
A,61761,23.000162937358443,300,0.006203008315588036,0.0065315122196698784,2.2827940834192231,2.2704379530003287,-0.0036779335290821891,-0.016034063947976573,-0.012356130418894384
A,61761,23.000162937358443,350,0.006203008315588036,0.0065315122196698784,2.0036860071893337,1.9940750506987934,-0.0031620521778679134,-0.012773008668408137,-0.0096109564905402234
A,61761,23.000162937358443,400,0.006203008315588036,0.0065315122196698784,1.7853798926878066,1.7776908853384734,-0.0027144572491550889,-0.010403464598488288,-0.007689007349333199
A,61761,23.000162937358443,450,0.006203008315588036,0.0065315122196698784,1.6099889836218779,1.603697788035094,-0.0023404961955857395,-0.0086316917823696659,-0.0062911955867839264
A,61761,23.000162937358443,500,0.006203008315588036,0.0065315122196698784,1.4660009556810001,1.4607581001197194,-0.0020311996635096197,-0.007274055224790299,-0.0052428555612806793
A,61761,23.000162937358443,550,0.006203008315588036,0.0065315122196698784,1.3456777578534682,1.3412413014764402,-0.001775258225291898,-0.006211714602319951,-0.004436456377028053
A,61761,23.000162937358443,600,0.006203008315588036,0.0065315122196698784,1.2436286186166632,1.2398257550127003,-0.0015624260197155682,-0.0053652896236784375,-0.0038028636039628694
A,65393,23.999897264660234,300,0.006203008315588036,0.0065419911906859753,2.2829997411331333,2.2702484023235048,-0.0034722758151719546,-0.016223614624800486,-0.012751338809628532
A,65393,23.999897264660234,350,0.006203008315588036,0.0065419911906859753,2.0038174441596244,1.9938992971711456,-0.0030306152075771919,-0.012948762196056007,-0.0099181469884788154
A,65393,23.999897264660234,400,0.006203008315588036,0.0065419911906859753,1.7854673517176058,1.7775326995831082,-0.0026269982193558583,-0.01056165035385348,-0.0079346521344976217
A,65393,23.999897264660234,450,0.006203008315588036,0.0065419911906859753,1.6100489805798668,1.6035568632648873,-0.002280499237596878,-0.0087726165525763289,-0.0064921173149794509
A,65393,23.999897264660234,500,0.006203008315588036,0.0065419911906859753,1.4660430765055226,1.4606328203450387,-0.001989078838987135,-0.0073993349994709856,-0.0054102561604838506
A,65393,23.999897264660234,550,0.006203008315588036,0.0065419911906859753,1.3457078449547604,1.341129761281189,-0.0017451711239997447,-0.0063232547975711206,-0.0045780836735713759
A,65393,23.999897264660234,600,0.006203008315588036,0.0065419911906859753,1.243650378343784,1.239726130744276,-0.0015406662925947501,-0.0054649138921027962,-0.0039242475995080461
A,65394,24.00017252190894,300,0.006203008315588036,0.0065420033285479434,2.2829998308100552,2.2702480372487126,-0.0034721861382500663,-0.016223979699592661,-0.012751793561342595
A,65394,24.00017252190894,350,0.006203008315588036,0.0065420033285479434,2.0038175026763829,1.993899001885769,-0.0030305566908186421,-0.012949057481432602,-0.0099185007906139599
A,65394,24.00017252190894,400,0.006203008315588036,0.0065420033285479434,1.7854673915794153,1.7775324563287178,-0.0026269583575464495,-0.010561893608243889,-0.0079349352506974391
A,65394,24.00017252190894,450,0.006203008315588036,0.0065420033285479434,1.6100490086598558,1.6035566596472264,-0.0022804711576078773,-0.0087728201702372832,-0.0064923490126294059
A,65394,24.00017252190894,500,0.006203008315588036,0.0065420033285479434,1.4660430968210605,1.4606326475339051,-0.0019890585234492164,-0.0073995078106046108,-0.0054104492871553944
A,65394,24.00017252190894,550,0.006203008315588036,0.0065420033285479434,1.345707859973049,1.3411296128481596,-0.001745156105711132,-0.0063234032306005439,-0.0045782471248894119
A,65394,24.00017252190894,600,0.006203008315588036,0.0065420033285479434,1.2436503896428259,1.2397260019126122,-0.0015406549935528258,-0.0054650427237665777,-0.003924387730213752
A,69027,25.000182106459437,300,0.006203008315588036,0.0065083019202310452,2.2829921903958073,2.2714943021570759,-0.003479826552498011,-0.014977714791229335,-0.011497888238731324
A,69027,25.000182106459437,350,0.006203008315588036,0.0065083019202310452,2.0037903571538824,1.9948483937740897,-0.0030577022133191356,-0.01199966559311183,-0.0089419633797926945
A,69027,25.000182106459437,400,0.006203008315588036,0.0065083019202310452,1.7854324449502317,1.7782795344457487,-0.0026619049867300237,-0.0098148154912129915,-0.0071529105044829677
A,69027,25.000182106459437,450,0.006203008315588036,0.0065083019202310452,1.6100117284259969,1.6041597497642104,-0.0023177513914667269,-0.0081697300532532768,-0.0058519786617865499
A,69027,25.000182106459437,500,0.006203008315588036,0.0065083019202310452,1.4660060868220615,1.4611296536305278,-0.0020260685224482433,-0.006902501713981879,-0.0048764331915336356
A,69027,25.000182106459437,550,0.006203008315588036,0.0065083019202310452,1.3456723390908005,1.3415462245631793,-0.0017806769879595841,-0.0059067915155808226,-0.0041261145276212385
A,69027,25.000182106459437,600,0.006203008315588036,0.0065083019202310452,1.2436168835498858,1.2400802425719915,-0.0015741610864929978,-0.0051108020643872987,-0.0035366409778943009
A,72660,26.000191691009931,300,0.006203008315588036,0.0065039692321014284,2.283177638256082,2.2718372453717692,-0.0032943786922232654,-0.014634771576536032,-0.011340392884312767
A,72660,26.000191691009931,350,0.006203008315588036,0.0065039692321014284,2.0039024210579894,1.9950835336267299,-0.0029456383092121285,-0.01176452574047171,-0.0088188874312595811
A,72660,26.000191691009931,400,0.006203008315588036,0.0065039692321014284,1.7855020853957486,1.7784479865193443,-0.0025922645412130851,-0.0096463634176173763,-0.0070540988764042911
A,72660,26.000191691009931,450,0.006203008315588036,0.0065039692321014284,1.6100556012814262,1.6042846948605747,-0.0022738785360374436,-0.008044784956888984,-0.0057709064208515404
A,72660,26.000191691009931,500,0.006203008315588036,0.0065039692321014284,1.4660337013063538,1.4612249815773695,-0.0019984540381559057,-0.0068071737671402399,-0.0048087197289843342
A,72660,26.000191691009931,550,0.006203008315588036,0.0065039692321014284,1.3456893873986886,1.3416206766654775,-0.0017636286800715162,-0.00583233941328265,-0.0040687107332111339
A,72660,26.000191691009931,600,0.006203008315588036,0.0065039692321014284,1.2436269064453103,1.2401395468965977,-0.0015641381910684871,-0.0050514977397810856,-0.0034873595487125986
A,76293,27.000201275560428,300,0.006203008315588036,0.0064599518506295601,2.283181696770463,2.2734841492322437,-0.0032903201778422542,-0.01298786771606153,-0.0096975475382192755
A,76293,27.000201275560428,350,0.006203008315588036,0.0064599518506295601,2.0038747076756613,1.9963348050573329,-0.0029733516915402269,-0.010513254309868714,-0.0075399026183284867
A,76293,27.000201275560428,400,0.006203008315588036,0.0064599518506295601,1.7854606695039934,1.7794305092466638,-0.0026336804329682995,-0.0086638406902979082,-0.0060301602573296087
A,76293,27.000201275560428,450,0.006203008315588036,0.0064599518506295601,1.6100090867350707,1.6050764517742224,-0.0023203930823929575,-0.0072530280432412386,-0.0049326349608482811
A,76293,27.000201275560428,500,0.006203008315588036,0.0064599518506295601,1.4659863044154258,1.4618765006481766,-0.0020458509290839366,-0.0061556546963330572,-0.0041098037672491206
A,76293,27.000201275560428,550,0.006203008315588036,0.0064599518506295601,1.3456431760157648,1.3421661176593431,-0.0018098400629953382,-0.0052868984194169855,-0.0034770583564216473
A,76293,27.000201275560428,600,0.006203008315588036,0.0064599518506295601,1.2435828550652843,1.2406028240768379,-0.0016081895710944316,-0.0045882205595408898,-0.0029800309884464582
A,79926,28.000210860110926,300,0.006203008315588036,0.0063948851556156171,2.2830127638659601,2.2757568041150336,-0.0034592530823451817,-0.010715212833271703,-0.0072559597509265217
A,79926,28.000210860110926,350,0.006203008315588036,0.0063948851556156171,2.0037309004685162,1.9980905611187487,-0.0031171588986853571,-0.0087574982484528441,-0.005640339349767487
A,79926,28.000210860110926,400,0.006203008315588036,0.0063948851556156171,1.785337793652513,1.7808276169132931,-0.0027565562844487079,-0.0072667330236686478,-0.0045101767392199399
A,79926,28.000210860110926,450,0.006203008315588036,0.0063948851556156171,1.6099033651101069,1.6062145877437544,-0.0024261147073567635,-0.0061148920737092993,-0.0036887773663525358
A,79926,28.000210860110926,500,0.006203008315588036,0.0063948851556156171,1.4658946287197856,1.4628215514911276,-0.0021375266247241065,-0.0052106038533821231,-0.0030730772286580166
