scenario,parameter_set,time_s,time_h,matrix_xB,g_number_density_m3,g_mean_radius_m,g_mean_radius_nm,g_mean_radius_cubed_m3,g_specific_surface_area_m_inv,g_volume_fraction,g_B_inventory_mol_m3,beta_number_density_m3,beta_mean_radius_m,beta_mean_radius_nm,beta_mean_radius_cubed_m3,beta_specific_surface_area_m_inv,beta_volume_fraction,beta_B_inventory_mol_m3,C_B_total_mol_m3,C_B_matrix_mol_m3,C_B_GP_mol_m3,C_B_beta_mol_m3,inventory_residual_mol_m3,inventory_relative_residual,matrix_Ag_at_fraction
effective_cnt,6,7200.0,2.0,0.00564350066103711,2.0494541689084401e+24,3.2851349376679436e-09,3.2851349376679435,3.953595550869961e-26,288902452.29708546,0.3394056436031158,100.03834068123582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,90.90845148633714,100.03834068123582,0.0,0.0,0.0,0.0056276209198465
effective_cnt,6,14400.0,4.0,0.005639940639997475,1.498480157804008e+24,3.5896418613742064e-09,3.5896418613742065,5.41309867433969e-26,256630556.00825983,0.3397704064627431,100.14585295130851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,90.80093921626445,100.14585295130851,0.0,0.0,0.0,0.005624080898785628
effective_cnt,6,21600.0,6.0,0.0056363809049630835,1.1013632002839975e+24,3.949622725959042e-09,3.9496227259590424,7.37278920850289e-26,230227967.89788103,0.34013473746387907,100.25323793296485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,90.69355423460811,100.25323793296485,0.0,0.0,0.0,0.00562054114955762
effective_cnt,6,28800.0,8.0,0.005633476141153635,8.472287626724183e+23,4.301123020775774e-09,4.301123020775774,9.592697261005081e-26,210624997.71105093,0.34043173581859026,100.34077690926162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,90.60601525831134,100.34077690926162,0.0,0.0,0.0,0.005617652684968606
effective_cnt,6,57600.0,16.0,0.005626954026698096,4.3107492783751834e+23,5.378897155999918e-09,5.378897155999918,1.8890232934646902e-25,168049826.41448477,0.34109761807963584,100.5370428162657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,90.40974935130725,100.5370428162657,0.0,-2.842170943040401e-14,1.4884622625899578e-16,0.005611167136940255
effective_cnt,6,86400.0,24.0,0.005623697705828996,2.879180589922405e+23,6.151778865621304e-09,6.151778865621305,2.831024444969354e-25,146921586.1324825,0.3414295726835722,100.6348849953372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,90.31190717223576,100.6348849953372,0.0,0.0,0.0,0.005607929056943005
effective_cnt,6,172800.0,48.0,0.005619039294656226,1.440050645705969e+23,7.749265486849298e-09,7.749265486849298,5.668101917386257e-25,116683611.74747562,0.34190387754597995,100.77468429539773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,90.17210787217523,100.77468429539773,0.0,0.0,0.0,0.005603296722424764
effective_cnt,7,0.0,0.0,0.007830537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,0.0,0.0,0.0,0.0,0.007799997913867769
effective_cnt,7,1800.0,0.5,0.007484054545569486,7.297910932225755e+23,1.1148203213698267e-09,1.1148203213698267,1.4000789336361639e-27,11436339.202054225,0.004279959791493967,9.230020409249168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,181.7167717583238,9.230020409249168,0.0,0.0,0.0,0.007456153416136237
effective_cnt,7,3600.0,1.0,0.0074334029462969145,6.398545568129164e+23,1.2143659909542357e-09,1.2143659909542357,1.8291699165926077e-27,11939164.591291297,0.004902571391875639,10.572724093049938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,180.37406807452302,10.572724093049938,0.0,0.0,0.0,0.00740587751044389
effective_cnt,7,7200.0,2.0,0.0073973812346125635,5.2772831725406554e+23,1.320293854035802e-09,1.320293854035802,2.417902635309945e-27,11735829.407769285,0.005344878243501088,11.526588490506953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,179.420203677066,11.526588490506953,0.0,0.0,0.0,0.007370121435610264
effective_cnt,7,14400.0,4.0,0.007342341578659333,2.90137221352502e+23,1.5666899325302053e-09,1.5666899325302053,4.9533670258226095e-27,9652778.529832834,0.006019945583809573,12.982416496426119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,177.96437567114685,12.982416496426119,0.0,0.0,0.0,0.007315485183145195
effective_cnt,7,21600.0,6.0,0.007235913134493194,8.477367698767574e+22,2.4191210082511044e-09,2.4191210082511043,2.0621582388728772e-26,7127636.317771611,0.007322706332312705,15.791907445605185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,175.1548847219678,15.791907445605185,0.0,0.0,0.0,0.007209828288886697
effective_cnt,7,28800.0,8.0,0.007126469589817977,4.995707050174149e+22,3.2249212935257257e-09,3.2249212935257257,4.137833501954448e-26,7031763.38260399,0.008658817458667744,18.673320721914767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,172.2734714456582,18.673320721914767,0.0,0.0,0.0,0.007101166466380529
effective_cnt,7,57600.0,16.0,0.007062701162559901,2.8757116150353788e+22,3.9964472867674405e-09,3.9964472867674403,7.833183868397094e-26,6208276.0451754015,0.009435659530034573,20.348632762866526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,170.59815940470645,20.348632762866526,0.0,0.0,0.0,0.00703784805374435
effective_cnt,7,86400.0,24.0,0.0070406989327092195,2.0490673817970322e+22,4.517105808235848e-09,4.517105808235849,1.1305237433542217e-25,5652059.559206593,0.0097034134655253,20.926062086886773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,170.02073008068618,20.926062086886773,0.0,-2.842170943040401e-14,1.4884622625899578e-16,0.007016000160289001
effective_cnt,7,172800.0,48.0,0.007008787857115859,1.1225493363517228e+22,5.598546599534716e-09,5.598546599534716,2.146156867821965e-25,4753310.975246979,0.010091494995913917,21.762985941418886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,169.18380622615408,21.762985941418886,0.0,0.0,0.0,0.006984312076280587
effective_cnt,11,0.0,0.0,0.007830537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94679216757297,0.0,0.0,0.0,0.0,0.007799997913867769
effective_cnt,11,1800.0,0.5,0.007830536365586225,3.0609537917076563e+17,1.6584503164573306e-09,1.6584503164573305,4.563424335876374e-27,10.58113692315356,5.851082704986621e-09,1.6587356191453352e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.94679216757297,190.94677558021678,1.6587356191453352e-05,0.0,0.0,0.0,0.007799997284392769
