step,time_code,dt,max_abs_dgbulk_idx,max_abs_dgbulk_i,max_abs_dgbulk_j,max_abs_dgbulk_k,max_abs_dgbulk_value,eta_before,phi_before,xB_before,Y_before,h_eta,hp_eta,eta_rhs_bulk,eta_rhs_double_well,eta_rhs_total,dxB,deta,phi_rhs_chem_at_loc,phi_rhs_total_at_loc,phi_rhs_dw_at_loc,region_class,is_eta_interface,is_far_field_like,is_phi_nonzero,eta_peak_idx,eta_peak_i,eta_peak_j,eta_peak_k,eta_peak_value
314,3.1400000000e-02,1.0000000000e-04,511735,55,50,55,-2.7978507797e+03,4.9603273111e-01,4.7994545421e-01,2.6466006156e-02,-3.6050716205e+00,4.9256168304e-01,1.8747639191e+00,-2.7978507797e+03,7.7825284898e-03,-2.7978429972e+03,-6.6891517383e-06,1.3114002635e-04,-1.1072710801e+00,-1.0872487968e+00,2.0022283260e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
315,3.1500000000e-02,1.0000000000e-04,466135,50,55,55,-2.7978384692e+03,4.9616387114e-01,4.7991484477e-01,2.6459317004e-02,-3.6053312684e+00,4.9280754064e-01,1.8747792682e+00,-2.7978384692e+03,7.5253039844e-03,-2.7978309439e+03,-6.7928354240e-06,1.3114145932e-04,-1.1071259645e+00,-1.0870732197e+00,2.0052744740e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
316,3.1600000000e-02,1.0000000000e-04,464791,50,41,55,-2.7978186128e+03,4.9629501260e-01,4.7988438458e-01,2.6452524169e-02,-3.6055950064e+00,4.9305340291e-01,1.8747941017e+00,-2.7978186128e+03,7.2680735621e-03,-2.7978113447e+03,-6.9116032606e-06,1.3114255541e-04,-1.1069787600e+00,-1.0868957028e+00,2.0083057253e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
317,3.1700000000e-02,1.0000000000e-04,466135,50,55,55,-2.7977904658e+03,4.9642615515e-01,4.7985407259e-01,2.6445612565e-02,-3.6058634232e+00,4.9329926914e-01,1.8748084194e+00,-2.7977904658e+03,7.0108379896e-03,-2.7977834550e+03,-7.0439458286e-06,1.3114327120e-04,-1.1068291615e+00,-1.0867159397e+00,2.0113221830e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
318,3.1800000000e-02,1.0000000000e-04,511735,55,50,55,-2.7977533575e+03,4.9655729842e-01,4.7982390772e-01,2.6438568619e-02,-3.6061370499e+00,4.9354513856e-01,1.8748222213e+00,-2.7977533575e+03,6.7535981192e-03,-2.7977466039e+03,-7.1883248918e-06,1.3114359574e-04,-1.1066768936e+00,-1.0865336540e+00,2.0143239573e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
319,3.1900000000e-02,1.0000000000e-04,464791,50,41,55,-2.7977066926e+03,4.9668844202e-01,4.7979388879e-01,2.6431380295e-02,-3.6064163582e+00,4.9379101037e-01,1.8748355074e+00,-2.7977066926e+03,6.4963548245e-03,-2.7977001963e+03,-7.3431852209e-06,1.3114348422e-04,-1.1065217112e+00,-1.0863485996e+00,2.0173111645e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
320,3.2000000000e-02,1.0000000000e-04,466135,50,55,55,-2.7976499524e+03,4.9681958550e-01,4.7976401459e-01,2.6424037109e-02,-3.6067017600e+00,4.9403688367e-01,1.8748482775e+00,-2.7976499524e+03,6.2391090667e-03,-2.7976437133e+03,-7.5069665954e-06,1.3114292221e-04,-1.1063634003e+00,-1.0861605611e+00,2.0202839263e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
321,3.2100000000e-02,1.0000000000e-04,466135,50,55,55,-2.7975826947e+03,4.9695072843e-01,4.7973428385e-01,2.6416530143e-02,-3.6069936072e+00,4.9428275756e-01,1.8748605317e+00,-2.7975826947e+03,5.9818618361e-03,-2.7975767128e+03,-7.6781159917e-06,1.3114189689e-04,-1.1062017777e+00,-1.0859693540e+00,2.0232423694e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
322,3.2200000000e-02,1.0000000000e-04,466135,50,55,55,-2.7975045540e+03,4.9708187032e-01,4.7970469526e-01,2.6408852027e-02,-3.6072921916e+00,4.9452863110e-01,1.8748722700e+00,-2.7975045540e+03,5.7246141476e-03,-2.7974988294e+03,-7.8550983340e-06,1.3114039655e-04,-1.1060366911e+00,-1.0857748249e+00,2.0261866244e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
323,3.2300000000e-02,1.0000000000e-04,466135,50,55,55,-2.7974152403e+03,4.9721301072e-01,4.7967524749e-01,2.6400996928e-02,-3.6075977458e+00,4.9477450334e-01,1.8748834922e+00,-2.7974152403e+03,5.4673670392e-03,-2.7974097729e+03,-8.0364076939e-06,1.3113839491e-04,-1.1058680188e+00,-1.0855768505e+00,2.0291168254e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
324,3.2400000000e-02,1.0000000000e-04,464791,50,41,55,-2.7973145380e+03,4.9734414911e-01,4.7964593915e-01,2.6392960521e-02,-3.6079104444e+00,4.9502037326e-01,1.8748941983e+00,-2.7973145380e+03,5.2101216007e-03,-2.7973093279e+03,-8.2205777298e-06,1.3113588597e-04,-1.1056956690e+00,-1.0853753379e+00,2.0320331092e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
325,3.2500000000e-02,1.0000000000e-04,466135,50,55,55,-2.7972023042e+03,4.9747528500e-01,4.7961676887e-01,2.6384739943e-02,-3.6082304048e+00,4.9526623984e-01,1.8749043884e+00,-2.7972023042e+03,4.9528789332e-03,-2.7971973513e+03,-8.4061915146e-06,1.3113281111e-04,-1.1055195792e+00,-1.0851702231e+00,2.0349356145e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
326,3.2600000000e-02,1.0000000000e-04,511735,55,50,55,-2.7970784658e+03,4.9760641781e-01,4.7958773524e-01,2.6376333751e-02,-3.6085576901e+00,4.9551210196e-01,1.8749140624e+00,-2.7970784658e+03,4.6956402535e-03,-2.7970737701e+03,-8.5918906582e-06,1.3112918761e-04,-1.1053397154e+00,-1.0849614706e+00,2.0378244814e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
327,3.2700000000e-02,1.0000000000e-04,429271,46,55,55,-2.7969430171e+03,4.9773754700e-01,4.7955883686e-01,2.6367741861e-02,-3.6088923102e+00,4.9575795853e-01,1.8749232204e+00,-2.7969430171e+03,4.4384067440e-03,-2.7969385787e+03,-8.7763837485e-06,1.3112504863e-04,-1.1051560707e+00,-1.0847490722e+00,2.0406998507e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
328,3.2800000000e-02,1.0000000000e-04,466135,50,55,55,-2.7967960169e+03,4.9786867205e-01,4.7953007230e-01,2.6358965477e-02,-3.6092342251e+00,4.9600380850e-01,1.8749318622e+00,-2.7967960169e+03,4.1811795224e-03,-2.7967918357e+03,-8.9584539300e-06,1.3112042757e-04,-1.1049686642e+00,-1.0845330455e+00,2.0435618632e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
329,3.2900000000e-02,1.0000000000e-04,429271,46,55,55,-2.7966375840e+03,4.9799979248e-01,4.7950144017e-01,2.6350007023e-02,-3.6095833474e+00,4.9624965090e-01,1.8749399880e+00,-2.7966375840e+03,3.9239596405e-03,-2.7966336600e+03,-9.1369654612e-06,1.3111533341e-04,-1.1047775392e+00,-1.0843134326e+00,2.0464106591e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
330,3.3000000000e-02,1.0000000000e-04,511351,55,46,55,-2.7964678942e+03,4.9813090781e-01,4.7947293907e-01,2.6340870058e-02,-3.6099395456e+00,4.9649548479e-01,1.8749475978e+00,-2.7964678942e+03,3.6667481328e-03,-2.7964642275e+03,-9.3108692117e-06,1.3110952281e-04,-1.1045827623e+00,-1.0840902985e+00,2.0492463777e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
331,3.3100000000e-02,1.0000000000e-04,511735,55,50,55,-2.7962871756e+03,4.9826201733e-01,4.7944456763e-01,2.6331559188e-02,-3.6103026469e+00,4.9674130875e-01,1.8749546915e+00,-2.7962871756e+03,3.4095465111e-03,-2.7962837661e+03,-9.4792082053e-06,1.3110321321e-04,-1.1043844211e+00,-1.0838637295e+00,2.0520691564e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
332,3.3200000000e-02,1.0000000000e-04,382711,41,50,55,-2.7960957043e+03,4.9839312055e-01,4.7941632449e-01,2.6322079980e-02,-3.6106724414e+00,4.9698712177e-01,1.8749612693e+00,-2.7960957043e+03,3.1523558607e-03,-2.7960925520e+03,-9.6411209157e-06,1.3109647378e-04,-1.1041826226e+00,-1.0836338313e+00,2.0548791306e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
333,3.3300000000e-02,1.0000000000e-04,511351,55,46,55,-2.7958937997e+03,4.9852421702e-01,4.7938820832e-01,2.6312438859e-02,-3.6110486853e+00,4.9723292298e-01,1.8749673311e+00,-2.7958937997e+03,2.8951771308e-03,-2.7958909045e+03,-9.7958442781e-06,1.3108928160e-04,-1.1039774915e+00,-1.0834007272e+00,2.0576764333e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
334,3.3400000000e-02,1.0000000000e-04,382711,41,50,55,-2.7956818197e+03,4.9865530630e-01,4.7936021782e-01,2.6302643015e-02,-3.6114311046e+00,4.9747871147e-01,1.8749728771e+00,-2.7956818197e+03,2.6380113164e-03,-2.7956791816e+03,-9.9427155150e-06,1.3108164980e-04,-1.1037691680e+00,-1.0831645561e+00,2.0604611942e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
335,3.3500000000e-02,1.0000000000e-04,511735,55,50,55,-2.7954601556e+03,4.9878638795e-01,4.7933235172e-01,2.6292700300e-02,-3.6118193993e+00,4.9772448634e-01,1.8749779073e+00,-2.7954601556e+03,2.3808593855e-03,-2.7954577747e+03,-1.0081172950e-05,1.3107357479e-04,-1.1035578059e+00,-1.0829254705e+00,2.0632335401e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
336,3.3600000000e-02,1.0000000000e-04,466135,50,55,55,-2.7952292277e+03,4.9891746153e-01,4.7930460878e-01,2.6282619127e-02,-3.6122132472e+00,4.9797024670e-01,1.8749824217e+00,-2.7952292277e+03,2.1237223144e-03,-2.7952271039e+03,-1.0210756085e-05,1.3106507025e-04,-1.1033435706e+00,-1.0826836347e+00,2.0659935936e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
337,3.3700000000e-02,1.0000000000e-04,511735,55,50,55,-2.7949894796e+03,4.9904852660e-01,4.7927698783e-01,2.6272408371e-02,-3.6126123074e+00,4.9821599167e-01,1.8749864205e+00,-2.7949894796e+03,1.8666010516e-03,-2.7949876130e+03,-1.0331104578e-05,1.3105604829e-04,-1.1031266373e+00,-1.0824392225e+00,2.0687414740e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
338,3.3800000000e-02,1.0000000000e-04,511735,55,50,55,-2.7947413738e+03,4.9917958264e-01,4.7924948770e-01,2.6262077266e-02,-3.6130162247e+00,4.9846172022e-01,1.8749899037e+00,-2.7947413738e+03,1.6094967186e-03,-2.7947397643e+03,-1.0441956437e-05,1.3104656087e-04,-1.1029071887e+00,-1.0821924157e+00,2.0714772961e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
339,3.3900000000e-02,1.0000000000e-04,382711,41,50,55,-2.7944853866e+03,4.9931062920e-01,4.7922210730e-01,2.6251635310e-02,-3.6134246332e+00,4.9870743140e-01,1.8749928715e+00,-2.7944853866e+03,1.3524103345e-03,-2.7944840342e+03,-1.0543145220e-05,1.3103673930e-04,-1.1026854131e+00,-1.0819434014e+00,2.0742011704e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
340,3.4000000000e-02,1.0000000000e-04,382711,41,50,55,-2.7942220033e+03,4.9944166594e-01,4.7919484556e-01,2.6241092164e-02,-3.6138371598e+00,4.9895312452e-01,1.8749953239e+00,-2.7942220033e+03,1.0953426609e-03,-2.7942209080e+03,-1.0634596378e-05,1.3102634228e-04,-1.1024615028e+00,-1.0816923707e+00,2.0769132030e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
341,3.4100000000e-02,1.0000000000e-04,511735,55,50,55,-2.7939517140e+03,4.9957269229e-01,4.7916770145e-01,2.6230457568e-02,-3.6142534281e+00,4.9919879843e-01,1.8749972611e+00,-2.7939517140e+03,8.3829493274e-04,-2.7939508757e+03,-1.0716323289e-05,1.3101554584e-04,-1.1022356517e+00,-1.0814395168e+00,2.0796134956e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
342,3.4200000000e-02,1.0000000000e-04,511735,55,50,55,-2.7936750085e+03,4.9970370783e-01,4.7914067402e-01,2.6219741245e-02,-3.6146730615e+00,4.9944445232e-01,1.8749986832e+00,-2.7936750085e+03,5.8126803978e-04,-2.7936744273e+03,-1.0788422194e-05,1.3100455907e-04,-1.1020080541e+00,-1.0811850327e+00,2.0823021452e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
343,3.4300000000e-02,1.0000000000e-04,511735,55,50,55,-2.7933923730e+03,4.9983471239e-01,4.7911376233e-01,2.6208952822e-02,-3.6150956868e+00,4.9969008576e-01,1.8749995902e+00,-2.7933923730e+03,3.2426246128e-04,-2.7933920488e+03,-1.0851066573e-05,1.3099338175e-04,-1.1017789027e+00,-1.0809291103e+00,2.0849792442e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
344,3.4400000000e-02,1.0000000000e-04,511735,55,50,55,-2.7931042856e+03,4.9996570577e-01,4.7908696551e-01,2.6198101756e-02,-3.6155209370e+00,4.9993569832e-01,1.8749999824e+00,-2.7931042856e+03,6.7278676975e-05,-2.7931042183e+03,-1.0904501549e-05,1.3098199512e-04,-1.1015483870e+00,-1.0806719382e+00,2.0876448804e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
345,3.4500000000e-02,1.0000000000e-04,511735,55,50,55,-2.7928112128e+03,5.0009668777e-01,4.7906028273e-01,2.6187197254e-02,-3.6159484539e+00,5.0018128956e-01,1.8749998598e+00,-2.7928112128e+03,-1.8968279667e-04,-2.7928114025e+03,-1.0949037182e-05,1.3097044390e-04,-1.1013166920e+00,-1.0804137007e+00,2.0902991374e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
346,3.4600000000e-02,1.0000000000e-04,382711,41,50,55,-2.7925136065e+03,5.0022765821e-01,4.7903371318e-01,2.6176248217e-02,-3.6163778913e+00,5.0042685909e-01,1.8749992226e+00,-2.7925136065e+03,-4.4662153083e-04,-2.7925140531e+03,-1.0985041721e-05,1.3095875128e-04,-1.1010839969e+00,-1.0801545759e+00,2.0929420941e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
347,3.4700000000e-02,1.0000000000e-04,466135,50,55,55,-2.7922119006e+03,5.0035861696e-01,4.7900725613e-01,2.6165263175e-02,-3.6168089165e+00,5.0067240658e-01,1.8749980709e+00,-2.7922119006e+03,-7.0353714274e-04,-2.7922126041e+03,-1.1012934543e-05,1.3094687032e-04,-1.1008504736e+00,-1.0798947353e+00,2.0955738252e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
348,3.4800000000e-02,1.0000000000e-04,466135,50,55,55,-2.7919065087e+03,5.0048956383e-01,4.7898091087e-01,2.6154250241e-02,-3.6172412129e+00,5.0091793160e-01,1.8749964049e+00,-2.7919065087e+03,-9.6042915684e-04,-2.7919074692e+03,-1.1033179172e-05,1.3093482681e-04,-1.1006162860e+00,-1.0796343420e+00,2.0981944015e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
349,3.4900000000e-02,1.0000000000e-04,466135,50,55,55,-2.7915978218e+03,5.0062049866e-01,4.7895467673e-01,2.6143217062e-02,-3.6176744816e+00,5.0116343379e-01,1.8749942247e+00,-2.7915978218e+03,-1.2172971488e-03,-2.7915990391e+03,-1.1046275857e-05,1.3092262558e-04,-1.1003815890e+00,-1.0793735501e+00,2.1008038897e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
350,3.5000000000e-02,1.0000000000e-04,466135,50,55,55,-2.7912862060e+03,5.0075142129e-01,4.7892855309e-01,2.6132170786e-02,-3.6181084430e+00,5.0140891279e-01,1.8749915305e+00,-2.7912862060e+03,-1.4741407035e-03,-2.7912876801e+03,-1.1052754400e-05,1.3091028535e-04,-1.1001465275e+00,-1.0791125039e+00,2.1034023528e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
351,3.5100000000e-02,1.0000000000e-04,466135,50,55,55,-2.7909720016e+03,5.0088233157e-01,4.7890253934e-01,2.6121118031e-02,-3.6185428376e+00,5.0165436826e-01,1.8749883224e+00,-2.7909720016e+03,-1.7309594429e-03,-2.7909737325e+03,-1.1053166942e-05,1.3089781793e-04,-1.0999112359e+00,-1.0788513374e+00,2.1059898503e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
352,3.5200000000e-02,1.0000000000e-04,466135,50,55,55,-2.7906555212e+03,5.0101322939e-01,4.7887663492e-01,2.6110064864e-02,-3.6189774273e+00,5.0189979990e-01,1.8749846005e+00,-2.7906555212e+03,-1.9877530120e-03,-2.7906575090e+03,-1.1048080758e-05,1.3088488317e-04,-1.0996758379e+00,-1.0785901735e+00,2.1085664386e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
353,3.5300000000e-02,1.0000000000e-04,466135,50,55,55,-2.7903370496e+03,5.0114411427e-01,4.7885083931e-01,2.6099016784e-02,-3.6194119960e+00,5.0214520677e-01,1.8749803651e+00,-2.7903370496e+03,-2.2445203886e-03,-2.7903392941e+03,-1.1038071934e-05,1.3087197890e-04,-1.0994404455e+00,-1.0783291238e+00,2.1111321710e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
354,3.5400000000e-02,1.0000000000e-04,466135,50,55,55,-2.7900168426e+03,5.0127498625e-01,4.7882515200e-01,2.6087978712e-02,-3.6198463499e+00,5.0239058886e-01,1.8749756162e+00,-2.7900168426e+03,-2.5012615271e-03,-2.7900193438e+03,-1.1023718000e-05,1.3085907995e-04,-1.0992051596e+00,-1.0780682886e+00,2.1136870980e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
355,3.5500000000e-02,1.0000000000e-04,466135,50,55,55,-2.7896951271e+03,5.0140584533e-01,4.7879957251e-01,2.6076954994e-02,-3.6202803174e+00,5.0263594610e-01,1.8749703541e+00,-2.7896951271e+03,-2.7579763328e-03,-2.7896978850e+03,-1.1005592215e-05,1.3084617056e-04,-1.0989700692e+00,-1.0778077565e+00,2.1162312676e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
356,3.5600000000e-02,1.0000000000e-04,466135,50,55,55,-2.7893721014e+03,5.0153669150e-01,4.7877410038e-01,2.6065949402e-02,-3.6207137496e+00,5.0288127842e-01,1.8749645789e+00,-2.7893721014e+03,-3.0146646800e-03,-2.7893751160e+03,-1.0984257788e-05,1.3083323416e-04,-1.0987352520e+00,-1.0775476047e+00,2.1187647256e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
357,3.5700000000e-02,1.0000000000e-04,466135,50,55,55,-2.7890479354e+03,5.0166752474e-01,4.7874873517e-01,2.6054965144e-02,-3.6211465191e+00,5.0312658570e-01,1.8749582907e+00,-2.7890479354e+03,-3.2713264106e-03,-2.7890512067e+03,-1.0960262441e-05,1.3082027019e-04,-1.0985007740e+00,-1.0772878989e+00,2.1212875159e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
358,3.5800000000e-02,1.0000000000e-04,466135,50,55,55,-2.7887227716e+03,5.0179834501e-01,4.7872347648e-01,2.6044004881e-02,-3.6215785203e+00,5.0337186781e-01,1.8749514896e+00,-2.7887227716e+03,-3.5279613654e-03,-2.7887262996e+03,-1.0934133513e-05,1.3080730822e-04,-1.0982666906e+00,-1.0770286938e+00,2.1237996806e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
359,3.5900000000e-02,1.0000000000e-04,466135,50,55,55,-2.7883967257e+03,5.0192915231e-01,4.7869832388e-01,2.6033070748e-02,-3.6220096679e+00,5.0361712469e-01,1.8749441760e+00,-2.7883967257e+03,-3.7845694434e-03,-2.7884005102e+03,-1.0906373560e-05,1.3079432655e-04,-1.0980330462e+00,-1.0767700336e+00,2.1263012604e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
360,3.6000000000e-02,1.0000000000e-04,466135,50,55,55,-2.7880698879e+03,5.0205994664e-01,4.7867327700e-01,2.6022164374e-02,-3.6224398965e+00,5.0386235625e-01,1.8749363498e+00,-2.7880698879e+03,-4.0411505010e-03,-2.7880739291e+03,-1.0877456486e-05,1.3078132374e-04,-1.0977998750e+00,-1.0765119521e+00,2.1287922946e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
361,3.6100000000e-02,1.0000000000e-04,466135,50,55,55,-2.7877423247e+03,5.0219072796e-01,4.7864833544e-01,2.6011286918e-02,-3.6228691593e+00,5.0410756236e-01,1.8749280114e+00,-2.7877423247e+03,-4.2977043918e-03,-2.7877466224e+03,-1.0847824158e-05,1.3076825380e-04,-1.0975672017e+00,-1.0762544735e+00,2.1312728217e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
362,3.6200000000e-02,1.0000000000e-04,466135,50,55,55,-2.7874140798e+03,5.0232149622e-01,4.7862349883e-01,2.6000439094e-02,-3.6232974267e+00,5.0435274285e-01,1.8749191607e+00,-2.7874140798e+03,-4.5542308794e-03,-2.7874186340e+03,-1.0817883948e-05,1.3075516257e-04,-1.0973350417e+00,-1.0759976129e+00,2.1337428793e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
363,3.6300000000e-02,1.0000000000e-04,466135,50,55,55,-2.7870851763e+03,5.0245225138e-01,4.7859876680e-01,2.5989621210e-02,-3.6237246853e+00,5.0459789761e-01,1.8749097980e+00,-2.7870851763e+03,-4.8107298172e-03,-2.7870899870e+03,-1.0788006299e-05,1.3074203279e-04,-1.0971034024e+00,-1.0757413774e+00,2.1362025045e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
364,3.6400000000e-02,1.0000000000e-04,466135,50,55,55,-2.7867556184e+03,5.0258299341e-01,4.7857413899e-01,2.5978833203e-02,-3.6241509363e+00,5.0484302648e-01,1.8748999235e+00,-2.7867556184e+03,-5.0672010250e-03,-2.7867606856e+03,-1.0758523169e-05,1.3072889521e-04,-1.0968722834e+00,-1.0754857660e+00,2.1386517340e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
365,3.6500000000e-02,1.0000000000e-04,466135,50,55,55,-2.7864253933e+03,5.0271372231e-01,4.7854961504e-01,2.5968074680e-02,-3.6245761940e+00,5.0508812941e-01,1.8748895373e+00,-2.7864253933e+03,-5.3236443828e-03,-2.7864307169e+03,-1.0729726795e-05,1.3071575138e-04,-1.0966416774e+00,-1.0752307713e+00,2.1410906042e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
366,3.6600000000e-02,1.0000000000e-04,466135,50,55,55,-2.7860944730e+03,5.0284443806e-01,4.7852519458e-01,2.5957344953e-02,-3.6250004843e+00,5.0533320630e-01,1.8748786395e+00,-2.7860944730e+03,-5.5800597738e-03,-2.7861000531e+03,-1.0701869517e-05,1.3070256746e-04,-1.0964115712e+00,-1.0749763797e+00,2.1435191515e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
367,3.6700000000e-02,1.0000000000e-04,466135,50,55,55,-2.7857628168e+03,5.0297514063e-01,4.7850087724e-01,2.5946643084e-02,-3.6254238431e+00,5.0557825701e-01,1.8748672304e+00,-2.7857628168e+03,-5.8364470149e-03,-2.7857686532e+03,-1.0675163490e-05,1.3068935486e-04,-1.0961819464e+00,-1.0747225722e+00,2.1459374124e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
368,3.6800000000e-02,1.0000000000e-04,466135,50,55,55,-2.7854303728e+03,5.0310582998e-01,4.7847666267e-01,2.5935967920e-02,-3.6258463147e+00,5.0582328142e-01,1.8748553101e+00,-2.7854303728e+03,-6.0928059455e-03,-2.7854364656e+03,-1.0649781144e-05,1.3067614626e-04,-1.0959527799e+00,-1.0744693257e+00,2.1483454236e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
369,3.6900000000e-02,1.0000000000e-04,466135,50,55,55,-2.7850970801e+03,5.0323650613e-01,4.7845255050e-01,2.5925318139e-02,-3.6262679506e+00,5.0606827948e-01,1.8748428787e+00,-2.7850970801e+03,-6.3491364689e-03,-2.7851034292e+03,-1.0625856094e-05,1.3066299918e-04,-1.0957240454e+00,-1.0742166132e+00,2.1507432221e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
370,3.7000000000e-02,1.0000000000e-04,466135,50,55,55,-2.7847628710e+03,5.0336716913e-01,4.7842854034e-01,2.5914692283e-02,-3.6266888072e+00,5.0631325124e-01,1.8748299364e+00,-2.7847628710e+03,-6.6054386017e-03,-2.7847694764e+03,-1.0603484267e-05,1.3064986040e-04,-1.0954957135e+00,-1.0739644051e+00,2.1531308451e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
371,3.7100000000e-02,1.0000000000e-04,466135,50,55,55,-2.7844276725e+03,5.0349781899e-01,4.7840463184e-01,2.5904088799e-02,-3.6271089453e+00,5.0655819663e-01,1.8748164834e+00,-2.7844276725e+03,-6.8617122557e-03,-2.7844345342e+03,-1.0582725695e-05,1.3063663611e-04,-1.0952677528e+00,-1.0737126695e+00,2.1555083305e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
372,3.7200000000e-02,1.0000000000e-04,382711,41,50,55,-2.7840914086e+03,5.0362845562e-01,4.7838082460e-01,2.5893506073e-02,-3.6275284278e+00,5.0680311544e-01,1.8748025198e+00,-2.7840914086e+03,-7.1179571591e-03,-2.7840985266e+03,-1.0563606707e-05,1.3062335066e-04,-1.0950401305e+00,-1.0734613734e+00,2.1578757166e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
373,3.7300000000e-02,1.0000000000e-04,466040,50,54,56,-2.7837722008e+03,4.7909346101e-01,4.7737163943e-01,2.5882756271e-02,-3.6279547039e+00,4.6084590493e-01,1.8684494807e+00,-2.7837722008e+03,4.0942901077e-02,-2.7837312579e+03,-1.0583130029e-05,1.3053166138e-04,-1.0944261626e+00,-1.0718441488e+00,2.2582013827e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
374,3.7400000000e-02,1.0000000000e-04,429176,46,54,56,-2.7835680129e+03,4.7922399267e-01,4.7734870570e-01,2.5872173141e-02,-3.6283745391e+00,4.6108980207e-01,1.8685309522e+00,-2.7835680129e+03,4.0688157825e-02,-2.7835273247e+03,-1.0567098963e-05,1.3052367233e-04,-1.0941982869e+00,-1.0715934804e+00,2.2604806494e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
