step,time_code,dt,max_abs_dgbulk_idx,max_abs_dgbulk_i,max_abs_dgbulk_j,max_abs_dgbulk_k,max_abs_dgbulk_value,eta_before,phi_before,xB_before,Y_before,h_eta,hp_eta,eta_rhs_bulk,eta_rhs_double_well,eta_rhs_total,dxB,deta,phi_rhs_chem_at_loc,phi_rhs_total_at_loc,phi_rhs_dw_at_loc,region_class,is_eta_interface,is_far_field_like,is_phi_nonzero,eta_peak_idx,eta_peak_i,eta_peak_j,eta_peak_k,eta_peak_value
251,2.5100000000e-02,1.0000000000e-04,429271,46,55,55,-2.8126279856e+03,4.8775844522e-01,4.8216263308e-01,2.7282777638e-02,-3.5738377681e+00,4.7705625547e-01,1.8727528388e+00,-2.8126279856e+03,2.4001180426e-02,-2.8126039845e+03,-1.1550484938e-05,1.3175468568e-04,-1.1240717764e+00,-1.1062571108e+00,1.7814665539e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
252,2.5200000000e-02,1.0000000000e-04,511735,55,50,55,-2.8125442412e+03,4.8789019991e-01,4.8212319688e-01,2.7271227153e-02,-3.5742730939e+00,4.7730300261e-01,1.8728009363e+00,-2.8125442412e+03,2.3743162902e-02,-2.8125204981e+03,-1.2378629187e-05,1.3175221035e-04,-1.1238367142e+00,-1.1059827634e+00,1.7853950841e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
253,2.5300000000e-02,1.0000000000e-04,466135,50,55,55,-2.8124186272e+03,4.8802195212e-01,4.8208392783e-01,2.7258848524e-02,-3.5747398305e+00,4.7754975141e-01,1.8728485131e+00,-2.8124186272e+03,2.3485140327e-02,-2.8123951421e+03,-1.3172637350e-05,1.3174776373e-04,-1.1235855935e+00,-1.1056925245e+00,1.7893068961e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
254,2.5400000000e-02,1.0000000000e-04,511351,55,46,55,-2.8122526974e+03,4.8815369988e-01,4.8204482156e-01,2.7245675887e-02,-3.5752367316e+00,4.7779649812e-01,1.8728955684e+00,-2.8122526974e+03,2.3227116672e-02,-2.8122294702e+03,-1.3928136213e-05,1.3174146915e-04,-1.1233190414e+00,-1.1053870171e+00,1.7932024269e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
255,2.5500000000e-02,1.0000000000e-04,466135,50,55,55,-2.8120482109e+03,4.8828544135e-01,4.8200587384e-01,2.7231747750e-02,-3.5757623859e+00,4.7804323920e-01,1.8729421017e+00,-2.8120482109e+03,2.2969095663e-02,-2.8120252418e+03,-1.4641159147e-05,1.3173350460e-04,-1.1230377696e+00,-1.1050669486e+00,1.7970820990e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
256,2.5600000000e-02,1.0000000000e-04,511735,55,50,55,-2.8118071147e+03,4.8841717486e-01,4.8196708059e-01,2.7217106591e-02,-3.5763152317e+00,4.7828997147e-01,1.8729881124e+00,-2.8118071147e+03,2.2711080682e-02,-2.8117844037e+03,-1.5308167241e-05,1.3172381759e-04,-1.1227425665e+00,-1.1047331033e+00,1.8009463181e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
257,2.5700000000e-02,1.0000000000e-04,511735,55,50,55,-2.8115315243e+03,4.8854889867e-01,4.8192843794e-01,2.7201798424e-02,-3.5768935729e+00,4.7853669161e-01,1.8730336000e+00,-2.8115315243e+03,2.2453075211e-02,-2.8115090713e+03,-1.5926064981e-05,1.3171249205e-04,-1.1224342898e+00,-1.1043863351e+00,1.8047954719e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
258,2.5800000000e-02,1.0000000000e-04,511351,55,46,55,-2.8112237046e+03,4.8868061116e-01,4.8188994219e-01,2.7185872359e-02,-3.5774955940e+00,4.7878339650e-01,1.8730785641e+00,-2.8112237046e+03,2.2195082569e-02,-2.8112015095e+03,-1.6492210619e-05,1.3169965072e-04,-1.1221138583e+00,-1.1040275590e+00,1.8086299283e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
259,2.5900000000e-02,1.0000000000e-04,511735,55,50,55,-2.8108860494e+03,4.8881231082e-01,4.8185158988e-01,2.7169380148e-02,-3.5781193774e+00,4.7903008323e-01,1.8731230041e+00,-2.8108860494e+03,2.1937105835e-02,-2.8108641123e+03,-1.7004422152e-05,1.3168540068e-04,-1.1217822439e+00,-1.1036577436e+00,1.8124500335e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
260,2.6000000000e-02,1.0000000000e-04,511735,55,50,55,-2.8105210614e+03,4.8894399622e-01,4.8181337775e-01,2.7152375726e-02,-3.5787629196e+00,4.7927674908e-01,1.8731669199e+00,-2.8105210614e+03,2.1679147880e-02,-2.8104993822e+03,-1.7460978649e-05,1.3166986301e-04,-1.1214404631e+00,-1.1032779020e+00,1.8162561117e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
261,2.6100000000e-02,1.0000000000e-04,511735,55,50,55,-2.8101313311e+03,4.8907566608e-01,4.8177530279e-01,2.7134914748e-02,-3.5794241483e+00,4.7952339157e-01,1.8732103112e+00,-2.8101313311e+03,2.1421211336e-02,-2.8101099099e+03,-1.7860617049e-05,1.3165318059e-04,-1.1210895685e+00,-1.1028890839e+00,1.8200484633e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
262,2.6200000000e-02,1.0000000000e-04,466135,50,55,55,-2.8097195165e+03,4.8920731926e-01,4.8173736225e-01,2.7117054131e-02,-3.5801009390e+00,4.7977000850e-01,1.8732531777e+00,-2.8097195165e+03,2.1163298557e-02,-2.8096983532e+03,-1.8202524738e-05,1.3163555260e-04,-1.1207306404e+00,-1.1024923667e+00,1.8238273643e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
263,2.6300000000e-02,1.0000000000e-04,511735,55,50,55,-2.8092883221e+03,4.8933895481e-01,4.8169955360e-01,2.7098851606e-02,-3.5807911315e+00,4.8001659801e-01,1.8732955193e+00,-2.8092883221e+03,2.0905411506e-02,-2.8092674167e+03,-1.8486328802e-05,1.3161696535e-04,-1.1203647782e+00,-1.1020888475e+00,1.8275930660e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
264,2.6400000000e-02,1.0000000000e-04,511735,55,50,55,-2.8088404789e+03,4.8947057178e-01,4.8166187458e-01,2.7080365277e-02,-3.5814925467e+00,4.8026315824e-01,1.8733373359e+00,-2.8088404789e+03,2.0647552173e-02,-2.8088198314e+03,-1.8712081021e-05,1.3159760881e-04,-1.1199930925e+00,-1.1016796346e+00,1.8313457938e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
265,2.6500000000e-02,1.0000000000e-04,511735,55,50,55,-2.8083787250e+03,4.8960216939e-01,4.8162432319e-01,2.7061653196e-02,-3.5822030016e+00,4.8050968767e-01,1.8733786274e+00,-2.8083787250e+03,2.0389722177e-02,-2.8083583353e+03,-1.8880239826e-05,1.3157739965e-04,-1.1196166968e+00,-1.1012658394e+00,1.8350857479e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
266,2.6600000000e-02,1.0000000000e-04,511735,55,50,55,-2.8079057861e+03,4.8973374679e-01,4.8158689769e-01,2.7042772956e-02,-3.5829203253e+00,4.8075618465e-01,1.8734193939e+00,-2.8079057861e+03,2.0131923298e-02,-2.8078856542e+03,-1.8991650042e-05,1.3155665192e-04,-1.1192366999e+00,-1.1008485689e+00,1.8388131025e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
267,2.6700000000e-02,1.0000000000e-04,511735,55,50,55,-2.8074243576e+03,4.8986530344e-01,4.8154959659e-01,2.7023781306e-02,-3.5836423732e+00,4.8100264808e-01,1.8734596354e+00,-2.8074243576e+03,1.9874156704e-02,-2.8074044834e+03,-1.9047519938e-05,1.3153550439e-04,-1.1188541983e+00,-1.1004289182e+00,1.8425280060e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
268,2.6800000000e-02,1.0000000000e-04,511735,55,50,55,-2.8069370872e+03,4.8999683894e-01,4.8151241865e-01,2.7004733786e-02,-3.5843670410e+00,4.8124907716e-01,1.8734993519e+00,-2.8069370872e+03,1.9616423289e-02,-2.8069174707e+03,-1.9049396512e-05,1.3151401629e-04,-1.1184702691e+00,-1.1000079633e+00,1.8462305818e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
269,2.6900000000e-02,1.0000000000e-04,511735,55,50,55,-2.8064465585e+03,4.9012835296e-01,4.8147536290e-01,2.6985684390e-02,-3.5850922773e+00,4.8149547117e-01,1.8735385437e+00,-2.8064465585e+03,1.9358723832e-02,-2.8064271998e+03,-1.8999139093e-05,1.3149239365e-04,-1.1180859635e+00,-1.0995867542e+00,1.8499209280e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
270,2.7000000000e-02,1.0000000000e-04,511735,55,50,55,-2.8059552758e+03,4.9025984535e-01,4.8143842860e-01,2.6966685251e-02,-3.5858160963e+00,4.8174182978e-01,1.8735772108e+00,-2.8059552758e+03,1.9101058707e-02,-2.8059361747e+03,-1.8898891619e-05,1.3147071396e-04,-1.1177023005e+00,-1.0991663093e+00,1.8535991186e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
271,2.7100000000e-02,1.0000000000e-04,466135,50,55,55,-2.8054656498e+03,4.9039131607e-01,4.8140161524e-01,2.6947786359e-02,-3.5865365881e+00,4.8198815283e-01,1.8736153536e+00,-2.8054656498e+03,1.8843428136e-02,-2.8054468064e+03,-1.8751053837e-05,1.3144922714e-04,-1.1173202612e+00,-1.0987476091e+00,1.8572652038e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
272,2.7200000000e-02,1.0000000000e-04,466135,50,55,55,-2.8049799852e+03,4.9052276529e-01,4.8136492256e-01,2.6929035305e-02,-3.5872519296e+00,4.8223444060e-01,1.8736529724e+00,-2.8049799852e+03,1.8585831854e-02,-2.8049613993e+03,-1.8558253634e-05,1.3142801181e-04,-1.1169407833e+00,-1.0983315912e+00,1.8609192113e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
273,2.7300000000e-02,1.0000000000e-04,466135,50,55,55,-2.8045004684e+03,4.9065419331e-01,4.8132835051e-01,2.6910477052e-02,-3.5879603928e+00,4.8248069353e-01,1.8736900673e+00,-2.8045004684e+03,1.8328269438e-02,-2.8044821401e+03,-1.8323317133e-05,1.3140728233e-04,-1.1165647567e+00,-1.0979191452e+00,1.8645611468e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
274,2.7400000000e-02,1.0000000000e-04,466135,50,55,55,-2.8040291576e+03,4.9078560059e-01,4.8129189923e-01,2.6892153734e-02,-3.5886603536e+00,4.8272691245e-01,1.8737266389e+00,-2.8040291576e+03,1.8070740047e-02,-2.8040110868e+03,-1.8049238822e-05,1.3138695901e-04,-1.1161930192e+00,-1.0975111092e+00,1.8681909955e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
275,2.7500000000e-02,1.0000000000e-04,466135,50,55,55,-2.8035679737e+03,4.9091698755e-01,4.8125556907e-01,2.6874104496e-02,-3.5893502980e+00,4.8297309807e-01,1.8737626875e+00,-2.8035679737e+03,1.7813242996e-02,-2.8035501605e+03,-1.7739153327e-05,1.3136711468e-04,-1.1158263526e+00,-1.0971082654e+00,1.8718087231e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
276,2.7600000000e-02,1.0000000000e-04,466135,50,55,55,-2.8031186927e+03,4.9104835466e-01,4.8121936057e-01,2.6856365342e-02,-3.5900288284e+00,4.8321925121e-01,1.8737982133e+00,-2.8031186927e+03,1.7555777455e-02,-2.8031011369e+03,-1.7396307060e-05,1.3134776486e-04,-1.1154654800e+00,-1.0967113372e+00,1.8754142771e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
277,2.7700000000e-02,1.0000000000e-04,466135,50,55,55,-2.8026829388e+03,4.9117970243e-01,4.8118327443e-01,2.6838969035e-02,-3.5906946681e+00,4.8346537272e-01,1.8738332168e+00,-2.8026829388e+03,1.7298342566e-02,-2.8026656405e+03,-1.7024030935e-05,1.3132898262e-04,-1.1151110627e+00,-1.0963209868e+00,1.8790075882e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
278,2.7800000000e-02,1.0000000000e-04,466135,50,55,55,-2.8022621803e+03,4.9131103141e-01,4.8114731150e-01,2.6821945004e-02,-3.5913466654e+00,4.8371146360e-01,1.8738676984e+00,-2.8022621803e+03,1.7040937327e-02,-2.8022451393e+03,-1.6625713692e-05,1.3131090537e-04,-1.1147636987e+00,-1.0959378130e+00,1.8825885716e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
279,2.7900000000e-02,1.0000000000e-04,466135,50,55,55,-2.8018577248e+03,4.9144234231e-01,4.8111147279e-01,2.6805319291e-02,-3.5919837963e+00,4.8395752510e-01,1.8739016583e+00,-2.8018577248e+03,1.6783560464e-02,-2.8018409412e+03,-1.6204776284e-05,1.3129357386e-04,-1.1144239207e+00,-1.0955623494e+00,1.8861571286e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
280,2.8000000000e-02,1.0000000000e-04,429271,46,55,55,-2.8014707174e+03,4.9157363589e-01,4.8107575940e-01,2.6789114514e-02,-3.5926051659e+00,4.8420355855e-01,1.8739350971e+00,-2.8014707174e+03,1.6526210625e-02,-2.8014541912e+03,-1.5764647413e-05,1.3127659535e-04,-1.1140921954e+00,-1.0951950639e+00,1.8897131480e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
281,2.8100000000e-02,1.0000000000e-04,466135,50,55,55,-2.8011021390e+03,4.9170491248e-01,4.8104017258e-01,2.6773349867e-02,-3.5932100097e+00,4.8444956453e-01,1.8739680149e+00,-2.8011021390e+03,1.6268887229e-02,-2.8010858701e+03,-1.5308741294e-05,1.3126047214e-04,-1.1137689226e+00,-1.0948363575e+00,1.8932565076e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
282,2.8200000000e-02,1.0000000000e-04,466135,50,55,55,-2.8007528061e+03,4.9183617296e-01,4.8100471366e-01,2.6758041126e-02,-3.5937976933e+00,4.8469554459e-01,1.8740004122e+00,-2.8007528061e+03,1.6011588708e-02,-2.8007367945e+03,-1.4840435284e-05,1.3124548543e-04,-1.1134544356e+00,-1.0944865648e+00,1.8967870759e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
283,2.8300000000e-02,1.0000000000e-04,429271,46,55,55,-2.8004233722e+03,4.9196741844e-01,4.8096938402e-01,2.6743200690e-02,-3.5943677114e+00,4.8494150078e-01,1.8740322894e+00,-2.8004233722e+03,1.5754312942e-02,-2.8004076179e+03,-1.4363049424e-05,1.3123152457e-04,-1.1131490011e+00,-1.0941459539e+00,1.9003047133e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
284,2.8400000000e-02,1.0000000000e-04,429271,46,55,55,-2.8001143292e+03,4.9209864997e-01,4.8093418516e-01,2.6728837641e-02,-3.5949196863e+00,4.8518743496e-01,1.8740636469e+00,-2.8001143292e+03,1.5497058029e-02,-2.8000988321e+03,-1.3879827891e-05,1.3121858382e-04,-1.1128528204e+00,-1.0938147276e+00,1.9038092740e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
285,2.8500000000e-02,1.0000000000e-04,466135,50,55,55,-2.7998260106e+03,4.9222986855e-01,4.8089911859e-01,2.6714957813e-02,-3.5954533649e+00,4.8543334897e-01,1.8740944852e+00,-2.7998260106e+03,1.5239822079e-02,-2.7998107707e+03,-1.3393921667e-05,1.3120652246e-04,-1.1125660303e+00,-1.0934930242e+00,1.9073006071e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
286,2.8600000000e-02,1.0000000000e-04,429271,46,55,55,-2.7995585952e+03,4.9236107507e-01,4.8086418585e-01,2.6701563891e-02,-3.5959686162e+00,4.8567924438e-01,1.8741248045e+00,-2.7995585952e+03,1.4982603474e-02,-2.7995436125e+03,-1.2908372558e-05,1.3119548407e-04,-1.1122887050e+00,-1.0931809194e+00,1.9107785586e-02,interface,1,0,1,447024,48,48,48,1.0000000000e+00
287,2.8700000000e-02,1.0000000000e-04,429271,46,55,55,-2.7993121121e+03,4.9249227056e-01,4.8082938853e-01,2.6688655519e-02,-3.5964654269e+00,4.8592512305e-01,1.8741546053e+00,-2.7993121121e+03,1.4725400319e-02,-2.7992973867e+03,-1.2426098879e-05,1.3118545405e-04,-1.1120208575e+00,-1.0928784278e+00,1.9142429722e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
288,2.8800000000e-02,1.0000000000e-04,429271,46,55,55,-2.7990864462e+03,4.9262345601e-01,4.8079472821e-01,2.6676229420e-02,-3.5969438968e+00,4.8617098680e-01,1.8741838878e+00,-2.7990864462e+03,1.4468210743e-02,-2.7990719780e+03,-1.1949881030e-05,1.3116923234e-04,-1.1117624426e+00,-1.0925855057e+00,1.9176936913e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
289,2.8900000000e-02,1.0000000000e-04,511735,55,50,55,-2.7988813419e+03,4.9275462524e-01,4.8076020645e-01,2.6664279539e-02,-3.5974042344e+00,4.8641682396e-01,1.8742126508e+00,-2.7988813419e+03,1.4211046994e-02,-2.7988671309e+03,-1.1482354970e-05,1.3115505231e-04,-1.1115133587e+00,-1.0923020531e+00,1.9211305599e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
290,2.9000000000e-02,1.0000000000e-04,429271,46,55,55,-2.7986964152e+03,4.9288578029e-01,4.8072582481e-01,2.6652797184e-02,-3.5978467509e+00,4.8666263827e-01,1.8742408950e+00,-2.7986964152e+03,1.3953905178e-02,-2.7986824613e+03,-1.1025996989e-05,1.3114417598e-04,-1.1112734509e+00,-1.0920279167e+00,1.9245534242e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
291,2.9100000000e-02,1.0000000000e-04,466135,50,55,55,-2.7985311586e+03,4.9301692447e-01,4.8069158480e-01,2.6641771187e-02,-3.5982718544e+00,4.8690843587e-01,1.8742686212e+00,-2.7985311586e+03,1.3696778924e-02,-2.7985174618e+03,-1.0583115777e-05,1.3113568496e-04,-1.1110425142e+00,-1.0917628929e+00,1.9279621338e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
292,2.9200000000e-02,1.0000000000e-04,466135,50,55,55,-2.7983849486e+03,4.9314806016e-01,4.8065748790e-01,2.6631188071e-02,-3.5986800437e+00,4.8715422116e-01,1.8742958299e+00,-2.7983849486e+03,1.3439663664e-02,-2.7983715089e+03,-1.0155845937e-05,1.3112896466e-04,-1.1108202963e+00,-1.0915067309e+00,1.9313565424e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
293,2.9300000000e-02,1.0000000000e-04,466135,50,55,55,-2.7982570539e+03,4.9327918912e-01,4.8062353553e-01,2.6621032225e-02,-3.5990719017e+00,4.8739999739e-01,1.8743225217e+00,-2.7982570539e+03,1.3182556032e-02,-2.7982438713e+03,-9.7461420436e-06,1.3112360907e-04,-1.1106065014e+00,-1.0912591363e+00,1.9347365096e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
294,2.9400000000e-02,1.0000000000e-04,511735,55,50,55,-2.7981466445e+03,4.9341031273e-01,4.8058972904e-01,2.6611286083e-02,-3.5994480882e+00,4.8764576705e-01,1.8743486969e+00,-2.7981466445e+03,1.2925453461e-02,-2.7981337190e+03,-9.3557737971e-06,1.3111940085e-04,-1.1104007933e+00,-1.0910197743e+00,1.9381019014e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
295,2.9500000000e-02,1.0000000000e-04,466135,50,55,55,-2.7980528005e+03,4.9354143213e-01,4.8055606970e-01,2.6601930309e-02,-3.5998093332e+00,4.8789153221e-01,1.8743743557e+00,-2.7980528005e+03,1.2668353807e-02,-2.7980401322e+03,-8.9863223440e-06,1.3111622437e-04,-1.1102027997e+00,-1.0907882738e+00,1.9414525912e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
296,2.9600000000e-02,1.0000000000e-04,466135,50,55,55,-2.7979745217e+03,4.9367254835e-01,4.8052255871e-01,2.6592943987e-02,-3.6001564293e+00,4.8813729475e-01,1.8743994984e+00,-2.7979745217e+03,1.2411255154e-02,-2.7979621105e+03,-8.6391777421e-06,1.3111385296e-04,-1.1100121152e+00,-1.0905642306e+00,1.9447884608e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
297,2.9700000000e-02,1.0000000000e-04,466135,50,55,55,-2.7979107368e+03,4.9380366221e-01,4.8048919717e-01,2.6584304809e-02,-3.6004902245e+00,4.8838305611e-01,1.8744241252e+00,-2.7979107368e+03,1.2154156029e-02,-2.7978985826e+03,-8.3155379012e-06,1.3111228821e-04,-1.1098283056e+00,-1.0903472116e+00,1.9481094012e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
298,2.9800000000e-02,1.0000000000e-04,429271,46,55,55,-2.7978603127e+03,4.9393477450e-01,4.8045598608e-01,2.6575989271e-02,-3.6008116148e+00,4.8862881774e-01,1.8744482362e+00,-2.7978603127e+03,1.1897054957e-02,-2.7978484157e+03,-8.0164085555e-06,1.3111146206e-04,-1.1096509117e+00,-1.0901367586e+00,1.9514153129e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
299,2.9900000000e-02,1.0000000000e-04,466135,50,55,55,-2.7978220647e+03,4.9406588596e-01,4.8042292635e-01,2.6567972863e-02,-3.6011215365e+00,4.8887458094e-01,1.8744718316e+00,-2.7978220647e+03,1.1639950596e-02,-2.7978104247e+03,-7.7426037570e-06,1.3111129998e-04,-1.1094794529e+00,-1.0899323919e+00,1.9547061069e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
300,3.0000000000e-02,1.0000000000e-04,466135,50,55,55,-2.7977947652e+03,4.9419699726e-01,4.8039001877e-01,2.6560230259e-02,-3.6014209591e+00,4.8912034689e-01,1.8744949114e+00,-2.7977947652e+03,1.1382841749e-02,-2.7977833824e+03,-7.4947478852e-06,1.3111170893e-04,-1.1093134314e+00,-1.0897336144e+00,1.9579817049e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
301,3.0100000000e-02,1.0000000000e-04,466135,50,55,55,-2.7977771540e+03,4.9432810897e-01,4.8035726402e-01,2.6552735511e-02,-3.6017108775e+00,4.8936611661e-01,1.8745174758e+00,-2.7977771540e+03,1.1125727405e-02,-2.7977660283e+03,-7.2732786124e-06,1.3111259495e-04,-1.1091523357e+00,-1.0895399154e+00,1.9612420399e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
302,3.0200000000e-02,1.0000000000e-04,466135,50,55,55,-2.7977679468e+03,4.9445922156e-01,4.8032466266e-01,2.6545462233e-02,-3.6019923049e+00,4.8961189091e-01,1.8745395249e+00,-2.7977679468e+03,1.0868606732e-02,-2.7977570782e+03,-7.0784508578e-06,1.3111391477e-04,-1.1089956447e+00,-1.0893507742e+00,1.9644870564e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
303,3.0300000000e-02,1.0000000000e-04,466135,50,55,55,-2.7977658451e+03,4.9459033548e-01,4.8029221513e-01,2.6538383782e-02,-3.6022662658e+00,4.8985767055e-01,1.8745610586e+00,-2.7977658451e+03,1.0611478985e-02,-2.7977552337e+03,-6.9103414716e-06,1.3111556857e-04,-1.1088428311e+00,-1.0891656640e+00,1.9677167107e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
304,3.0400000000e-02,1.0000000000e-04,466135,50,55,55,-2.7977695445e+03,4.9472145105e-01,4.8025992177e-01,2.6531473440e-02,-3.6025337888e+00,4.9010345607e-01,1.8745820771e+00,-2.7977695445e+03,1.0354343617e-02,-2.7977591902e+03,-6.7688549178e-06,1.3111753194e-04,-1.1086933652e+00,-1.0889840555e+00,1.9709309710e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
305,3.0500000000e-02,1.0000000000e-04,429271,46,55,55,-2.7977777436e+03,4.9485256858e-01,4.8022778278e-01,2.6524704585e-02,-3.6027959002e+00,4.9034924799e-01,1.8746025803e+00,-2.7977777436e+03,1.0097200126e-02,-2.7977676464e+03,-6.6537297427e-06,1.3111973626e-04,-1.1085467183e+00,-1.0888054201e+00,1.9741298176e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
306,3.0600000000e-02,1.0000000000e-04,511735,55,50,55,-2.7977891523e+03,4.9498368831e-01,4.8019579824e-01,2.6518050856e-02,-3.6030536170e+00,4.9059504671e-01,1.8746225683e+00,-2.7977891523e+03,9.8400481455e-03,-2.7977793123e+03,-6.5645458166e-06,1.3112209529e-04,-1.1084023660e+00,-1.0886292336e+00,1.9773132425e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
307,3.0700000000e-02,1.0000000000e-04,511735,55,50,55,-2.7978024999e+03,4.9511481041e-01,4.8016396811e-01,2.6511486310e-02,-3.6033079410e+00,4.9084085243e-01,1.8746420409e+00,-2.7978024999e+03,9.5828874774e-03,-2.7977929170e+03,-6.5007321233e-06,1.3112435486e-04,-1.1082597918e+00,-1.0884549793e+00,1.9804812498e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
308,3.0800000000e-02,1.0000000000e-04,511735,55,50,55,-2.7978165421e+03,4.9524593476e-01,4.8013229226e-01,2.6504985578e-02,-3.6035598532e+00,4.9108666490e-01,1.8746609983e+00,-2.7978165421e+03,9.3257184231e-03,-2.7978072164e+03,-6.4615763405e-06,1.3112674442e-04,-1.1081184895e+00,-1.0882821510e+00,1.9836338551e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
309,3.0900000000e-02,1.0000000000e-04,466135,50,55,55,-2.7978300688e+03,4.9537706151e-01,4.8010077041e-01,2.6498524001e-02,-3.6038103076e+00,4.9133248431e-01,1.8746794403e+00,-2.7978300688e+03,9.0685408336e-03,-2.7978210002e+03,-6.4462333538e-06,1.3112922543e-04,-1.1079779668e+00,-1.0881102560e+00,1.9867710856e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
310,3.1000000000e-02,1.0000000000e-04,466135,50,55,55,-2.7978419104e+03,4.9550819073e-01,4.8006940218e-01,2.6492077768e-02,-3.6040602265e+00,4.9157831076e-01,1.8746973670e+00,-2.7978419104e+03,8.8113546354e-03,-2.7978330990e+03,-6.4537353714e-06,1.3113169209e-04,-1.1078377474e+00,-1.0879388176e+00,1.9898929797e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
311,3.1100000000e-02,1.0000000000e-04,466135,50,55,55,-2.7978509438e+03,4.9563932243e-01,4.8003818708e-01,2.6485624033e-02,-3.6043104956e+00,4.9182414414e-01,1.8747147782e+00,-2.7978509438e+03,8.5541599627e-03,-2.7978423896e+03,-6.4830025785e-06,1.3113408877e-04,-1.1076973738e+00,-1.0877673779e+00,1.9929995865e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
312,3.1200000000e-02,1.0000000000e-04,466135,50,55,55,-2.7978560984e+03,4.9577045651e-01,4.8000712453e-01,2.6479141030e-02,-3.6045619593e+00,4.9206998427e-01,1.8747316740e+00,-2.7978560984e+03,8.2969570586e-03,-2.7978478015e+03,-6.5328542308e-06,1.3113630391e-04,-1.1075564095e+00,-1.0875954998e+00,1.9960909653e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
313,3.1300000000e-02,1.0000000000e-04,466135,50,55,55,-2.7978563609e+03,4.9590159282e-01,4.7997621383e-01,2.6472608176e-02,-3.6048154172e+00,4.9231583073e-01,1.8747480543e+00,-2.7978563609e+03,8.0397463853e-03,-2.7978483211e+03,-6.6020200022e-06,1.3113829421e-04,-1.1074144411e+00,-1.0874227692e+00,1.9991671856e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
