points_per_cell,radius_probe_m,probe_kind,number_cdf_eulerian,number_cdf_cohort,number_cdf_absolute_error,M3_cdf_eulerian,M3_cdf_cohort,M3_cdf_absolute_error
1,1.3615854605619237e-08,independent_subcell_probe,0.9969452322036525,0.9968896573866453,5.5574817007242316e-05,0.9898791958975858,0.9897184430202041,0.00016075287738170907
1,1.3621551024306818e-08,independent_subcell_probe,0.9969730196121562,0.9970008070206599,2.7787408503621158e-05,0.9899597238047625,0.9900403528036292,8.062899886673858e-05
1,1.36272474429944e-08,canonical_cell_edge,0.9970008070206599,0.9970008070206599,0.0,0.990040352803629,0.9900403528036292,2.220446049250313e-16
1,1.3632953402430131e-08,independent_subcell_probe,0.9970276965555812,0.9970008070206599,2.688953492135937e-05,0.9901184744875046,0.9900403528036292,7.81216838753318e-05
1,1.3638659361865863e-08,independent_subcell_probe,0.9970545860905026,0.9970008070206599,5.377906984271874e-05,0.9901966943245336,0.9900403528036292,0.00015634152090437947
1,1.3644365321301593e-08,independent_subcell_probe,0.9970814756254239,0.9971083651603453,2.688953492135937e-05,0.9902750123968959,0.9903534287868054,7.841638990957467e-05
1,1.3650071280737325e-08,canonical_cell_edge,0.9971083651603453,0.9971083651603453,0.0,0.9903534287868052,0.9903534287868054,2.220446049250313e-16
1,1.36557867969007e-08,independent_subcell_probe,0.9971343821164157,0.9971083651603453,2.6016956070407105e-05,0.9904293958121062,0.9903534287868054,7.59670253007716e-05
1,1.3661502313064072e-08,independent_subcell_probe,0.997160399072486,0.9971083651603453,5.203391214070319e-05,0.9905054582834182,0.9903534287868054,0.0001520294966127489
1,1.3667217829227447e-08,independent_subcell_probe,0.9971864160285563,0.9972124329846267,2.6016956070407105e-05,0.9905816162806541,0.9906578698837609,7.625360310681284e-05
1,1.3672933345390821e-08,canonical_cell_edge,0.9972124329846267,0.9972124329846267,0.0,0.9906578698837607,0.9906578698837609,2.220446049250313e-16
1,1.3678658434288092e-08,independent_subcell_probe,0.997237602081036,0.9972124329846267,2.5169096409261016e-05,0.9907317311236105,0.9906578698837609,7.386123984953752e-05
1,1.3684383523185363e-08,independent_subcell_probe,0.9972627711774453,0.9972124329846267,5.0338192818633054e-05,0.9908056851637339,0.9906578698837609,0.00014781527997298483
1,1.3690108612082636e-08,independent_subcell_probe,0.9972879402738546,0.997313109370264,2.5169096409372038e-05,0.9908797320818282,0.9909538719556245,7.413987379623066e-05
1,1.3695833700979907e-08,canonical_cell_edge,0.997313109370264,0.997313109370264,0.0,0.9909538719556243,0.9909538719556245,1.1102230246251565e-16
1,1.370156837864414e-08,independent_subcell_probe,0.9973374547589557,0.997313109370264,2.4345388691782155e-05,0.9910256755217666,0.9909538719556245,7.180356614211458e-05
1,1.3707303056308374e-08,independent_subcell_probe,0.9973618001476475,0.997313109370264,4.869077738356431e-05,0.9910975693028926,0.9909538719556245,0.00014369734726815686
1,1.3713037733972606e-08,independent_subcell_probe,0.9973861455363392,0.997410490925031,2.4345388691782155e-05,0.9911695533745358,0.9912416278122613,7.207443772550004e-05
1,1.3718772411636839e-08,canonical_cell_edge,0.997410490925031,0.997410490925031,0.0,0.9912416278122612,0.9912416278122613,1.1102230246251565e-16
1,1.372451669412795e-08,independent_subcell_probe,0.9974340361990444,0.997410490925031,2.3545274013381245e-05,0.9913114210558814,0.9912416278122613,6.979324362010875e-05
1,1.373026097661906e-08,independent_subcell_probe,0.9974575814730576,0.997410490925031,4.709054802665147e-05,0.9913813019886887,0.9912416278122613,0.00013967417642735125
1,1.3736005259110172e-08,independent_subcell_probe,0.9974811267470708,0.9975046720210842,2.3545274013381245e-05,0.9914512706841017,0.99152132721557,7.005653146829882e-05
1,1.3741749541601283e-08,canonical_cell_edge,0.9975046720210842,0.9975046720210842,0.0,0.9915213272155697,0.99152132721557,2.220446049250313e-16
1,1.3747503445006087e-08,independent_subcell_probe,0.9975274402229379,0.9975046720210842,2.276820185376227e-05,0.9915891567285272,0.99152132721557,6.782951295725148e-05
1,1.3753257348410893e-08,independent_subcell_probe,0.9975502084247919,0.9975046720210842,4.553640370774659e-05,0.991657071463414,0.99152132721557,0.00013574424784401629
1,1.3759011251815697e-08,independent_subcell_probe,0.9975729766266457,0.9975957448284996,2.2768201853873293e-05,0.9917250714915824,0.9917931568844156,6.808539283320592e-05
1,1.37647651552205e-08,canonical_cell_edge,0.9975957448284996,0.9975957448284996,0.0,0.9917931568844155,0.9917931568844156,1.1102230246251565e-16
1,1.3770528695652757e-08,independent_subcell_probe,0.9976177584586103,0.9975957448284996,2.2013630110784277e-05,0.9918590685008659,0.9917931568844156,6.59116164503093e-05
1,1.3776292236085012e-08,independent_subcell_probe,0.997639772088721,0.9975957448284996,4.402726022145753e-05,0.9919250629295742,0.9917931568844156,0.00013190604515855853
1,1.3782055776517267e-08,independent_subcell_probe,0.9976617857188318,0.9976837993489425,2.2013630110673255e-05,0.9919911402398751,0.9920573005011335,6.616026125838559e-05
1,1.3787819316949524e-08,canonical_cell_edge,0.9976837993489425,0.9976837993489425,0.0,0.9920573005011334,0.9920573005011335,1.1102230246251565e-16
1,1.3793592510549979e-08,independent_subcell_probe,0.9977050803740685,0.9976837993489425,2.12810251259965e-05,0.9921213392995334,0.9920573005011335,6.403879839989024e-05
1,1.3799365704150434e-08,independent_subcell_probe,0.9977263613991945,0.9976837993489425,4.2562050251993e-05,0.9921854585571569,0.9920573005011335,0.00012815805602339747
1,1.3805138897750887e-08,independent_subcell_probe,0.9977476424243207,0.9977689234494466,2.1281025125885478e-05,0.992249658341369,0.992313938719563,6.428037819394827e-05
1,1.3810912091351342e-08,canonical_cell_edge,0.9977689234494466,0.9977689234494466,0.0,0.9923139387195629,0.992313938719563,1.1102230246251565e-16
1,1.3816694954287777e-08,independent_subcell_probe,0.9977894933111527,0.9977689234494466,2.0569861706176695e-05,0.9923761490250429,0.992313938719563,6.221030547992612e-05
1,1.382247781722421e-08,independent_subcell_probe,0.9978100631728588,0.9977689234494466,4.113972341224237e-05,0.992438437492403,0.992313938719563,0.00012449877284004263
1,1.3828260680160644e-08,independent_subcell_probe,0.9978306330345649,0.9978512028962709,2.0569861706065673e-05,0.9925008041870845,0.9925632491745568,6.244498747232097e-05
1,1.3834043543097078e-08,canonical_cell_edge,0.9978512028962709,0.9978512028962709,0.0,0.9925632491745567,0.9925632491745568,1.1102230246251565e-16
1,1.383983609156435e-08,independent_subcell_probe,0.9978710825194068,0.9978512028962709,1.9879623135876656e-05,0.9926236745616531,0.9925632491745568,6.042538709627454e-05
1,1.3845628640031622e-08,independent_subcell_probe,0.9978909621425425,0.9978512028962709,3.975924627153127e-05,0.9926841758680333,0.9925632491745568,0.00012092669347640861
1,1.3851421188498894e-08,independent_subcell_probe,0.9979108417656782,0.9979307213888141,1.9879623135876656e-05,0.9927447531572615,0.9928054064929287,6.065333566718234e-05
1,1.3857213736966165e-08,canonical_cell_edge,0.9979307213888141,0.9979307213888141,0.0,0.9928054064929286,0.9928054064929287,1.1102230246251565e-16
1,1.386301598718626e-08,independent_subcell_probe,0.9979499311899984,0.9979307213888141,1.9209801184305597e-05,0.9928640897886565,0.9928054064929287,5.8683295727779416e-05
1,1.3868818237406353e-08,independent_subcell_probe,0.9979691409911828,0.9979307213888141,3.8419602368722217e-05,0.9929228468148809,0.9928054064929287,0.00011744032195215581
1,1.3874620487626448e-08,independent_subcell_probe,0.9979883507923673,0.9980075605935516,1.9209801184305597e-05,0.9929816776333334,0.9930405823057712,5.890467243774289e-05
1,1.3880422737846542e-08,canonical_cell_edge,0.9980075605935516,0.9980075605935516,0.0,0.9930405823057711,0.9930405823057712,1.1102230246251565e-16
1,1.388623470606861e-08,independent_subcell_probe,0.9980261204896593,0.9980075605935516,1.8559896107772644e-05,0.9930975655930351,0.9930405823057712,5.698328726388979e-05
1,1.389204667429068e-08,independent_subcell_probe,0.9980446803857669,0.9980075605935516,3.7119792215323244e-05,0.9931546204748816,0.9930405823057712,0.00011403816911037534
1,1.389785864251275e-08,independent_subcell_probe,0.9980632402818747,0.9980818001779822,1.85598961075506e-05,0.9932117470112539,0.9932689452621204,5.719825086647479e-05
1,1.3903670610734818e-08,canonical_cell_edge,0.9980818001779822,0.9980818001779822,0.0,0.9932689452621202,0.9932689452621204,2.220446049250313e-16
1,1.3909492313235231e-08,independent_subcell_probe,0.9980997295946237,0.9980818001779822,1.7929416641471185e-05,0.9933242698834407,0.9932689452621204,5.532462132029625e-05
1,1.3915314015735644e-08,independent_subcell_probe,0.9981176590112651,0.9980818001779822,3.585883328294237e-05,0.9933796640153731,0.9932689452621204,0.0001107187532527476
1,1.3921135718236057e-08,independent_subcell_probe,0.9981355884279064,0.9981535178445479,1.7929416641471185e-05,0.9934351277161158,0.9934906610438918,5.5533327776080554e-05
1,1.392695742073647e-08,canonical_cell_edge,0.9981535178445479,0.9981535178445479,0.0,0.9934906610438917,0.9934906610438918,1.1102230246251565e-16
1,1.3932788873818854e-08,independent_subcell_probe,0.9981708357245397,0.9981535178445479,1.731787999181833e-05,0.9935443676054451,0.9934906610438918,5.3706561553235055e-05
1,1.393862032690124e-08,independent_subcell_probe,0.9981881536045315,0.9981535178445479,3.463575998363666e-05,0.9935981416446578,0.9934906610438918,0.00010748060076593013
1,1.3944451779983626e-08,independent_subcell_probe,0.9982054714845233,0.9982227893645153,1.7317879991929352e-05,0.9936519832180265,0.9937058923820709,5.390916404435231e-05
1,1.395028323306601e-08,canonical_cell_edge,0.9982227893645153,0.9982227893645153,0.0,0.9937058923820707,0.9937058923820709,1.1102230246251565e-16
1,1.3956124453061305e-08,independent_subcell_probe,0.998239514176333,0.9982227893645153,1.6724811817803165e-05,0.9937580207580219,0.9937058923820709,5.21283759510327e-05
1,1.3961965673056598e-08,independent_subcell_probe,0.9982562389881507,0.9982227893645153,3.344962363549531e-05,0.9938102146287787,0.9937058923820709,0.00010432224670786638
1,1.3967806893051892e-08,independent_subcell_probe,0.9982729637999685,0.9982896886117864,1.6724811817803165e-05,0.993862474049177,0.9939147990740761,5.2325024899047e-05
1,1.3973648113047186e-08,canonical_cell_edge,0.9982896886117864,0.9982896886117864,0.0,0.9939147990740759,0.9939147990740761,2.220446049250313e-16
1,1.3979499116313677e-08,independent_subcell_probe,0.9983058383579961,0.9982896886117864,1.614974620978149e-05,0.993965388411201,0.9939147990740761,5.0589337124873346e-05
1,1.3985350119580167e-08,independent_subcell_probe,0.9983219881042059,0.9982896886117864,3.229949241956298e-05,0.9940160413094622,0.9939147990740761,0.00010124223538610089
1,1.3991201122846658e-08,independent_subcell_probe,0.9983381378504157,0.9983542875966257,1.6149746210003535e-05,0.9940667578220764,0.9941175380022835,5.078018020709951e-05
1,1.3997052126113149e-08,canonical_cell_edge,0.9983542875966257,0.9983542875966257,0.0,0.9941175380022833,0.9941175380022835,2.220446049250313e-16
1,1.4002912929036521e-08,independent_subcell_probe,0.9983698798222883,0.9983542875966257,1.5592225662608428e-05,0.9941666267248618,0.9941175380022835,4.908872257824992e-05
1,1.4008773731959892e-08,independent_subcell_probe,0.9983854720479508,0.9983542875966257,3.118445132510583e-05,0.9942157771231834,0.9941175380022835,9.823912089990117e-05
1,1.4014634534883265e-08,independent_subcell_probe,0.9984010642736134,0.9984166564992761,1.559222566271945e-05,0.9942649892488871,0.994314263153633,4.927390474596116e-05
1,1.4020495337806637e-08,canonical_cell_edge,0.9984166564992761,0.9984166564992761,0.0,0.9943142631536328,0.994314263153633,2.220446049250313e-16
1,1.4026365956800021e-08,independent_subcell_probe,0.9984317083003192,0.9984166564992761,1.5051801043108881e-05,0.994361888968605,0.994314263153633,4.762581497197438e-05
1,1.4032236575793405e-08,independent_subcell_probe,0.9984467601013625,0.9984166564992761,3.0103602086328785e-05,0.9944095746213032,0.994314263153633,9.531146767016718e-05
1,1.403810719478679e-08,independent_subcell_probe,0.9984618119024055,0.9984768637034487,1.5051801043219903e-05,0.9944573201618274,0.9945051256402982,4.780547847083039e-05
1,1.4043977813780173e-08,canonical_cell_edge,0.9984768637034487,0.9984768637034487,0.0,0.9945051256402981,0.9945051256402982,1.1102230246251565e-16
1,1.4049858265284189e-08,independent_subcell_probe,0.9984913917350023,0.9984768637034487,1.4528031553662224e-05,0.9945513255426716,0.9945051256402982,4.619990237331173e-05
1,1.4055738716788204e-08,independent_subcell_probe,0.9985059197665561,0.9984768637034487,2.905606310743547e-05,0.9945975834912352,0.9945051256402982,9.245785093692227e-05
1,1.4061619168292218e-08,independent_subcell_probe,0.99852044779811,0.9985349758296637,1.4528031553662224e-05,0.9946438995345885,0.994690273721352,4.637418676345373e-05
1,1.4067499619796234e-08,canonical_cell_edge,0.9985349758296637,0.9985349758296637,0.0,0.9946902737213518,0.994690273721352,2.220446049250313e-16
1,1.4073389920279034e-08,independent_subcell_probe,0.9985489963143545,0.9985349758296637,1.402048469079098e-05,0.9947350839998489,0.994690273721352,4.481027849689845e-05
1,1.4079280220761836e-08,independent_subcell_probe,0.9985630167990454,0.9985349758296637,2.8040969381692982e-05,0.9947799505785937,0.994690273721352,8.967685724170504e-05
1,1.4085170521244638e-08,independent_subcell_probe,0.9985770372837361,0.998591057768427,1.4020484690902002e-05,0.9948248735047239,0.9948698528253974,4.497932067348831e-05
1,1.4091060821727439e-08,canonical_cell_edge,0.998591057768427,0.998591057768427,0.0,0.9948698528253973,0.9948698528253974,1.1102230246251565e-16
1,1.4096960987684764e-08,independent_subcell_probe,0.9986045865046264,0.998591057768427,1.352873619930861e-05,0.9949133090683303,0.9948698528253974,4.3456242932893296e-05
1,1.4102861153642088e-08,independent_subcell_probe,0.9986181152408254,0.998591057768427,2.7057472398395177e-05,0.9949568199102823,0.9948698528253974,8.696708488487026e-05
1,1.4108761319599413e-08,independent_subcell_probe,0.9986316439770248,0.9986451727132241,1.352873619930861e-05,0.9950003853969664,0.9950440055741157,4.3620177149206185e-05
1,1.4114661485556739e-08,canonical_cell_edge,0.9986451727132241,0.9986451727132241,0.0,0.9950440055741155,0.9950440055741157,1.1102230246251565e-16
1,1.4120571533511954e-08,independent_subcell_probe,0.9986582250832459,0.9986451727132241,1.3052370021804371e-05,0.9950861426754792,0.9950440055741157,4.213710136358184e-05
1,1.4126481581467167e-08,independent_subcell_probe,0.9986712774532678,0.9986451727132241,2.6104740043719765e-05,0.9951283327184742,0.9950440055741157,8.43271443585758e-05
1,1.413239162942238e-08,independent_subcell_probe,0.9986843298232895,0.9986973821933114,1.3052370021915394e-05,0.9951705757474264,0.9952128718066802,4.229605925376578e-05
1,1.4138301677377595e-08,canonical_cell_edge,0.9986973821933114,0.9986973821933114,0.0,0.9952128718066799,0.9952128718066802,2.220446049250313e-16
1,1.4144221623881739e-08,independent_subcell_probe,0.9987099731715576,0.9986973821933114,1.259097824624078e-05,0.9952537239724515,0.9952128718066802,4.0852165771321225e-05
1,1.4150141570385882e-08,independent_subcell_probe,0.9987225641498038,0.9986973821933114,2.518195649237054e-05,0.9952946274654435,0.9952128718066802,8.175565876333835e-05
1,1.4156061516890025e-08,independent_subcell_probe,0.99873515512805,0.998747746106296,1.2590978246018736e-05,0.9953355823286303,0.9953765886050042,4.1006276373933837e-05
1,1.4161981463394168e-08,canonical_cell_edge,0.998747746106296,0.998747746106296,0.0,0.9953765886050041,0.9953765886050042,1.1102230246251565e-16
1,1.4167911325026e-08,independent_subcell_probe,0.9987598902673421,0.998747746106296,1.21441610461126e-05,0.9954161893596377,0.9953765886050042,3.960075463349533e-05
1,1.4173841186657834e-08,independent_subcell_probe,0.9987720344283881,0.998747746106296,2.428832209211418e-05,0.9954558398692017,0.9953765886050042,7.925126419749962e-05
1,1.4179771048289668e-08,independent_subcell_probe,0.9987841785894342,0.9987963227504801,1.2144161045890556e-05,0.9954955401753541,0.99553529031977,3.97501444158177e-05
1,1.41857009099215e-08,canonical_cell_edge,0.9987963227504801,0.9987963227504801,0.0,0.9955352903197698,0.99553529031977,1.1102230246251565e-16
1,1.419164070328755e-08,independent_subcell_probe,0.998808034277101,0.9987963227504801,1.1711526620827861e-05,0.9955736725128784,0.99553529031977,3.8382193108477125e-05
1,1.41975804966536e-08,independent_subcell_probe,0.9988197458037216,0.9987963227504801,2.3423053241433678e-05,0.9956121029299001,0.99553529031977,7.681261013015028e-05
1,1.4203520290019653e-08,independent_subcell_probe,0.9988314573303423,0.998843168856963,1.1711526620716839e-05,0.995650581611211,0.9956891085972037,3.852698599271509e-05
1,1.4209460083385703e-08,canonical_cell_edge,0.998843168856963,0.998843168856963,0.0,0.9956891085972035,0.9956891085972037,2.220446049250313e-16
1,1.4215409825120314e-08,independent_subcell_probe,0.9988544615480925,0.998843168856963,1.1292691129538568e-05,0.9957263044104142,0.9956891085972037,3.7195813210488815e-05
1,1.4221359566854923e-08,independent_subcell_probe,0.998865754239222,0.998843168856963,2.2585382258966114e-05,0.9957635469569541,0.9956891085972037,7.443835975040614e-05
1,1.4227309308589533e-08,independent_subcell_probe,0.9988770469303513,0.9988883396214808,1.1292691129538568e-05,0.9958008362759511,0.9958381724065495,3.733613059841989e-05
1,1.4233259050324144e-08,canonical_cell_edge,0.9988883396214808,0.9988883396214808,0.0,0.9958381724065494,0.9958381724065495,1.1102230246251565e-16
1,1.4239218757089516e-08,independent_subcell_probe,0.9988992269001047,0.9988883396214808,1.0887278623861185e-05,0.9958742133605246,0.9958381724065495,3.604095397513607e-05
1,1.4245178463854886e-08,independent_subcell_probe,0.9989101141787287,0.9988883396214808,2.1774557247833393e-05,0.9959102995968481,0.9958381724065495,7.21271902985876e-05
1,1.4251138170620258e-08,independent_subcell_probe,0.9989210014573525,0.9989318887359764,1.0887278623861185e-05,0.9959464311534328,0.9959826080682078,3.6176914774976865e-05
1,1.425709787738563e-08,canonical_cell_edge,0.9989318887359764,0.9989318887359764,0.0,0.9959826080682077,0.9959826080682078,1.1102230246251565e-16
1,1.4263067565871871e-08,independent_subcell_probe,0.9989423836569526,0.9989318887359764,1.0494920976267252e-05,0.9960175250298203,0.9959826080682078,3.491696161250779e-05
1,1.4269037254358113e-08,independent_subcell_probe,0.9989528785779289,0.9989318887359764,2.0989841952534505e-05,0.996052485861582,0.9959826080682078,6.987779337419564e-05
1,1.4275006942844357e-08,independent_subcell_probe,0.9989633734989053,0.9989738684198817,1.0494920976378275e-05,0.9960874906002231,0.9961225392824897,3.504868226666957e-05
1,1.4280976631330599e-08,canonical_cell_edge,0.9989738684198817,0.9989738684198817,0.0,0.9961225392824896,0.9961225392824897,1.1102230246251565e-16
1,1.4286956318255774e-08,independent_subcell_probe,0.9989839836776876,0.9989738684198817,1.0115257805920486e-05,0.9961563624721445,0.9961225392824897,3.382318965472475e-05
1,1.4292936005180949e-08,independent_subcell_probe,0.9989940989354935,0.9989738684198817,2.023051561184097e-05,0.9961902281577181,0.9961225392824897,6.768887522834444e-05
1,1.4298915692106124e-08,independent_subcell_probe,0.9990042141932994,0.9990143294511052,1.0115257805809463e-05,0.9962241363747903,0.9962580871589567,3.395078416634778e-05
1,1.4304895379031298e-08,canonical_cell_edge,0.9990143294511052,0.9990143294511052,0.0,0.9962580871589565,0.9962580871589567,2.220446049250313e-16
1,1.431088508114147e-08,independent_subcell_probe,0.9990240773875066,0.9990143294511052,9.747936401405255e-06,0.9962908461580452,0.9962580871589567,3.275899908850022e-05
1,1.4316874783251642e-08,independent_subcell_probe,0.9990338253239082,0.9990143294511052,1.9495872802921532e-05,0.9963236463159891,0.9962580871589567,6.555915703243542e-05
1,1.4322864485361813e-08,independent_subcell_probe,0.9990435732603096,0.999053321196711,9.747936401405255e-06,0.9963564876672487,0.9963893702462991,3.288257905043057e-05
1,1.4328854187471984e-08,canonical_cell_edge,0.999053321196711,0.999053321196711,0.0,0.996389370246299,0.9963893702462991,1.1102230246251565e-16
1,1.4334853921541263e-08,independent_subcell_probe,0.9990627138083529,0.999053321196711,9.39261164190075e-06,0.9964210940047827,0.9963893702462991,3.172375848359277e-05
1,1.434085365561054e-08,independent_subcell_probe,0.9990721064199948,0.999053321196711,1.87852232838015e-05,0.996452857621431,0.9963893702462991,6.348737513184322e-05
1,1.434685338967982e-08,independent_subcell_probe,0.9990814990316365,0.9990908916432784,9.39261164190075e-06,0.9964846611296155,0.996516504562722,3.1843433106470975e-05
1,1.4352853123749099e-08,canonical_cell_edge,0.9990908916432784,0.9990908916432784,0.0,0.9965165045627218,0.996516504562722,2.220446049250313e-16
1,1.435886290657969e-08,independent_subcell_probe,0.9990999405891927,0.9990908916432784,9.048945914358342e-06,0.9965472214068293,0.996516504562722,3.071684410727027e-05
1,1.4364872689410282e-08,independent_subcell_probe,0.9991089895351071,0.9990908916432784,1.8097891828716683e-05,0.9965779768440004,0.996516504562722,6.147228127839632e-05
1,1.4370882472240873e-08,independent_subcell_probe,0.9991180384810215,0.9991270874269359,9.048945914358342e-06,0.9966087709065478,0.9966396036267968,3.083272024906325e-05
1,1.4376892255071464e-08,canonical_cell_edge,0.9991270874269359,0.9991270874269359,0.0,0.9966396036267967,0.9966396036267968,1.1102230246251565e-16
1,1.4382912103493714e-08,independent_subcell_probe,0.9991358040359661,0.9991270874269359,8.716609030234856e-06,0.9966693412668307,0.9966396036267968,2.97376400338889e-05
1,1.4388931951915963e-08,independent_subcell_probe,0.9991445206449963,0.9991270874269359,1.743321806035869e-05,0.9966991162696428,0.9966396036267968,5.9512642845982455e-05
1,1.4394951800338213e-08,independent_subcell_probe,0.9991532372540263,0.9991619538630564,8.716609030123834e-06,0.9967289286665156,0.9967587784887443,2.984982222864474e-05
1,1.4400971648760463e-08,canonical_cell_edge,0.9991619538630564,0.9991619538630564,0.0,0.9967587784887442,0.9967587784887443,1.1102230246251565e-16
1,1.4407001579632906e-08,independent_subcell_probe,0.999170349141194,0.9991619538630564,8.395278137562912e-06,0.9967875640269852,0.9967587784887443,2.8785538240927444e-05
1,1.441303151050535e-08,independent_subcell_probe,0.9991787444193316,0.9991619538630564,1.6790556275236845e-05,0.9968163857317707,0.9967587784887443,5.760724302639186e-05
1,1.4419061441377796e-08,independent_subcell_probe,0.9991871396974691,0.9991955349756068,8.395278137673934e-06,0.9968452436333816,0.9968741377621111,2.8894128729528568e-05
1,1.4425091372250239e-08,canonical_cell_edge,0.9991955349756068,0.9991955349756068,0.0,0.9968741377621109,0.9968741377621111,2.220446049250313e-16
1,1.4431131402459649e-08,independent_subcell_probe,0.9992036196132414,0.9991955349756068,8.084637634686587e-06,0.9969019977008126,0.9968741377621111,2.7859938701468856e-05
1,1.4437171432669057e-08,independent_subcell_probe,0.9992117042508759,0.9991955349756068,1.616927526915113e-05,0.9969298926431228,0.9968741377621111,5.575488101172699e-05
1,1.4443211462878465e-08,independent_subcell_probe,0.9992197888885105,0.999227873526145,8.084637634464542e-06,0.9969578226183486,0.9969857876558097,2.7965037461052944e-05
1,1.4449251493087875e-08,canonical_cell_edge,0.999227873526145,0.999227873526145,0.0,0.9969857876558095,0.9969857876558097,2.220446049250313e-16
1,1.4455301639549303e-08,independent_subcell_probe,0.9992356579052226,0.999227873526145,7.784379077668824e-06,0.997012747905274,0.9969857876558097,2.6960249464358377e-05
1,1.446135178601073e-08,independent_subcell_probe,0.9992434422843002,0.999227873526145,1.5568758155226625e-05,0.9970397420279651,0.9969857876558097,5.395437215538479e-05
1,1.446740193247216e-08,independent_subcell_probe,0.9992512266633778,0.9992590110424554,7.784379077557801e-06,0.9970667700522436,0.997093832006482,2.7061954238405406e-05
1,1.4473452078933588e-08,canonical_cell_edge,0.9992590110424554,0.9992590110424554,0.0,0.9970938320064819,0.997093832006482,1.1102230246251565e-16
1,1.447951235859042e-08,independent_subcell_probe,0.9992665052435458,0.9992590110424554,7.4942010903633616e-06,0.9971199178932093,0.997093832006482,2.6085886727256202e-05
1,1.4485572638247252e-08,independent_subcell_probe,0.9992739994446362,0.9992590110424554,1.4988402180837745e-05,0.997146036554602,0.997093832006482,5.2204548119938465e-05
1,1.4491632917904085e-08,independent_subcell_probe,0.9992814936457267,0.9992889878468172,7.494201090474384e-06,0.9971721880181008,0.9971983723111585,2.618429305767389e-05
1,1.4497693197560917e-08,canonical_cell_edge,0.9992889878468172,0.9992889878468172,0.0,0.9971983723111583,0.9971983723111585,2.220446049250313e-16
1,1.4503763627384915e-08,independent_subcell_probe,0.9992962016560875,0.9992889878468172,7.213809270267824e-06,0.99722360858606,0.9971983723111585,2.523627490147451e-05
1,1.4509834057208915e-08,independent_subcell_probe,0.9993034154653576,0.9992889878468172,1.4427618540424625e-05,0.9972488765681631,0.9971983723111585,5.0504257004591047e-05
1,1.4515904487032913e-08,independent_subcell_probe,0.9993106292746277,0.9993178430838979,7.213809270267824e-06,0.9972741762840147,0.9972995077601734,2.5331476158685362e-05
1,1.4521974916856911e-08,canonical_cell_edge,0.9993178430838979,0.9993178430838979,0.0,0.9972995077601732,0.9972995077601734,2.220446049250313e-16
1,1.4528055513848265e-08,independent_subcell_probe,0.9993247859999909,0.9993178430838979,6.942916092933515e-06,0.9973239186068444,0.9972995077601734,2.441084667104132e-05
1,1.4534136110839618e-08,independent_subcell_probe,0.9993317289160836,0.9993178430838979,1.3885832185644986e-05,0.9973483601236377,0.9972995077601734,4.885236346430233e-05
1,1.454021670783097e-08,independent_subcell_probe,0.9993386718321764,0.9993456147482693,6.942916092933515e-06,0.9973728323362318,0.9973973352703166,2.4502934084846828e-05
1,1.4546297304822323e-08,canonical_cell_edge,0.9993456147482693,0.9993456147482693,0.0,0.9973973352703165,0.9973973352703166,1.1102230246251565e-16
1,1.4552388086009692e-08,independent_subcell_probe,0.9993522959890861,0.9993456147482693,6.681240816819312e-06,0.9974209443133558,0.9973973352703166,2.3609043039218847e-05
1,1.455847886719706e-08,independent_subcell_probe,0.999358977229903,0.9993456147482693,1.3362481633638623e-05,0.99744458301912,0.9973973352703166,4.7247748803380674e-05
1,1.4564569648384428e-08,independent_subcell_probe,0.9993656584707199,0.9993723397115367,6.681240816819312e-06,0.9974682514124447,0.9974919495181757,2.3698105730995955e-05
1,1.4570660429571797e-08,canonical_cell_edge,0.9993723397115367,0.9993723397115367,0.0,0.9974919495181755,0.9974919495181757,1.1102230246251565e-16
1,1.4576761412012362e-08,independent_subcell_probe,0.9993787682209226,0.9993723397115367,6.428509385925096e-06,0.9975147798315487,0.9974919495181757,2.2830313373023436e-05
1,1.4582862394452928e-08,independent_subcell_probe,0.9993851967303087,0.9993723397115367,1.2857018771961215e-05,0.9975376388292403,0.9974919495181757,4.568931106463392e-05
1,1.4588963376893494e-08,independent_subcell_probe,0.9993916252396946,0.9993980537490806,6.428509386036119e-06,0.9975605265352665,0.9975834429736535,2.2916438387032834e-05
1,1.4595064359334059e-08,canonical_cell_edge,0.9993980537490806,0.9993980537490806,0.0,0.9975834429736534,0.9975834429736535,1.1102230246251565e-16
1,1.4601175560113572e-08,independent_subcell_probe,0.9994042382034117,0.9993980537490806,6.184454331092937e-06,0.9976055170890903,0.9975834429736535,2.2074115436754305e-05
1,1.4607286760893086e-08,independent_subcell_probe,0.9994104226577427,0.9993980537490806,1.2368908662074851e-05,0.9976276189387482,0.9975834429736535,4.417596509465049e-05
1,1.46133979616726e-08,independent_subcell_probe,0.9994166071120738,0.9994227915664048,6.1844543309819144e-06,0.9976497485458476,0.9976719059336195,2.21573877718928e-05
1,1.4619509162452113e-08,canonical_cell_edge,0.9994227915664048,0.9994227915664048,0.0,0.9976719059336193,0.9976719059336195,2.220446049250313e-16
1,1.4625630598684941e-08,independent_subcell_probe,0.9994287403810753,0.9994227915664048,5.9488146705311e-06,0.9976932458490401,0.9976719059336195,2.1339915420526268e-05
1,1.4631752034917769e-08,independent_subcell_probe,0.9994346891957459,0.9994227915664048,1.18976293410622e-05,0.9977146125762227,0.9976719059336195,4.270664260319634e-05
